document_number,company_code,document_date,posting_date,document_type,reference,currency,exchange_rate
DOC00004573,1000,2023-05-01,2023-05-01,SA,BD00004573,USD,1.0
DOC00004574,1000,2023-05-01,2023-05-01,SA,BD00004574,USD,1.0
DOC00004575,1000,2023-05-01,2023-05-01,SA,BD00004575,USD,1.0
DOC00004576,1000,2023-04-28,2023-04-28,SA,BD00004576,USD,1.0
DOC00004577,1000,2023-04-25,2023-04-25,SA,BD00004577,USD,1.0
DOC00004578,1000,2023-04-24,2023-04-24,SA,BD00004578,USD,1.0
DOC00004579,1000,2023-05-01,2023-05-01,SA,BD00004579,USD,1.0
DOC00004580,1000,2023-05-01,2023-05-01,SA,BD00004580,USD,1.0
DOC00004581,1000,2023-04-28,2023-04-28,SA,BD00004581,USD,1.0
DOC00004582,1000,2023-05-01,2023-05-01,SA,BD00004582,USD,1.0
DOC00004583,1000,2023-04-26,2023-04-26,SA,BD00004583,USD,1.0
DOC00004584,1000,2023-04-24,2023-04-24,SA,BD00004584,USD,1.0
DOC00004585,1000,2023-04-24,2023-04-24,SA,BD00004585,USD,1.0
DOC00004586,1000,2023-05-01,2023-05-01,SA,BD00004586,USD,1.0
DOC00004587,1000,2023-04-27,2023-04-27,SA,BD00004587,USD,1.0
DOC00004588,1000,2023-05-01,2023-05-01,SA,BD00004588,USD,1.0
DOC00004589,1000,2023-04-26,2023-04-26,SA,BD00004589,USD,1.0
DOC00004590,1000,2023-04-28,2023-04-28,SA,BD00004590,USD,1.0
DOC00004591,1000,2023-05-01,2023-05-01,SA,BD00004591,USD,1.0
DOC00004592,1000,2023-04-24,2023-04-24,SA,BD00004592,USD,1.0
DOC00004593,1000,2023-04-26,2023-04-26,SA,BD00004593,USD,1.0
DOC00004594,1000,2023-05-02,2023-05-02,SA,BD00004594,USD,1.0
DOC00004595,1000,2023-04-24,2023-04-24,SA,BD00004595,USD,1.0
DOC00004596,1000,2023-05-02,2023-05-02,SA,BD00004596,USD,1.0
DOC00004597,1000,2023-05-02,2023-05-02,SA,BD00004597,USD,1.0
DOC00004598,1000,2023-04-24,2023-04-24,SA,BD00004598,USD,1.0
DOC00004599,1000,2023-04-26,2023-04-26,SA,BD00004599,USD,1.0
DOC00004600,1000,2023-05-02,2023-05-02,SA,BD00004600,USD,1.0
DOC00004601,1000,2023-04-24,2023-04-24,SA,BD00004601,USD,1.0
DOC00004602,1000,2023-04-27,2023-04-27,SA,BD00004602,USD,1.0
DOC00004603,1000,2023-04-24,2023-04-24,SA,BD00004603,USD,1.0
DOC00004604,1000,2023-04-26,2023-04-26,SA,BD00004604,USD,1.0
DOC00004605,1000,2023-04-24,2023-04-24,SA,BD00004605,USD,1.0
DOC00004606,1000,2023-05-02,2023-05-02,SA,BD00004606,USD,1.0
DOC00004607,1000,2023-04-28,2023-04-28,SA,BD00004607,USD,1.0
DOC00004608,1000,2023-04-26,2023-04-26,SA,BD00004608,USD,1.0
DOC00004609,1000,2023-04-26,2023-04-26,SA,BD00004609,USD,1.0
DOC00004610,1000,2023-05-02,2023-05-02,SA,BD00004610,USD,1.0
DOC00004611,1000,2023-04-25,2023-04-25,SA,BD00004611,USD,1.0
DOC00004612,1000,2023-05-01,2023-05-01,SA,BD00004612,USD,1.0
DOC00004613,1000,2023-04-24,2023-04-24,SA,BD00004613,USD,1.0
DOC00004614,1000,2023-04-25,2023-04-25,SA,BD00004614,USD,1.0
DOC00004615,1000,2023-05-03,2023-05-03,SA,BD00004615,USD,1.0
DOC00004616,1000,2023-05-01,2023-05-01,SA,BD00004616,USD,1.0
DOC00004617,1000,2023-05-03,2023-05-03,SA,BD00004617,USD,1.0
DOC00004618,1000,2023-05-01,2023-05-01,SA,BD00004618,USD,1.0
DOC00004619,1000,2023-05-02,2023-05-02,SA,BD00004619,USD,1.0
DOC00004620,1000,2023-05-01,2023-05-01,SA,BD00004620,USD,1.0
DOC00004621,1000,2023-05-03,2023-05-03,SA,BD00004621,USD,1.0
DOC00004622,1000,2023-05-03,2023-05-03,SA,BD00004622,USD,1.0
DOC00004623,1000,2023-04-26,2023-04-26,SA,BD00004623,USD,1.0
DOC00004624,1000,2023-04-24,2023-04-24,SA,BD00004624,USD,1.0
DOC00004625,1000,2023-04-24,2023-04-24,SA,BD00004625,USD,1.0
DOC00004626,1000,2023-04-24,2023-04-24,SA,BD00004626,USD,1.0
DOC00004627,1000,2023-04-26,2023-04-26,SA,BD00004627,USD,1.0
DOC00004628,1000,2023-04-28,2023-04-28,SA,BD00004628,USD,1.0
DOC00004629,1000,2023-04-25,2023-04-25,SA,BD00004629,USD,1.0
DOC00004630,1000,2023-05-01,2023-05-01,SA,BD00004630,USD,1.0
DOC00004631,1000,2023-05-02,2023-05-02,SA,BD00004631,USD,1.0
DOC00004632,1000,2023-04-28,2023-04-28,SA,BD00004632,USD,1.0
DOC00004633,1000,2023-04-24,2023-04-24,SA,BD00004633,USD,1.0
DOC00004634,1000,2023-04-28,2023-04-28,SA,BD00004634,USD,1.0
DOC00004635,1000,2023-04-24,2023-04-24,SA,BD00004635,USD,1.0
DOC00004636,1000,2023-04-27,2023-04-27,SA,BD00004636,USD,1.0
DOC00004637,1000,2023-04-26,2023-04-26,SA,BD00004637,USD,1.0
DOC00004638,1000,2023-05-01,2023-05-01,SA,BD00004638,USD,1.0
DOC00004639,1000,2023-04-25,2023-04-25,SA,BD00004639,USD,1.0
DOC00004640,1000,2023-04-24,2023-04-24,SA,BD00004640,USD,1.0
DOC00004641,1000,2023-04-27,2023-04-27,SA,BD00004641,USD,1.0
DOC00004642,1000,2023-04-25,2023-04-25,SA,BD00004642,USD,1.0
DOC00004643,1000,2023-04-25,2023-04-25,SA,BD00004643,USD,1.0
DOC00004644,1000,2023-05-01,2023-05-01,SA,BD00004644,USD,1.0
DOC00004645,1000,2023-04-25,2023-04-25,SA,BD00004645,USD,1.0
DOC00004646,1000,2023-04-24,2023-04-24,SA,BD00004646,USD,1.0
DOC00004647,1000,2023-05-01,2023-05-01,SA,BD00004647,USD,1.0
DOC00004648,1000,2023-05-03,2023-05-03,SA,BD00004648,USD,1.0
DOC00004649,1000,2023-05-03,2023-05-03,SA,BD00004649,USD,1.0
DOC00004650,1000,2023-05-01,2023-05-01,SA,BD00004650,USD,1.0
DOC00004651,1000,2023-05-02,2023-05-02,SA,BD00004651,USD,1.0
DOC00004652,1000,2023-05-01,2023-05-01,SA,BD00004652,USD,1.0
DOC00004653,1000,2023-05-02,2023-05-02,SA,BD00004653,USD,1.0
DOC00004654,1000,2023-05-02,2023-05-02,SA,BD00004654,USD,1.0
DOC00004655,1000,2023-04-26,2023-04-26,SA,BD00004655,USD,1.0
DOC00004656,1000,2023-04-25,2023-04-25,SA,BD00004656,USD,1.0
DOC00004657,1000,2023-05-04,2023-05-04,SA,BD00004657,USD,1.0
DOC00004658,1000,2023-05-03,2023-05-03,SA,BD00004658,USD,1.0
DOC00004659,1000,2023-05-04,2023-05-04,SA,BD00004659,USD,1.0
DOC00004660,1000,2023-05-01,2023-05-01,SA,BD00004660,USD,1.0
DOC00004661,1000,2023-05-01,2023-05-01,SA,BD00004661,USD,1.0
DOC00004662,1000,2023-04-24,2023-04-24,SA,BD00004662,USD,1.0
DOC00004663,1000,2023-04-26,2023-04-26,SA,BD00004663,USD,1.0
DOC00004664,1000,2023-05-04,2023-05-04,SA,BD00004664,USD,1.0
DOC00004665,1000,2023-04-27,2023-04-27,SA,BD00004665,USD,1.0
DOC00004666,1000,2023-05-01,2023-05-01,SA,BD00004666,USD,1.0
DOC00004667,1000,2023-04-27,2023-04-27,SA,BD00004667,USD,1.0
DOC00004668,1000,2023-05-04,2023-05-04,SA,BD00004668,USD,1.0
DOC00004669,1000,2023-04-27,2023-04-27,SA,BD00004669,USD,1.0
DOC00004670,1000,2023-05-03,2023-05-03,SA,BD00004670,USD,1.0
DOC00004671,1000,2023-04-26,2023-04-26,SA,BD00004671,USD,1.0
DOC00004672,1000,2023-04-27,2023-04-27,SA,BD00004672,USD,1.0
DOC00004673,1000,2023-04-27,2023-04-27,SA,BD00004673,USD,1.0
DOC00004674,1000,2023-04-28,2023-04-28,SA,BD00004674,USD,1.0
DOC00004675,1000,2023-04-24,2023-04-24,SA,BD00004675,USD,1.0
DOC00004676,1000,2023-05-01,2023-05-01,SA,BD00004676,USD,1.0
DOC00004677,1000,2023-05-03,2023-05-03,SA,BD00004677,USD,1.0
DOC00004678,1000,2023-04-28,2023-04-28,SA,BD00004678,USD,1.0
DOC00004679,1000,2023-04-27,2023-04-27,SA,BD00004679,USD,1.0
DOC00004680,1000,2023-05-01,2023-05-01,SA,BD00004680,USD,1.0
DOC00004681,1000,2023-05-01,2023-05-01,SA,BD00004681,USD,1.0
DOC00004682,1000,2023-04-28,2023-04-28,SA,BD00004682,USD,1.0
DOC00004683,1000,2023-04-26,2023-04-26,SA,BD00004683,USD,1.0
DOC00004684,1000,2023-05-03,2023-05-03,SA,BD00004684,USD,1.0
DOC00004685,1000,2023-05-03,2023-05-03,SA,BD00004685,USD,1.0
DOC00004686,1000,2023-04-27,2023-04-27,SA,BD00004686,USD,1.0
DOC00004687,1000,2023-04-27,2023-04-27,SA,BD00004687,USD,1.0
DOC00004688,1000,2023-05-04,2023-05-04,SA,BD00004688,USD,1.0
DOC00004689,1000,2023-05-01,2023-05-01,SA,BD00004689,USD,1.0
DOC00004690,1000,2023-05-03,2023-05-03,SA,BD00004690,USD,1.0
DOC00004691,1000,2023-05-01,2023-05-01,SA,BD00004691,USD,1.0
DOC00004692,1000,2023-05-01,2023-05-01,SA,BD00004692,USD,1.0
DOC00004693,1000,2023-05-01,2023-05-01,SA,BD00004693,USD,1.0
DOC00004694,1000,2023-05-01,2023-05-01,SA,BD00004694,USD,1.0
DOC00004695,1000,2023-05-03,2023-05-03,SA,BD00004695,USD,1.0
DOC00004696,1000,2023-05-01,2023-05-01,SA,BD00004696,USD,1.0
DOC00004697,1000,2023-04-28,2023-04-28,SA,BD00004697,USD,1.0
DOC00004698,1000,2023-05-05,2023-05-05,SA,BD00004698,USD,1.0
DOC00004699,1000,2023-05-05,2023-05-05,SA,BD00004699,USD,1.0
DOC00004700,1000,2023-04-28,2023-04-28,SA,BD00004700,USD,1.0
DOC00004701,1000,2023-05-02,2023-05-02,SA,BD00004701,USD,1.0
DOC00004702,1000,2023-04-25,2023-04-25,SA,BD00004702,USD,1.0
DOC00004703,1000,2023-05-01,2023-05-01,SA,BD00004703,USD,1.0
DOC00004704,1000,2023-05-01,2023-05-01,SA,BD00004704,USD,1.0
DOC00004705,1000,2023-05-04,2023-05-04,SA,BD00004705,USD,1.0
DOC00004706,1000,2023-05-01,2023-05-01,SA,BD00004706,USD,1.0
DOC00004707,1000,2023-05-03,2023-05-03,SA,BD00004707,USD,1.0
DOC00004708,1000,2023-05-02,2023-05-02,SA,BD00004708,USD,1.0
DOC00004709,1000,2023-05-01,2023-05-01,SA,BD00004709,USD,1.0
DOC00004710,1000,2023-05-01,2023-05-01,SA,BD00004710,USD,1.0
DOC00004711,1000,2023-04-26,2023-04-26,SA,BD00004711,USD,1.0
DOC00004712,1000,2023-05-01,2023-05-01,SA,BD00004712,USD,1.0
DOC00004713,1000,2023-04-28,2023-04-28,SA,BD00004713,USD,1.0
DOC00004714,1000,2023-04-26,2023-04-26,SA,BD00004714,USD,1.0
DOC00004715,1000,2023-04-27,2023-04-27,SA,BD00004715,USD,1.0
DOC00004716,1000,2023-05-01,2023-05-01,SA,BD00004716,USD,1.0
DOC00004717,1000,2023-05-04,2023-05-04,SA,BD00004717,USD,1.0
DOC00004718,1000,2023-04-28,2023-04-28,SA,BD00004718,USD,1.0
DOC00004719,1000,2023-05-01,2023-05-01,SA,BD00004719,USD,1.0
DOC00004720,1000,2023-05-05,2023-05-05,SA,BD00004720,USD,1.0
DOC00004721,1000,2023-05-01,2023-05-01,SA,BD00004721,USD,1.0
DOC00004722,1000,2023-05-02,2023-05-02,SA,BD00004722,USD,1.0
DOC00004723,1000,2023-05-02,2023-05-02,SA,BD00004723,USD,1.0
DOC00004724,1000,2023-05-01,2023-05-01,SA,BD00004724,USD,1.0
DOC00004725,1000,2023-05-04,2023-05-04,SA,BD00004725,USD,1.0
DOC00004726,1000,2023-05-02,2023-05-02,SA,BD00004726,USD,1.0
DOC00004727,1000,2023-05-01,2023-05-01,SA,BD00004727,USD,1.0
DOC00004728,1000,2023-04-25,2023-04-25,SA,BD00004728,USD,1.0
DOC00004729,1000,2023-05-04,2023-05-04,SA,BD00004729,USD,1.0
DOC00004730,1000,2023-05-01,2023-05-01,SA,BD00004730,USD,1.0
DOC00004731,1000,2023-04-28,2023-04-28,SA,BD00004731,USD,1.0
DOC00004732,1000,2023-05-02,2023-05-02,SA,BD00004732,USD,1.0
DOC00004733,1000,2023-05-01,2023-05-01,SA,BD00004733,USD,1.0
DOC00004734,1000,2023-04-25,2023-04-25,SA,BD00004734,USD,1.0
DOC00004735,1000,2023-05-01,2023-05-01,SA,BD00004735,USD,1.0
DOC00004736,1000,2023-05-01,2023-05-01,SA,BD00004736,USD,1.0
DOC00004737,1000,2023-05-01,2023-05-01,SA,BD00004737,USD,1.0
DOC00004738,1000,2023-05-02,2023-05-02,SA,BD00004738,USD,1.0
DOC00004739,1000,2023-05-02,2023-05-02,SA,BD00004739,USD,1.0
DOC00004740,1000,2023-05-02,2023-05-02,SA,BD00004740,USD,1.0
DOC00004741,1000,2023-05-02,2023-05-02,SA,BD00004741,USD,1.0
DOC00004742,1000,2023-05-01,2023-05-01,SA,BD00004742,USD,1.0
DOC00004743,1000,2023-05-04,2023-05-04,SA,BD00004743,USD,1.0
DOC00004744,1000,2023-04-26,2023-04-26,SA,BD00004744,USD,1.0
DOC00004745,1000,2023-05-01,2023-05-01,SA,BD00004745,USD,1.0
DOC00004746,1000,2023-05-03,2023-05-03,SA,BD00004746,USD,1.0
DOC00004747,1000,2023-04-26,2023-04-26,SA,BD00004747,USD,1.0
DOC00004748,1000,2023-05-01,2023-05-01,SA,BD00004748,USD,1.0
DOC00004749,1000,2023-05-02,2023-05-02,SA,BD00004749,USD,1.0
DOC00004750,1000,2023-05-02,2023-05-02,SA,BD00004750,USD,1.0
DOC00004751,1000,2023-05-02,2023-05-02,SA,BD00004751,USD,1.0
DOC00004752,1000,2023-05-04,2023-05-04,SA,BD00004752,USD,1.0
DOC00004753,1000,2023-05-01,2023-05-01,SA,BD00004753,USD,1.0
DOC00004754,1000,2023-05-01,2023-05-01,SA,BD00004754,USD,1.0
DOC00004755,1000,2023-04-26,2023-04-26,SA,BD00004755,USD,1.0
DOC00004756,1000,2023-04-26,2023-04-26,SA,BD00004756,USD,1.0
DOC00004757,1000,2023-04-27,2023-04-27,SA,BD00004757,USD,1.0
DOC00004758,1000,2023-05-01,2023-05-01,SA,BD00004758,USD,1.0
DOC00004759,1000,2023-05-03,2023-05-03,SA,BD00004759,USD,1.0
DOC00004760,1000,2023-05-01,2023-05-01,SA,BD00004760,USD,1.0
DOC00004761,1000,2023-05-05,2023-05-05,SA,BD00004761,USD,1.0
DOC00004762,1000,2023-05-02,2023-05-02,SA,BD00004762,USD,1.0
DOC00004763,1000,2023-05-04,2023-05-04,SA,BD00004763,USD,1.0
DOC00004764,1000,2023-05-04,2023-05-04,SA,BD00004764,USD,1.0
DOC00004765,1000,2023-05-01,2023-05-01,SA,BD00004765,USD,1.0
DOC00004766,1000,2023-04-28,2023-04-28,SA,BD00004766,USD,1.0
DOC00004767,1000,2023-05-01,2023-05-01,SA,BD00004767,USD,1.0
DOC00004768,1000,2023-05-05,2023-05-05,SA,BD00004768,USD,1.0
DOC00004769,1000,2023-05-08,2023-05-08,SA,BD00004769,USD,1.0
DOC00004770,1000,2023-05-01,2023-05-01,SA,BD00004770,USD,1.0
DOC00004771,1000,2023-05-03,2023-05-03,SA,BD00004771,USD,1.0
DOC00004772,1000,2023-04-26,2023-04-26,SA,BD00004772,USD,1.0
DOC00004773,1000,2023-04-28,2023-04-28,SA,BD00004773,USD,1.0
DOC00004774,1000,2023-04-26,2023-04-26,SA,BD00004774,USD,1.0
DOC00004775,1000,2023-05-04,2023-05-04,SA,BD00004775,USD,1.0
DOC00004776,1000,2023-05-01,2023-05-01,SA,BD00004776,USD,1.0
DOC00004777,1000,2023-04-28,2023-04-28,SA,BD00004777,USD,1.0
DOC00004778,1000,2023-05-08,2023-05-08,SA,BD00004778,USD,1.0
DOC00004779,1000,2023-05-03,2023-05-03,SA,BD00004779,USD,1.0
DOC00004780,1000,2023-05-02,2023-05-02,SA,BD00004780,USD,1.0
DOC00004781,1000,2023-05-03,2023-05-03,SA,BD00004781,USD,1.0
DOC00004782,1000,2023-05-01,2023-05-01,SA,BD00004782,USD,1.0
DOC00004783,1000,2023-05-01,2023-05-01,SA,BD00004783,USD,1.0
DOC00004784,1000,2023-05-01,2023-05-01,SA,BD00004784,USD,1.0
DOC00004785,1000,2023-05-02,2023-05-02,SA,BD00004785,USD,1.0
DOC00004786,1000,2023-05-01,2023-05-01,SA,BD00004786,USD,1.0
DOC00004787,1000,2023-05-08,2023-05-08,SA,BD00004787,USD,1.0
DOC00004788,1000,2023-05-01,2023-05-01,SA,BD00004788,USD,1.0
DOC00004789,1000,2023-05-09,2023-05-09,SA,BD00004789,USD,1.0
DOC00004790,1000,2023-05-05,2023-05-05,SA,BD00004790,USD,1.0
DOC00004791,1000,2023-05-01,2023-05-01,SA,BD00004791,USD,1.0
DOC00004792,1000,2023-05-01,2023-05-01,SA,BD00004792,USD,1.0
DOC00004793,1000,2023-05-03,2023-05-03,SA,BD00004793,USD,1.0
DOC00004794,1000,2023-05-03,2023-05-03,SA,BD00004794,USD,1.0
DOC00004795,1000,2023-05-02,2023-05-02,SA,BD00004795,USD,1.0
DOC00004796,1000,2023-05-08,2023-05-08,SA,BD00004796,USD,1.0
DOC00004797,1000,2023-05-01,2023-05-01,SA,BD00004797,USD,1.0
DOC00004798,1000,2023-05-01,2023-05-01,SA,BD00004798,USD,1.0
DOC00004799,1000,2023-05-08,2023-05-08,SA,BD00004799,USD,1.0
DOC00004800,1000,2023-05-01,2023-05-01,SA,BD00004800,USD,1.0
DOC00004801,1000,2023-05-04,2023-05-04,SA,BD00004801,USD,1.0
DOC00004802,1000,2023-05-03,2023-05-03,SA,BD00004802,USD,1.0
DOC00004803,1000,2023-05-03,2023-05-03,SA,BD00004803,USD,1.0
DOC00004804,1000,2023-05-02,2023-05-02,SA,BD00004804,USD,1.0
DOC00004805,1000,2023-05-08,2023-05-08,SA,BD00004805,USD,1.0
DOC00004806,1000,2023-05-08,2023-05-08,SA,BD00004806,USD,1.0
DOC00004807,1000,2023-05-01,2023-05-01,SA,BD00004807,USD,1.0
DOC00004808,1000,2023-05-09,2023-05-09,SA,BD00004808,USD,1.0
DOC00004809,1000,2023-05-09,2023-05-09,SA,BD00004809,USD,1.0
DOC00004810,1000,2023-05-08,2023-05-08,SA,BD00004810,USD,1.0
DOC00004811,1000,2023-05-02,2023-05-02,SA,BD00004811,USD,1.0
DOC00004812,1000,2023-05-03,2023-05-03,SA,BD00004812,USD,1.0
DOC00004813,1000,2023-05-03,2023-05-03,SA,BD00004813,USD,1.0
DOC00004814,1000,2023-05-08,2023-05-08,SA,BD00004814,USD,1.0
DOC00004815,1000,2023-05-09,2023-05-09,SA,BD00004815,USD,1.0
DOC00004816,1000,2023-05-09,2023-05-09,SA,BD00004816,USD,1.0
DOC00004817,1000,2023-05-01,2023-05-01,SA,BD00004817,USD,1.0
DOC00004818,1000,2023-05-08,2023-05-08,SA,BD00004818,USD,1.0
DOC00004819,1000,2023-05-01,2023-05-01,SA,BD00004819,USD,1.0
DOC00004820,1000,2023-05-09,2023-05-09,SA,BD00004820,USD,1.0
DOC00004821,1000,2023-05-01,2023-05-01,SA,BD00004821,USD,1.0
DOC00004822,1000,2023-05-08,2023-05-08,SA,BD00004822,USD,1.0
DOC00004823,1000,2023-05-08,2023-05-08,SA,BD00004823,USD,1.0
DOC00004824,1000,2023-05-03,2023-05-03,SA,BD00004824,USD,1.0
DOC00004825,1000,2023-05-08,2023-05-08,SA,BD00004825,USD,1.0
DOC00004826,1000,2023-05-01,2023-05-01,SA,BD00004826,USD,1.0
DOC00004827,1000,2023-05-01,2023-05-01,SA,BD00004827,USD,1.0
DOC00004828,1000,2023-05-01,2023-05-01,SA,BD00004828,USD,1.0
DOC00004829,1000,2023-05-01,2023-05-01,SA,BD00004829,USD,1.0
DOC00004830,1000,2023-05-03,2023-05-03,SA,BD00004830,USD,1.0
DOC00004831,1000,2023-05-08,2023-05-08,SA,BD00004831,USD,1.0
DOC00004832,1000,2023-05-02,2023-05-02,SA,BD00004832,USD,1.0
DOC00004833,1000,2023-05-04,2023-05-04,SA,BD00004833,USD,1.0
DOC00004834,1000,2023-05-01,2023-05-01,SA,BD00004834,USD,1.0
DOC00004835,1000,2023-05-09,2023-05-09,SA,BD00004835,USD,1.0
DOC00004836,1000,2023-05-08,2023-05-08,SA,BD00004836,USD,1.0
DOC00004837,1000,2023-05-02,2023-05-02,SA,BD00004837,USD,1.0
DOC00004838,1000,2023-05-04,2023-05-04,SA,BD00004838,USD,1.0
DOC00004839,1000,2023-05-01,2023-05-01,SA,BD00004839,USD,1.0
DOC00004840,1000,2023-05-09,2023-05-09,SA,BD00004840,USD,1.0
DOC00004841,1000,2023-05-05,2023-05-05,SA,BD00004841,USD,1.0
DOC00004842,1000,2023-05-01,2023-05-01,SA,BD00004842,USD,1.0
DOC00004843,1000,2023-05-02,2023-05-02,SA,BD00004843,USD,1.0
DOC00004844,1000,2023-05-01,2023-05-01,SA,BD00004844,USD,1.0
DOC00004845,1000,2023-05-04,2023-05-04,SA,BD00004845,USD,1.0
DOC00004846,1000,2023-05-03,2023-05-03,SA,BD00004846,USD,1.0
DOC00004847,1000,2023-05-08,2023-05-08,SA,BD00004847,USD,1.0
DOC00004848,1000,2023-05-10,2023-05-10,SA,BD00004848,USD,1.0
DOC00004849,1000,2023-05-01,2023-05-01,SA,BD00004849,USD,1.0
DOC00004850,1000,2023-05-09,2023-05-09,SA,BD00004850,USD,1.0
DOC00004851,1000,2023-05-04,2023-05-04,SA,BD00004851,USD,1.0
DOC00004852,1000,2023-05-05,2023-05-05,SA,BD00004852,USD,1.0
DOC00004853,1000,2023-05-08,2023-05-08,SA,BD00004853,USD,1.0
DOC00004854,1000,2023-05-01,2023-05-01,SA,BD00004854,USD,1.0
DOC00004855,1000,2023-05-05,2023-05-05,SA,BD00004855,USD,1.0
DOC00004856,1000,2023-05-03,2023-05-03,SA,BD00004856,USD,1.0
DOC00004857,1000,2023-05-05,2023-05-05,SA,BD00004857,USD,1.0
DOC00004858,1000,2023-05-03,2023-05-03,SA,BD00004858,USD,1.0
DOC00004859,1000,2023-05-08,2023-05-08,SA,BD00004859,USD,1.0
DOC00004860,1000,2023-05-03,2023-05-03,SA,BD00004860,USD,1.0
DOC00004861,1000,2023-05-10,2023-05-10,SA,BD00004861,USD,1.0
DOC00004862,1000,2023-05-01,2023-05-01,SA,BD00004862,USD,1.0
DOC00004863,1000,2023-05-09,2023-05-09,SA,BD00004863,USD,1.0
DOC00004864,1000,2023-05-05,2023-05-05,SA,BD00004864,USD,1.0
DOC00004865,1000,2023-05-08,2023-05-08,SA,BD00004865,USD,1.0
DOC00004866,1000,2023-05-05,2023-05-05,SA,BD00004866,USD,1.0
DOC00004867,1000,2023-05-01,2023-05-01,SA,BD00004867,USD,1.0
DOC00004868,1000,2023-05-08,2023-05-08,SA,BD00004868,USD,1.0
DOC00004869,1000,2023-05-10,2023-05-10,SA,BD00004869,USD,1.0
DOC00004870,1000,2023-05-03,2023-05-03,SA,BD00004870,USD,1.0
DOC00004871,1000,2023-05-10,2023-05-10,SA,BD00004871,USD,1.0
DOC00004872,1000,2023-05-03,2023-05-03,SA,BD00004872,USD,1.0
DOC00004873,1000,2023-05-05,2023-05-05,SA,BD00004873,USD,1.0
DOC00004874,1000,2023-05-02,2023-05-02,SA,BD00004874,USD,1.0
DOC00004875,1000,2023-05-08,2023-05-08,SA,BD00004875,USD,1.0
DOC00004876,1000,2023-05-04,2023-05-04,SA,BD00004876,USD,1.0
DOC00004877,1000,2023-05-03,2023-05-03,SA,BD00004877,USD,1.0
DOC00004878,1000,2023-05-08,2023-05-08,SA,BD00004878,USD,1.0
DOC00004879,1000,2023-05-01,2023-05-01,SA,BD00004879,USD,1.0
DOC00004880,1000,2023-05-02,2023-05-02,SA,BD00004880,USD,1.0
DOC00004881,1000,2023-05-01,2023-05-01,SA,BD00004881,USD,1.0
DOC00004882,1000,2023-05-05,2023-05-05,SA,BD00004882,USD,1.0
DOC00004883,1000,2023-05-04,2023-05-04,SA,BD00004883,USD,1.0
DOC00004884,1000,2023-05-10,2023-05-10,SA,BD00004884,USD,1.0
DOC00004885,1000,2023-05-10,2023-05-10,SA,BD00004885,USD,1.0
DOC00004886,1000,2023-05-01,2023-05-01,SA,BD00004886,USD,1.0
DOC00004887,1000,2023-05-01,2023-05-01,SA,BD00004887,USD,1.0
DOC00004888,1000,2023-05-01,2023-05-01,SA,BD00004888,USD,1.0
DOC00004889,1000,2023-05-08,2023-05-08,SA,BD00004889,USD,1.0
DOC00004890,1000,2023-05-01,2023-05-01,SA,BD00004890,USD,1.0
DOC00004891,1000,2023-05-03,2023-05-03,SA,BD00004891,USD,1.0
DOC00004892,1000,2023-05-03,2023-05-03,SA,BD00004892,USD,1.0
DOC00004893,1000,2023-05-08,2023-05-08,SA,BD00004893,USD,1.0
DOC00004894,1000,2023-05-09,2023-05-09,SA,BD00004894,USD,1.0
DOC00004895,1000,2023-05-04,2023-05-04,SA,BD00004895,USD,1.0
DOC00004896,1000,2023-05-08,2023-05-08,SA,BD00004896,USD,1.0
DOC00004897,1000,2023-05-02,2023-05-02,SA,BD00004897,USD,1.0
DOC00004898,1000,2023-05-09,2023-05-09,SA,BD00004898,USD,1.0
DOC00004899,1000,2023-05-08,2023-05-08,SA,BD00004899,USD,1.0
DOC00004900,1000,2023-05-01,2023-05-01,SA,BD00004900,USD,1.0
DOC00004901,1000,2023-05-04,2023-05-04,SA,BD00004901,USD,1.0
DOC00004902,1000,2023-05-01,2023-05-01,SA,BD00004902,USD,1.0
DOC00004903,1000,2023-05-01,2023-05-01,SA,BD00004903,USD,1.0
DOC00004904,1000,2023-05-04,2023-05-04,SA,BD00004904,USD,1.0
DOC00004905,1000,2023-05-10,2023-05-10,SA,BD00004905,USD,1.0
DOC00004906,1000,2023-05-10,2023-05-10,SA,BD00004906,USD,1.0
DOC00004907,1000,2023-05-10,2023-05-10,SA,BD00004907,USD,1.0
DOC00004908,1000,2023-05-11,2023-05-11,SA,BD00004908,USD,1.0
DOC00004909,1000,2023-05-08,2023-05-08,SA,BD00004909,USD,1.0
DOC00004910,1000,2023-05-03,2023-05-03,SA,BD00004910,USD,1.0
DOC00004911,1000,2023-05-05,2023-05-05,SA,BD00004911,USD,1.0
DOC00004912,1000,2023-05-09,2023-05-09,SA,BD00004912,USD,1.0
DOC00004913,1000,2023-05-02,2023-05-02,SA,BD00004913,USD,1.0
DOC00004914,1000,2023-05-04,2023-05-04,SA,BD00004914,USD,1.0
DOC00004915,1000,2023-05-09,2023-05-09,SA,BD00004915,USD,1.0
DOC00004916,1000,2023-05-08,2023-05-08,SA,BD00004916,USD,1.0
DOC00004917,1000,2023-05-08,2023-05-08,SA,BD00004917,USD,1.0
DOC00004918,1000,2023-05-04,2023-05-04,SA,BD00004918,USD,1.0
DOC00004919,1000,2023-05-08,2023-05-08,SA,BD00004919,USD,1.0
DOC00004920,1000,2023-05-03,2023-05-03,SA,BD00004920,USD,1.0
DOC00004921,1000,2023-05-05,2023-05-05,SA,BD00004921,USD,1.0
