billing_document,item_number,sales_order_id,customer_id,material_id,billing_date,billing_quantity,net_value,tax_amount,gross_value,currency,cost_of_goods
BD00009760,000010,SO00011475,C001027,MAT010176,2023-09-20,46,36975.18,2958.01,39933.19,USD,21612.54
BD00009761,000010,SO00011477,C001043,MAT010090,2023-10-02,21,27339.89,2187.19,29527.08,USD,11486.9
BD00009762,000010,SO00011478,C001039,MAT010051,2023-10-02,15,17939.6,1435.17,19374.77,USD,8641.98
BD00009763,000010,SO00011479,C001008,MAT010051,2023-09-25,55,49741.52,3979.32,53720.84,USD,28313.24
BD00009764,000010,SO00011480,C001004,MAT010025,2023-09-21,46,64416.07,5153.29,69569.36,USD,29561.01
BD00009765,000010,SO00011481,C001032,MAT010198,2023-10-02,80,31582.69,2526.62,34109.31,USD,18405.66
BD00009766,000010,SO00011482,C001020,MAT010006,2023-09-28,53,53411.43,4272.91,57684.34,USD,31428.36
BD00009767,000010,SO00011483,C001043,MAT010124,2023-09-25,91,79373.41,6349.87,85723.28,USD,45071.0
BD00009768,000010,SO00011484,C001026,MAT010019,2023-09-27,43,37217.1,2977.37,40194.47,USD,20582.12
BD00009769,000010,SO00011485,C001040,MAT010196,2023-09-28,63,96227.52,7698.2,103925.72,USD,61437.79
BD00009770,000010,SO00011486,C001015,MAT010157,2023-09-22,23,24847.53,1987.8,26835.33,USD,17116.7
BD00009771,000010,SO00011487,C001000,MAT010069,2023-09-29,15,32159.45,2572.76,34732.21,USD,18223.45
BD00009772,000010,SO00011488,C001026,MAT010078,2023-10-02,82,129905.91,10392.47,140298.38,USD,75328.91
BD00009773,000010,SO00011489,C001002,MAT010077,2023-10-02,78,117368.84,9389.51,126758.35,USD,63991.89
BD00009774,000010,SO00011490,C001031,MAT010047,2023-09-20,86,23832.03,1906.56,25738.59,USD,10977.39
BD00009775,000010,SO00011491,C001020,MAT010030,2023-09-26,100,15877.34,1270.19,17147.53,USD,6515.39
BD00009776,000010,SO00011492,C001016,MAT010060,2023-09-25,53,25158.93,2012.71,27171.64,USD,12586.74
BD00009777,000010,SO00011493,C001024,MAT010080,2023-09-29,94,123745.19,9899.62,133644.81,USD,74422.62
BD00009778,000010,SO00011494,C001003,MAT010152,2023-09-26,42,21740.52,1739.24,23479.76,USD,14981.28
BD00009779,000010,SO00011495,C001033,MAT010146,2023-09-28,75,91960.2,7356.82,99317.02,USD,64258.53
BD00009780,000010,SO00011496,C001045,MAT010118,2023-09-27,11,4709.47,376.76,5086.23,USD,2815.28
BD00009781,000010,SO00011497,C001009,MAT010091,2023-09-27,34,9560.75,764.86,10325.61,USD,5808.6
BD00009782,000010,SO00011498,C001003,MAT010060,2023-09-26,40,26965.2,2157.22,29122.42,USD,12164.49
BD00009783,000010,SO00011499,C001011,MAT010097,2023-09-21,60,61665.21,4933.22,66598.43,USD,28988.71
BD00009784,000010,SO00011500,C001049,MAT010057,2023-09-28,71,156773.52,12541.88,169315.4,USD,109429.24
BD00009785,000010,SO00011502,C001020,MAT010177,2023-09-25,86,69544.16,5563.53,75107.69,USD,42252.31
BD00009786,000010,SO00011503,C001013,MAT010094,2023-09-28,3,3662.46,293.0,3955.46,USD,2358.39
BD00009787,000010,SO00011504,C001035,MAT010033,2023-09-29,49,10783.38,862.67,11646.05,USD,6543.18
BD00009788,000010,SO00011506,C001032,MAT010000,2023-09-25,42,4189.44,335.16,4524.6,USD,2145.44
BD00009789,000010,SO00011509,C001046,MAT010120,2023-09-25,30,29594.18,2367.53,31961.71,USD,12679.82
BD00009790,000010,SO00011510,C001046,MAT010173,2023-09-20,93,85587.13,6846.97,92434.1,USD,47444.35
BD00009791,000010,SO00011511,C001048,MAT010000,2023-10-02,9,1276.68,102.13,1378.81,USD,701.78
BD00009792,000010,SO00011512,C001022,MAT010032,2023-09-29,20,16104.95,1288.4,17393.35,USD,9284.64
BD00009793,000010,SO00011513,C001034,MAT010131,2023-09-22,12,19813.33,1585.07,21398.4,USD,10609.15
BD00009794,000010,SO00011515,C001005,MAT010123,2023-09-27,9,1791.96,143.36,1935.32,USD,892.1
BD00009795,000010,SO00011517,C001049,MAT010063,2023-09-20,74,38787.29,3102.98,41890.27,USD,15690.88
BD00009796,000010,SO00011518,C001046,MAT010193,2023-09-22,17,18621.7,1489.74,20111.44,USD,10598.18
BD00009797,000010,SO00011519,C001018,MAT010123,2023-09-28,80,8878.53,710.28,9588.81,USD,5992.26
BD00009798,000010,SO00011520,C001037,MAT010153,2023-09-29,62,16145.89,1291.67,17437.56,USD,8186.24
BD00009799,000010,SO00011521,C001036,MAT010102,2023-09-25,70,34832.55,2786.6,37619.15,USD,22033.08
BD00009800,000010,SO00011522,C001034,MAT010093,2023-09-21,26,21974.74,1757.98,23732.72,USD,13602.25
BD00009801,000010,SO00011523,C001011,MAT010118,2023-09-28,70,44025.74,3522.06,47547.8,USD,24427.87
BD00009802,000010,SO00011524,C001031,MAT010187,2023-09-25,9,4009.0,320.72,4329.72,USD,2216.28
BD00009803,000010,SO00011525,C001040,MAT010170,2023-09-21,38,38613.51,3089.08,41702.59,USD,23113.24
BD00009804,000010,SO00011526,C001046,MAT010034,2023-09-28,38,26380.81,2110.46,28491.27,USD,11026.84
BD00009805,000010,SO00011528,C001004,MAT010030,2023-09-20,34,5901.16,472.09,6373.25,USD,3100.58
BD00009806,000010,SO00011529,C001038,MAT010006,2023-09-22,82,117732.73,9418.62,127151.35,USD,78561.24
BD00009807,000010,SO00011530,C001029,MAT010037,2023-09-20,63,85366.57,6829.33,92195.9,USD,42350.09
BD00009808,000010,SO00011531,C001024,MAT010101,2023-09-20,27,34772.57,2781.81,37554.38,USD,21690.11
BD00009809,000010,SO00011532,C001019,MAT010068,2023-09-25,97,34488.05,2759.04,37247.09,USD,16615.13
BD00009810,000010,SO00011533,C001037,MAT010121,2023-09-27,15,2485.75,198.86,2684.61,USD,1397.24
BD00009811,000010,SO00011534,C001045,MAT010027,2023-09-22,69,46812.02,3744.96,50556.98,USD,22860.12
BD00009812,000010,SO00011535,C001021,MAT010107,2023-09-25,56,46903.64,3752.29,50655.93,USD,24732.55
BD00009813,000010,SO00011537,C001030,MAT010079,2023-09-25,86,18941.41,1515.31,20456.72,USD,8114.53
BD00009814,000010,SO00011538,C001010,MAT010108,2023-09-27,70,108461.87,8676.95,117138.82,USD,72895.4
BD00009815,000010,SO00011539,C001009,MAT010102,2023-09-29,70,42742.03,3419.36,46161.39,USD,22737.96
BD00009816,000010,SO00011540,C001017,MAT010184,2023-09-29,62,82674.15,6613.93,89288.08,USD,33672.16
BD00009817,000010,SO00011542,C001001,MAT010117,2023-10-03,55,79168.22,6333.46,85501.68,USD,50784.6
BD00009818,000010,SO00011543,C001024,MAT010167,2023-09-28,78,70299.45,5623.96,75923.41,USD,37188.08
BD00009819,000010,SO00011544,C001046,MAT010136,2023-09-26,100,121919.87,9753.59,131673.46,USD,81637.24
BD00009820,000010,SO00011547,C001002,MAT010013,2023-10-02,30,14302.77,1144.22,15446.99,USD,9949.3
BD00009821,000010,SO00011548,C001012,MAT010195,2023-09-25,8,2678.3,214.26,2892.56,USD,1586.32
BD00009822,000010,SO00011550,C001043,MAT010033,2023-09-29,6,1084.05,86.72,1170.77,USD,643.47
BD00009823,000010,SO00011551,C001013,MAT010050,2023-09-27,80,58074.35,4645.95,62720.3,USD,31417.11
BD00009824,000010,SO00011552,C001011,MAT010020,2023-09-26,49,37755.71,3020.46,40776.17,USD,21608.15
BD00009825,000010,SO00011553,C001036,MAT010009,2023-09-25,74,73655.84,5892.47,79548.31,USD,51212.43
BD00009826,000010,SO00011555,C001017,MAT010175,2023-10-02,24,37672.07,3013.77,40685.84,USD,21639.91
BD00009827,000010,SO00011556,C001044,MAT010050,2023-09-27,70,50654.83,4052.39,54707.22,USD,30704.74
BD00009828,000010,SO00011557,C001030,MAT010029,2023-09-25,74,107662.44,8613.0,116275.44,USD,55741.58
BD00009829,000010,SO00011558,C001035,MAT010158,2023-09-29,91,88107.42,7048.59,95156.01,USD,36560.78
BD00009830,000010,SO00011559,C001035,MAT010163,2023-09-27,45,94845.18,7587.61,102432.79,USD,54348.91
BD00009831,000010,SO00011560,C001016,MAT010063,2023-10-03,10,4956.38,396.51,5352.89,USD,3134.32
BD00009832,000010,SO00011562,C001006,MAT010192,2023-09-27,40,19987.04,1598.96,21586.0,USD,8289.25
BD00009833,000010,SO00011563,C001044,MAT010062,2023-09-25,63,13893.07,1111.45,15004.52,USD,9370.11
BD00009834,000010,SO00011564,C001035,MAT010059,2023-09-26,8,2100.29,168.02,2268.31,USD,1353.97
BD00009835,000010,SO00011565,C001017,MAT010141,2023-09-26,60,31743.41,2539.47,34282.88,USD,15904.39
BD00009836,000010,SO00011567,C001029,MAT010167,2023-10-02,43,37769.32,3021.55,40790.87,USD,23936.03
BD00009837,000010,SO00011568,C001015,MAT010065,2023-10-02,100,26084.55,2086.76,28171.31,USD,11945.6
BD00009838,000010,SO00011569,C001010,MAT010036,2023-09-25,31,16470.16,1317.61,17787.77,USD,8493.68
BD00009839,000010,SO00011570,C001036,MAT010146,2023-10-02,1,1755.5,140.44,1895.94,USD,715.59
BD00009840,000010,SO00011571,C001047,MAT010089,2023-10-03,30,40854.1,3268.33,44122.43,USD,24273.47
BD00009841,000010,SO00011572,C001039,MAT010045,2023-10-02,8,13334.72,1066.78,14401.5,USD,6355.27
BD00009842,000010,SO00011573,C001049,MAT010158,2023-09-25,77,86153.92,6892.31,93046.23,USD,53768.35
BD00009843,000010,SO00011574,C001017,MAT010033,2023-09-25,15,1917.76,153.42,2071.18,USD,1290.2
BD00009844,000010,SO00011575,C001009,MAT010028,2023-10-02,83,7003.56,560.28,7563.84,USD,3840.08
BD00009845,000010,SO00011576,C001013,MAT010102,2023-09-26,96,44933.16,3594.65,48527.81,USD,20654.96
BD00009846,000010,SO00011578,C001013,MAT010150,2023-09-27,56,5213.7,417.1,5630.8,USD,2698.59
BD00009847,000010,SO00011579,C001037,MAT010104,2023-09-25,16,23404.93,1872.39,25277.32,USD,13021.99
BD00009848,000010,SO00011581,C001015,MAT010102,2023-09-28,47,29085.88,2326.87,31412.75,USD,18821.0
BD00009849,000010,SO00011582,C001023,MAT010188,2023-09-26,23,31167.64,2493.41,33661.05,USD,20104.93
BD00009850,000010,SO00011583,C001028,MAT010049,2023-09-26,51,20740.9,1659.27,22400.17,USD,13926.39
BD00009851,000010,SO00011584,C001014,MAT010122,2023-09-27,93,42138.43,3371.07,45509.5,USD,26043.92
BD00009852,000010,SO00011585,C001042,MAT010026,2023-09-26,94,58346.52,4667.72,63014.24,USD,39002.48
BD00009853,000010,SO00011586,C001012,MAT010017,2023-09-27,64,91078.49,7286.28,98364.77,USD,46805.66
BD00009854,000010,SO00011588,C001030,MAT010170,2023-09-27,45,58043.17,4643.45,62686.62,USD,29983.28
BD00009855,000010,SO00011589,C001046,MAT010034,2023-10-03,55,69133.78,5530.7,74664.48,USD,38141.65
BD00009856,000010,SO00011590,C001013,MAT010029,2023-09-28,75,106531.21,8522.5,115053.71,USD,50796.0
BD00009857,000010,SO00011591,C001026,MAT010165,2023-09-25,64,59899.74,4791.98,64691.72,USD,31587.63
BD00009858,000010,SO00011592,C001033,MAT010114,2023-09-26,72,74625.53,5970.04,80595.57,USD,37106.26
BD00009859,000010,SO00011594,C001045,MAT010102,2023-10-02,44,17963.7,1437.1,19400.8,USD,9658.39
BD00009860,000010,SO00011595,C001030,MAT010168,2023-10-03,1,1434.43,114.75,1549.18,USD,581.37
BD00009861,000010,SO00011596,C001011,MAT010077,2023-09-28,65,113147.8,9051.82,122199.62,USD,67896.22
BD00009862,000010,SO00011597,C001006,MAT010111,2023-10-02,34,3434.1,274.73,3708.83,USD,1632.62
BD00009863,000010,SO00011598,C001004,MAT010156,2023-09-26,46,47602.95,3808.24,51411.19,USD,23739.37
BD00009864,000010,SO00011599,C001041,MAT010074,2023-09-29,100,45504.29,3640.34,49144.63,USD,25442.81
BD00009865,000010,SO00011601,C001008,MAT010000,2023-09-25,91,15479.14,1238.33,16717.47,USD,7214.21
BD00009866,000010,SO00011602,C001043,MAT010004,2023-09-27,5,5092.05,407.36,5499.41,USD,2985.49
BD00009867,000010,SO00011603,C001017,MAT010090,2023-09-25,98,123803.13,9904.25,133707.38,USD,82507.16
BD00009868,000010,SO00011604,C001028,MAT010031,2023-09-28,21,3339.96,267.2,3607.16,USD,1847.63
BD00009869,000010,SO00011605,C001020,MAT010097,2023-10-02,43,27477.93,2198.23,29676.16,USD,16289.29
BD00009870,000010,SO00011606,C001035,MAT010175,2023-10-02,2,2519.41,201.55,2720.96,USD,1354.53
BD00009871,000010,SO00011607,C001011,MAT010027,2023-10-04,34,34578.83,2766.31,37345.14,USD,15078.64
BD00009872,000010,SO00011608,C001013,MAT010038,2023-09-29,49,69087.99,5527.04,74615.03,USD,34279.05
BD00009873,000010,SO00011609,C001025,MAT010046,2023-09-26,66,110973.65,8877.89,119851.54,USD,76697.71
BD00009874,000010,SO00011610,C001046,MAT010128,2023-10-02,12,17496.05,1399.68,18895.73,USD,8810.53
BD00009875,000010,SO00011611,C001008,MAT010037,2023-09-26,77,121553.54,9724.28,131277.82,USD,79980.81
BD00009876,000010,SO00011612,C001003,MAT010092,2023-09-27,77,87423.69,6993.9,94417.59,USD,58975.66
BD00009877,000010,SO00011613,C001049,MAT010174,2023-09-28,81,171867.11,13749.37,185616.48,USD,116979.93
BD00009878,000010,SO00011614,C001040,MAT010048,2023-10-03,85,100133.28,8010.66,108143.94,USD,51353.97
BD00009879,000010,SO00011615,C001021,MAT010029,2023-10-02,88,149975.94,11998.08,161974.02,USD,73795.38
BD00009880,000010,SO00011616,C001022,MAT010052,2023-09-29,45,42765.06,3421.2,46186.26,USD,27456.14
BD00009881,000010,SO00011617,C001035,MAT010010,2023-09-25,77,141284.61,11302.77,152587.38,USD,78089.67
BD00009882,000010,SO00011618,C001027,MAT010160,2023-10-02,92,99578.95,7966.32,107545.27,USD,68007.55
BD00009883,000010,SO00011619,C001047,MAT010145,2023-09-25,17,31922.91,2553.83,34476.74,USD,14807.26
BD00009884,000010,SO00011620,C001017,MAT010178,2023-10-02,9,14673.93,1173.91,15847.84,USD,8564.77
BD00009885,000010,SO00011621,C001049,MAT010089,2023-09-26,97,126623.58,10129.89,136753.47,USD,57795.95
BD00009886,000010,SO00011623,C001024,MAT010165,2023-10-03,27,24149.95,1932.0,26081.95,USD,12768.49
BD00009887,000010,SO00011625,C001028,MAT010059,2023-10-02,1,245.31,19.62,264.93,USD,156.0
BD00009888,000010,SO00011626,C001004,MAT010180,2023-09-25,82,54207.18,4336.57,58543.75,USD,33540.21
BD00009889,000010,SO00011627,C001032,MAT010127,2023-10-03,84,14748.27,1179.86,15928.13,USD,9482.46
BD00009890,000010,SO00011628,C001009,MAT010116,2023-09-25,47,78314.97,6265.2,84580.17,USD,32024.68
BD00009891,000010,SO00011629,C001010,MAT010145,2023-09-25,34,61166.29,4893.3,66059.59,USD,40009.32
BD00009892,000010,SO00011630,C001015,MAT010072,2023-10-02,95,4936.28,394.9,5331.18,USD,3021.97
BD00009893,000010,SO00011631,C001022,MAT010001,2023-10-04,39,18561.66,1484.93,20046.59,USD,11461.65
BD00009894,000010,SO00011632,C001018,MAT010160,2023-10-03,12,16736.01,1338.88,18074.89,USD,8935.45
BD00009895,000010,SO00011633,C001007,MAT010021,2023-10-03,53,79451.47,6356.12,85807.59,USD,44543.93
BD00009896,000010,SO00011634,C001044,MAT010022,2023-09-26,71,54062.06,4324.96,58387.02,USD,26252.64
BD00009897,000010,SO00011635,C001047,MAT010155,2023-10-02,91,93521.86,7481.75,101003.61,USD,61482.73
BD00009898,000010,SO00011636,C001014,MAT010032,2023-09-29,78,57428.44,4594.28,62022.72,USD,31005.47
BD00009899,000010,SO00011637,C001029,MAT010148,2023-09-26,58,29423.98,2353.92,31777.9,USD,17268.32
BD00009900,000010,SO00011638,C001015,MAT010058,2023-09-28,49,84188.95,6735.12,90924.07,USD,36114.8
BD00009901,000010,SO00011639,C001014,MAT010151,2023-09-25,12,24020.89,1921.67,25942.56,USD,10710.61
BD00009902,000010,SO00011641,C001038,MAT010049,2023-09-28,70,31174.44,2493.96,33668.4,USD,13670.3
BD00009903,000010,SO00011642,C001032,MAT010000,2023-10-02,77,9495.19,759.62,10254.81,USD,6416.68
BD00009904,000010,SO00011643,C001041,MAT010112,2023-09-25,69,22093.65,1767.49,23861.14,USD,12920.54
BD00009905,000010,SO00011644,C001023,MAT010048,2023-09-27,8,12522.55,1001.8,13524.35,USD,7605.4
BD00009906,000010,SO00011645,C001023,MAT010170,2023-10-04,18,16496.75,1319.74,17816.49,USD,7885.97
BD00009907,000010,SO00011646,C001031,MAT010110,2023-10-04,50,92597.72,7407.82,100005.54,USD,40540.45
BD00009908,000010,SO00011647,C001014,MAT010180,2023-09-27,4,2025.75,162.06,2187.81,USD,1250.15
BD00009909,000010,SO00011648,C001039,MAT010000,2023-10-02,23,3258.74,260.7,3519.44,USD,1488.27
BD00009910,000010,SO00011649,C001039,MAT010105,2023-10-03,22,19650.26,1572.02,21222.28,USD,9264.57
BD00009911,000010,SO00011650,C001020,MAT010105,2023-10-03,18,9345.26,747.62,10092.88,USD,5339.46
BD00009912,000010,SO00011651,C001006,MAT010031,2023-09-25,76,20744.43,1659.55,22403.98,USD,12088.9
BD00009913,000010,SO00011652,C001015,MAT010024,2023-09-25,43,31828.25,2546.26,34374.51,USD,20847.34
BD00009914,000010,SO00011653,C001047,MAT010104,2023-09-25,34,41437.07,3314.97,44752.04,USD,17057.46
BD00009915,000010,SO00011654,C001011,MAT010092,2023-10-03,82,126712.42,10136.99,136849.41,USD,65826.87
BD00009916,000010,SO00011655,C001037,MAT010165,2023-09-29,46,45527.27,3642.18,49169.45,USD,31236.04
BD00009917,000010,SO00011656,C001022,MAT010063,2023-09-29,35,28427.82,2274.23,30702.05,USD,14811.85
BD00009918,000010,SO00011657,C001000,MAT010163,2023-10-02,70,148514.54,11881.16,160395.7,USD,78721.12
BD00009919,000010,SO00011658,C001015,MAT010158,2023-10-04,1,916.66,73.33,989.99,USD,582.29
BD00009920,000010,SO00011660,C001013,MAT010195,2023-10-04,16,7666.94,613.36,8280.3,USD,3778.93
BD00009921,000010,SO00011661,C001017,MAT010125,2023-09-29,42,21805.42,1744.43,23549.85,USD,9551.64
BD00009922,000010,SO00011662,C001006,MAT010167,2023-09-26,13,8825.32,706.03,9531.35,USD,5627.6
BD00009923,000010,SO00011663,C001005,MAT010079,2023-09-26,81,22586.64,1806.93,24393.57,USD,12695.3
BD00009924,000010,SO00011665,C001019,MAT010020,2023-09-25,63,53469.52,4277.56,57747.08,USD,25578.27
BD00009925,000010,SO00011666,C001003,MAT010119,2023-10-02,96,114682.89,9174.63,123857.52,USD,47292.92
BD00009926,000010,SO00011667,C001006,MAT010102,2023-10-03,66,44861.24,3588.9,48450.14,USD,21715.73
BD00009927,000010,SO00011668,C001007,MAT010025,2023-09-26,23,36636.37,2930.91,39567.28,USD,23681.29
BD00009928,000010,SO00011669,C001023,MAT010019,2023-09-25,7,4549.64,363.97,4913.61,USD,2565.64
BD00009929,000010,SO00011670,C001024,MAT010141,2023-10-03,92,60376.66,4830.13,65206.79,USD,32060.56
BD00009930,000010,SO00011671,C001011,MAT010144,2023-09-27,63,89932.22,7194.58,97126.8,USD,42237.97
BD00009931,000010,SO00011672,C001023,MAT010047,2023-09-25,33,9255.29,740.42,9995.71,USD,5087.35
BD00009932,000010,SO00011673,C001015,MAT010137,2023-10-02,19,6816.8,545.34,7362.14,USD,4333.15
BD00009933,000010,SO00011674,C001040,MAT010138,2023-09-26,3,3588.12,287.05,3875.17,USD,1859.24
BD00009934,000010,SO00011675,C001002,MAT010179,2023-09-29,38,11815.03,945.2,12760.23,USD,5939.54
BD00009935,000010,SO00011676,C001040,MAT010051,2023-10-03,6,6274.65,501.97,6776.62,USD,3040.76
BD00009936,000010,SO00011677,C001032,MAT010024,2023-09-27,81,54639.25,4371.14,59010.39,USD,35490.71
BD00009937,000010,SO00011678,C001034,MAT010123,2023-10-04,87,12171.88,973.75,13145.63,USD,6949.09
BD00009938,000010,SO00011679,C001007,MAT010098,2023-09-25,8,8771.01,701.68,9472.69,USD,3867.2
BD00009939,000010,SO00011680,C001037,MAT010023,2023-09-26,74,75878.48,6070.28,81948.76,USD,48418.35
BD00009940,000010,SO00011681,C001023,MAT010000,2023-10-02,64,7317.96,585.44,7903.4,USD,3637.67
BD00009941,000010,SO00011682,C001011,MAT010110,2023-09-28,15,21598.78,1727.9,23326.68,USD,11622.83
BD00009942,000010,SO00011683,C001033,MAT010176,2023-10-05,7,4297.97,343.84,4641.81,USD,2942.22
BD00009943,000010,SO00011684,C001025,MAT010169,2023-09-26,89,26332.35,2106.59,28438.94,USD,13582.36
BD00009944,000010,SO00011685,C001033,MAT010114,2023-09-27,37,38268.81,3061.5,41330.31,USD,26001.62
BD00009945,000010,SO00011686,C001040,MAT010026,2023-09-25,58,22514.73,1801.18,24315.91,USD,14412.57
BD00009946,000010,SO00011687,C001016,MAT010190,2023-10-05,6,11173.09,893.85,12066.94,USD,5298.25
BD00009947,000010,SO00011688,C001015,MAT010043,2023-10-03,2,596.28,47.7,643.98,USD,407.17
BD00009948,000010,SO00011689,C001002,MAT010186,2023-10-03,37,62793.51,5023.48,67816.99,USD,36489.62
BD00009949,000010,SO00011690,C001045,MAT010135,2023-10-04,28,1849.55,147.96,1997.51,USD,978.59
BD00009950,000010,SO00011692,C001032,MAT010117,2023-09-29,82,170128.79,13610.3,183739.09,USD,70165.7
BD00009951,000010,SO00011693,C001041,MAT010129,2023-10-02,33,2324.91,185.99,2510.9,USD,943.79
BD00009952,000010,SO00011694,C001020,MAT010037,2023-10-02,75,79058.69,6324.7,85383.39,USD,52342.23
BD00009953,000010,SO00011695,C001026,MAT010090,2023-10-04,11,17672.98,1413.84,19086.82,USD,7785.02
BD00009954,000010,SO00011696,C001017,MAT010187,2023-10-02,75,41452.13,3316.17,44768.3,USD,25347.14
BD00009955,000010,SO00011698,C001000,MAT010022,2023-10-04,77,58469.17,4677.53,63146.7,USD,35286.93
BD00009956,000010,SO00011699,C001033,MAT010035,2023-10-02,19,26295.43,2103.63,28399.06,USD,12759.74
BD00009957,000010,SO00011700,C001029,MAT010091,2023-09-26,33,14665.59,1173.25,15838.84,USD,10124.07
BD00009958,000010,SO00011701,C001045,MAT010147,2023-09-26,14,18750.21,1500.02,20250.23,USD,12150.14
BD00009959,000010,SO00011704,C001023,MAT010154,2023-09-28,40,49084.05,3926.72,53010.77,USD,31762.53
BD00009960,000010,SO00011705,C001016,MAT010004,2023-09-29,67,41266.31,3301.3,44567.61,USD,28053.61
BD00009961,000010,SO00011707,C001048,MAT010124,2023-09-27,69,55488.57,4439.09,59927.66,USD,37031.89
BD00009962,000010,SO00011708,C001028,MAT010065,2023-10-02,41,16281.9,1302.55,17584.45,USD,7325.35
BD00009963,000010,SO00011709,C001012,MAT010062,2023-10-03,4,681.8,54.54,736.34,USD,457.88
BD00009964,000010,SO00011710,C001023,MAT010022,2023-10-03,38,22840.95,1827.28,24668.23,USD,14567.08
BD00009965,000010,SO00011712,C001014,MAT010054,2023-09-25,64,103005.23,8240.42,111245.65,USD,52334.0
