material_number,plant,valuation_type,valuation_area,standard_price,moving_average_price,total_stock,total_value_stock,last_update_date
MAT0001740,PL02,,PL02,10.0,9.53,662.0,6308.86,2024-03-03
MAT0001741,PL02,,PL02,16.2,16.62,410.0,6814.2,2024-03-09
MAT0001742,PL03,,PL03,15.46,14.72,558.0,8213.76,2024-03-12
MAT0001743,PL02,,PL02,10.0,10.18,464.0,4723.52,2024-03-12
MAT0001744,PL02,,PL02,25.24,25.98,338.0,8781.24,2024-03-03
MAT0001745,PL03,,PL03,10.0,10.47,268.0,2805.96,2024-03-09
MAT0001746,PL02,,PL02,41.42,43.08,397.0,17102.76,2024-03-06
MAT0001747,PL02,,PL02,10.0,9.89,739.0,7308.71,2024-03-12
MAT0001748,PL02,,PL02,12.68,13.15,402.0,5286.3,2024-03-07
MAT0001749,PL01,,PL01,10.0,9.5,610.0,5795.0,2024-03-26
MAT0001750,PL02,,PL02,13.18,12.59,779.0,9807.61,2024-03-27
MAT0001751,PL02,,PL02,10.0,10.15,473.0,4800.95,2024-03-22
MAT0001752,PL03,,PL03,14.03,14.64,311.0,4553.04,2024-03-22
MAT0001753,PL03,,PL03,32.15,31.55,238.0,7508.9,2024-03-23
MAT0001754,PL01,,PL01,10.0,10.34,495.0,5118.3,2024-03-22
MAT0001755,PL01,,PL01,33.48,34.3,711.0,24387.3,2024-03-15
MAT0001756,PL01,,PL01,15.06,14.86,647.0,9614.42,2024-03-04
MAT0001757,PL01,,PL01,10.0,10.38,375.0,3892.5,2024-03-07
MAT0001758,PL01,,PL01,30.46,29.19,366.0,10683.54,2024-03-29
MAT0001759,PL02,,PL02,27.13,27.09,160.0,4334.4,2024-03-31
MAT0001760,PL02,,PL02,13.15,13.06,252.0,3291.12,2024-03-01
MAT0001761,PL02,,PL02,48.66,49.26,249.0,12265.74,2024-03-17
MAT0001762,PL02,,PL02,35.68,36.95,501.0,18511.95,2024-03-03
MAT0001763,PL01,,PL01,23.87,23.41,588.0,13765.08,2024-03-11
MAT0001764,PL01,,PL01,10.0,10.35,467.0,4833.45,2024-03-05
MAT0001765,PL03,,PL03,10.0,10.11,563.0,5691.93,2024-03-16
MAT0001766,PL03,,PL03,12.22,11.63,129.0,1500.27,2024-03-23
MAT0001767,PL01,,PL01,55.5,53.53,631.0,33777.43,2024-03-05
MAT0001768,PL01,,PL01,21.4,21.13,576.0,12170.88,2024-03-23
MAT0001769,PL03,,PL03,10.0,9.84,345.0,3394.8,2024-03-12
MAT0001770,PL01,,PL01,16.55,16.02,325.0,5206.5,2024-03-27
MAT0001771,PL01,,PL01,10.0,9.54,638.0,6086.52,2024-03-02
MAT0001772,PL03,,PL03,14.61,14.69,594.0,8725.86,2024-03-06
MAT0001773,PL02,,PL02,15.5,16.14,444.0,7166.16,2024-03-22
MAT0001774,PL02,,PL02,10.14,10.0,466.0,4660.0,2024-03-15
MAT0001775,PL01,,PL01,10.0,9.5,696.0,6612.0,2024-03-10
MAT0001776,PL01,,PL01,10.0,9.89,391.0,3866.99,2024-03-22
MAT0001777,PL03,,PL03,14.85,15.04,657.0,9881.28,2024-03-05
MAT0001778,PL02,,PL02,10.0,9.61,368.0,3536.48,2024-03-06
MAT0001779,PL01,,PL01,24.58,25.71,836.0,21493.56,2024-03-01
MAT0001780,PL01,,PL01,10.0,10.04,577.0,5793.08,2024-03-19
MAT0001781,PL03,,PL03,10.0,9.89,685.0,6774.65,2024-03-03
MAT0001782,PL01,,PL01,10.0,10.44,294.0,3069.36,2024-03-21
MAT0001783,PL01,,PL01,10.0,9.78,367.0,3589.26,2024-03-26
MAT0001784,PL02,,PL02,10.0,9.77,476.0,4650.52,2024-03-02
MAT0001785,PL02,,PL02,10.0,9.9,441.0,4365.9,2024-03-08
MAT0001786,PL03,,PL03,10.0,10.05,656.0,6592.8,2024-03-02
MAT0001787,PL01,,PL01,10.0,9.86,348.0,3431.28,2024-03-09
MAT0001788,PL01,,PL01,75.54,78.29,418.0,32725.22,2024-03-16
MAT0001789,PL03,,PL03,10.0,10.13,809.0,8195.17,2024-03-22
MAT0001790,PL02,,PL02,20.98,21.23,762.0,16177.26,2024-03-31
MAT0001791,PL01,,PL01,10.0,9.51,572.0,5439.72,2024-03-01
MAT0001792,PL01,,PL01,15.56,15.91,635.0,10102.85,2024-03-11
MAT0001793,PL03,,PL03,23.26,24.03,693.0,16652.79,2024-03-29
MAT0001794,PL02,,PL02,33.0,32.46,377.0,12237.42,2024-03-09
MAT0001795,PL01,,PL01,13.03,13.44,294.0,3951.36,2024-03-04
MAT0001796,PL03,,PL03,18.14,18.88,474.0,8949.12,2024-03-26
MAT0001797,PL02,,PL02,11.96,11.52,535.0,6163.2,2024-03-03
MAT0001798,PL03,,PL03,10.07,10.11,398.0,4023.78,2024-03-28
MAT0001799,PL02,,PL02,109.11,108.96,437.0,47615.52,2024-03-21
MAT0001800,PL01,,PL01,28.92,27.49,796.0,21882.04,2024-03-06
MAT0001801,PL02,,PL02,48.22,48.53,123.0,5969.19,2024-03-08
MAT0001802,PL01,,PL01,14.51,14.52,268.0,3891.36,2024-03-26
MAT0001803,PL01,,PL01,10.0,9.91,457.0,4528.87,2024-03-09
MAT0001804,PL03,,PL03,10.0,9.71,690.0,6699.9,2024-03-11
MAT0001805,PL01,,PL01,10.0,10.48,971.0,10176.08,2024-03-28
MAT0001806,PL02,,PL02,10.0,9.83,618.0,6074.94,2024-03-26
MAT0001807,PL01,,PL01,10.0,9.98,191.0,1906.18,2024-03-17
MAT0001808,PL02,,PL02,14.21,13.75,505.0,6943.75,2024-03-23
MAT0001809,PL01,,PL01,10.0,10.1,489.0,4938.9,2024-03-06
MAT0001810,PL01,,PL01,11.34,10.85,641.0,6954.85,2024-03-01
MAT0001811,PL03,,PL03,10.0,9.7,636.0,6169.2,2024-03-13
MAT0001812,PL01,,PL01,20.92,19.97,382.0,7628.54,2024-03-18
MAT0001813,PL02,,PL02,10.0,10.3,519.0,5345.7,2024-03-16
MAT0001814,PL03,,PL03,10.0,10.0,410.0,4100.0,2024-03-23
MAT0001815,PL03,,PL03,10.0,10.43,555.0,5788.65,2024-03-19
MAT0001816,PL01,,PL01,14.2,14.16,382.0,5409.12,2024-03-09
MAT0001817,PL02,,PL02,18.41,18.87,416.0,7849.92,2024-03-02
MAT0001818,PL02,,PL02,10.0,9.84,630.0,6199.2,2024-03-05
MAT0001819,PL03,,PL03,10.0,9.87,490.0,4836.3,2024-03-06
MAT0001820,PL02,,PL02,12.94,12.33,807.0,9950.31,2024-03-15
MAT0001821,PL02,,PL02,10.0,9.81,749.0,7347.69,2024-03-01
MAT0001822,PL02,,PL02,10.25,9.99,555.0,5544.45,2024-03-07
MAT0001823,PL03,,PL03,28.24,28.68,502.0,14397.36,2024-03-21
MAT0001824,PL02,,PL02,12.95,12.77,479.0,6116.83,2024-03-24
MAT0001825,PL01,,PL01,10.0,10.24,633.0,6481.92,2024-03-20
MAT0001826,PL03,,PL03,10.0,9.72,591.0,5744.52,2024-03-11
MAT0001827,PL02,,PL02,10.0,10.34,585.0,6048.9,2024-03-23
MAT0001828,PL02,,PL02,10.0,9.83,31.0,304.73,2024-03-22
MAT0001829,PL02,,PL02,10.35,10.28,542.0,5571.76,2024-03-01
MAT0001830,PL02,,PL02,10.0,10.38,415.0,4307.7,2024-03-25
MAT0001831,PL03,,PL03,10.0,9.73,421.0,4096.33,2024-03-11
MAT0001832,PL02,,PL02,13.36,13.48,540.0,7279.2,2024-03-05
MAT0001833,PL01,,PL01,10.0,10.27,490.0,5032.3,2024-03-05
MAT0001834,PL01,,PL01,10.0,9.91,314.0,3111.74,2024-03-20
MAT0001835,PL03,,PL03,10.95,11.02,799.0,8804.98,2024-03-03
MAT0001836,PL03,,PL03,17.74,17.93,494.0,8857.42,2024-03-24
MAT0001837,PL01,,PL01,10.0,10.0,372.0,3720.0,2024-03-26
MAT0001838,PL01,,PL01,10.0,10.05,501.0,5035.05,2024-03-03
MAT0001839,PL03,,PL03,46.52,44.3,810.0,35883.0,2024-03-18
MAT0001840,PL03,,PL03,12.44,12.84,435.0,5585.4,2024-03-12
MAT0001841,PL02,,PL02,10.0,9.97,529.0,5274.13,2024-03-05
MAT0001842,PL02,,PL02,22.23,22.95,399.0,9157.05,2024-03-14
MAT0001843,PL01,,PL01,10.0,10.19,907.0,9242.33,2024-03-25
MAT0001844,PL03,,PL03,14.15,14.59,796.0,11613.64,2024-03-25
MAT0001845,PL03,,PL03,10.0,9.72,466.0,4529.52,2024-03-01
MAT0001846,PL02,,PL02,91.21,93.52,387.0,36192.24,2024-03-11
MAT0001847,PL02,,PL02,10.0,10.44,511.0,5334.84,2024-03-04
MAT0001848,PL01,,PL01,25.46,24.33,550.0,13381.5,2024-03-13
MAT0001849,PL02,,PL02,10.0,10.33,603.0,6228.99,2024-03-06
MAT0001850,PL01,,PL01,10.0,10.01,335.0,3353.35,2024-03-10
MAT0001851,PL03,,PL03,10.0,9.78,158.0,1545.24,2024-03-30
MAT0001852,PL01,,PL01,12.49,11.88,558.0,6629.04,2024-03-19
MAT0001853,PL03,,PL03,18.08,18.6,501.0,9318.6,2024-03-20
MAT0001854,PL02,,PL02,53.4,51.13,830.0,42437.9,2024-03-24
MAT0001855,PL03,,PL03,10.0,10.46,173.0,1809.58,2024-03-06
MAT0001856,PL01,,PL01,40.82,42.74,690.0,29490.6,2024-03-04
MAT0001857,PL01,,PL01,10.0,10.47,398.0,4167.06,2024-03-21
MAT0001858,PL03,,PL03,88.94,87.6,555.0,48618.0,2024-03-01
MAT0001859,PL01,,PL01,26.49,26.03,225.0,5856.75,2024-03-26
MAT0001860,PL03,,PL03,10.0,9.89,870.0,8604.3,2024-03-31
MAT0001861,PL01,,PL01,10.0,10.2,504.0,5140.8,2024-03-12
MAT0001862,PL02,,PL02,10.0,9.97,720.0,7178.4,2024-03-14
MAT0001863,PL03,,PL03,13.55,13.61,597.0,8125.17,2024-03-28
MAT0001864,PL03,,PL03,10.0,9.62,450.0,4329.0,2024-03-30
MAT0001865,PL03,,PL03,10.0,10.49,473.0,4961.77,2024-03-26
MAT0001866,PL02,,PL02,22.43,21.39,127.0,2716.53,2024-03-05
MAT0001867,PL03,,PL03,23.51,23.84,440.0,10489.6,2024-03-15
MAT0001868,PL03,,PL03,10.0,10.05,548.0,5507.4,2024-03-14
MAT0001869,PL03,,PL03,10.0,10.05,306.0,3075.3,2024-03-20
MAT0001870,PL03,,PL03,10.0,10.22,569.0,5815.18,2024-03-01
MAT0001871,PL01,,PL01,51.37,49.09,596.0,29257.64,2024-03-21
MAT0001872,PL03,,PL03,10.0,9.97,786.0,7836.42,2024-03-04
MAT0001873,PL01,,PL01,20.24,19.3,392.0,7565.6,2024-03-06
MAT0001874,PL02,,PL02,23.42,22.37,840.0,18790.8,2024-03-02
MAT0001875,PL01,,PL01,22.94,23.38,621.0,14518.98,2024-03-27
MAT0001876,PL03,,PL03,19.49,20.41,538.0,10980.58,2024-03-13
MAT0001877,PL03,,PL03,30.99,30.37,462.0,14030.94,2024-03-10
MAT0001878,PL03,,PL03,26.18,27.15,614.0,16670.1,2024-03-21
MAT0001879,PL01,,PL01,10.0,10.48,487.0,5103.76,2024-03-11
MAT0001880,PL02,,PL02,12.3,11.85,330.0,3910.5,2024-03-12
MAT0001881,PL03,,PL03,20.79,21.25,452.0,9605.0,2024-03-21
MAT0001882,PL02,,PL02,12.63,12.19,570.0,6948.3,2024-03-18
MAT0001883,PL01,,PL01,29.73,28.8,1023.0,29462.4,2024-03-13
MAT0001884,PL03,,PL03,10.0,10.13,462.0,4680.06,2024-03-10
MAT0001885,PL02,,PL02,10.0,9.85,459.0,4521.15,2024-03-01
MAT0001886,PL03,,PL03,13.04,13.06,526.0,6869.56,2024-03-15
MAT0001887,PL01,,PL01,10.0,10.35,425.0,4398.75,2024-03-29
MAT0001888,PL01,,PL01,10.0,10.36,306.0,3170.16,2024-03-27
MAT0001889,PL01,,PL01,10.0,9.98,533.0,5319.34,2024-03-10
MAT0001890,PL03,,PL03,39.54,39.02,656.0,25597.12,2024-03-20
MAT0001891,PL01,,PL01,27.79,28.18,317.0,8933.06,2024-03-01
MAT0001892,PL03,,PL03,11.0,10.46,118.0,1234.28,2024-03-12
MAT0001893,PL01,,PL01,21.14,22.1,569.0,12574.9,2024-03-09
MAT0001894,PL03,,PL03,37.16,36.4,170.0,6188.0,2024-03-07
MAT0001895,PL02,,PL02,47.32,49.37,458.0,22611.46,2024-03-15
MAT0001896,PL03,,PL03,53.96,53.56,724.0,38777.44,2024-03-07
MAT0001897,PL03,,PL03,10.0,10.48,488.0,5114.24,2024-03-03
MAT0001898,PL02,,PL02,10.0,9.82,678.0,6657.96,2024-03-03
MAT0001899,PL03,,PL03,23.46,23.55,525.0,12363.75,2024-03-16
MAT0001900,PL03,,PL03,10.0,9.94,471.0,4681.74,2024-03-10
MAT0001901,PL01,,PL01,24.79,24.11,590.0,14224.9,2024-03-12
MAT0001902,PL01,,PL01,10.0,10.2,515.0,5253.0,2024-03-27
MAT0001903,PL01,,PL01,10.0,9.56,414.0,3957.84,2024-03-10
MAT0001904,PL02,,PL02,19.84,19.22,301.0,5785.22,2024-03-03
MAT0001905,PL01,,PL01,29.98,31.04,1165.0,36161.6,2024-03-09
MAT0001906,PL01,,PL01,39.53,40.78,463.0,18881.14,2024-03-15
MAT0001907,PL01,,PL01,25.26,26.43,160.0,4228.8,2024-03-26
MAT0001908,PL02,,PL02,56.16,53.68,625.0,33550.0,2024-03-20
MAT0001909,PL02,,PL02,10.0,9.61,271.0,2604.31,2024-03-05
MAT0001910,PL03,,PL03,41.21,40.77,360.0,14677.2,2024-03-15
MAT0001911,PL02,,PL02,13.84,13.21,444.0,5865.24,2024-03-09
MAT0001912,PL03,,PL03,64.27,65.92,339.0,22346.88,2024-03-10
MAT0001913,PL02,,PL02,11.2,11.41,503.0,5739.23,2024-03-01
MAT0001914,PL03,,PL03,10.0,10.33,124.0,1280.92,2024-03-04
MAT0001915,PL02,,PL02,10.0,10.18,282.0,2870.76,2024-03-24
MAT0001916,PL03,,PL03,10.0,10.43,564.0,5882.52,2024-03-02
MAT0001917,PL02,,PL02,12.13,11.97,579.0,6930.63,2024-03-15
MAT0001918,PL03,,PL03,10.56,10.35,452.0,4678.2,2024-03-20
MAT0001919,PL01,,PL01,13.29,13.81,655.0,9045.55,2024-03-12
MAT0001920,PL01,,PL01,10.0,9.8,600.0,5880.0,2024-03-05
MAT0001921,PL02,,PL02,23.53,23.3,108.0,2516.4,2024-03-12
MAT0001922,PL03,,PL03,54.72,55.63,930.0,51735.9,2024-03-05
MAT0001923,PL02,,PL02,39.69,39.45,395.0,15582.75,2024-03-02
MAT0001924,PL02,,PL02,14.46,14.14,207.0,2926.98,2024-03-21
MAT0001925,PL01,,PL01,15.92,16.07,534.0,8581.38,2024-03-26
MAT0001926,PL02,,PL02,10.0,9.62,450.0,4329.0,2024-03-21
MAT0001927,PL03,,PL03,10.0,10.39,285.0,2961.15,2024-03-06
MAT0001928,PL01,,PL01,10.0,9.82,905.0,8887.1,2024-03-28
MAT0001929,PL01,,PL01,10.0,9.62,347.0,3338.14,2024-03-13
MAT0001930,PL01,,PL01,10.0,10.46,368.0,3849.28,2024-03-02
MAT0001931,PL03,,PL03,10.0,9.68,369.0,3571.92,2024-03-08
MAT0001932,PL03,,PL03,11.32,11.49,663.0,7617.87,2024-03-15
MAT0001933,PL01,,PL01,10.0,10.29,527.0,5422.83,2024-03-08
MAT0001934,PL01,,PL01,10.0,9.92,779.0,7727.68,2024-03-18
MAT0001935,PL01,,PL01,10.0,10.33,440.0,4545.2,2024-03-03
MAT0001936,PL03,,PL03,24.04,23.99,95.0,2279.05,2024-03-30
MAT0001937,PL03,,PL03,10.0,9.52,676.0,6435.52,2024-03-04
MAT0001938,PL02,,PL02,10.0,10.3,402.0,4140.6,2024-03-06
MAT0001939,PL02,,PL02,10.0,9.73,504.0,4903.92,2024-03-22
MAT0001940,PL02,,PL02,14.62,14.46,160.0,2313.6,2024-03-28
MAT0001941,PL01,,PL01,70.57,67.38,376.0,25334.88,2024-03-17
MAT0001942,PL01,,PL01,41.3,42.59,250.0,10647.5,2024-03-16
MAT0001943,PL01,,PL01,28.91,29.79,564.0,16801.56,2024-03-30
MAT0001944,PL03,,PL03,10.0,10.34,350.0,3619.0,2024-03-28
MAT0001945,PL03,,PL03,25.96,24.67,290.0,7154.3,2024-03-03
MAT0001946,PL01,,PL01,10.0,10.34,600.0,6204.0,2024-03-10
MAT0001947,PL03,,PL03,10.0,10.42,877.0,9138.34,2024-03-21
MAT0001948,PL02,,PL02,20.32,19.72,494.0,9741.68,2024-03-10
MAT0001949,PL03,,PL03,20.54,20.36,326.0,6637.36,2024-03-20
MAT0001950,PL03,,PL03,16.94,16.81,490.0,8236.9,2024-03-29
MAT0001951,PL02,,PL02,10.0,10.38,416.0,4318.08,2024-03-26
MAT0001952,PL02,,PL02,20.08,19.32,686.0,13253.52,2024-03-07
MAT0001953,PL02,,PL02,10.0,9.54,469.0,4474.26,2024-03-03
MAT0001954,PL02,,PL02,10.0,9.62,352.0,3386.24,2024-03-23
MAT0001955,PL01,,PL01,10.0,9.92,195.0,1934.4,2024-03-25
MAT0001956,PL01,,PL01,10.0,10.36,534.0,5532.24,2024-03-07
MAT0001957,PL01,,PL01,10.0,9.63,458.0,4410.54,2024-03-27
MAT0001958,PL03,,PL03,10.0,9.78,766.0,7491.48,2024-03-15
MAT0001959,PL03,,PL03,10.31,10.5,571.0,5995.5,2024-03-20
MAT0001960,PL03,,PL03,88.9,88.06,276.0,24304.56,2024-03-03
MAT0001961,PL02,,PL02,16.67,16.98,209.0,3548.82,2024-03-20
MAT0001962,PL03,,PL03,13.18,12.8,316.0,4044.8,2024-03-30
MAT0001963,PL01,,PL01,14.98,14.4,546.0,7862.4,2024-03-07
MAT0001964,PL02,,PL02,51.72,53.62,540.0,28954.8,2024-03-30
MAT0001965,PL01,,PL01,10.0,9.86,47.0,463.42,2024-03-18
MAT0001966,PL03,,PL03,12.56,12.3,366.0,4501.8,2024-03-10
MAT0001967,PL03,,PL03,10.0,10.0,616.0,6160.0,2024-03-21
MAT0001968,PL02,,PL02,10.0,9.69,486.0,4709.34,2024-03-02
MAT0001969,PL02,,PL02,33.43,32.85,572.0,18790.2,2024-03-30
MAT0001970,PL01,,PL01,65.54,67.75,436.0,29539.0,2024-03-26
MAT0001971,PL02,,PL02,10.0,10.14,516.0,5232.24,2024-03-12
MAT0001972,PL02,,PL02,10.0,10.28,525.0,5397.0,2024-03-31
MAT0001973,PL03,,PL03,29.23,29.32,811.0,23778.52,2024-03-01
MAT0001974,PL02,,PL02,10.0,10.16,527.0,5354.32,2024-03-01
MAT0001975,PL02,,PL02,21.18,20.36,642.0,13071.12,2024-03-17
MAT0001976,PL02,,PL02,10.0,9.95,489.0,4865.55,2024-03-24
MAT0001977,PL01,,PL01,10.0,10.39,353.0,3667.67,2024-03-01
MAT0001978,PL02,,PL02,10.0,9.77,206.0,2012.62,2024-03-13
MAT0001979,PL01,,PL01,11.63,11.24,49.0,550.76,2024-03-11
MAT0001980,PL03,,PL03,10.0,9.88,782.0,7726.16,2024-03-28
MAT0001981,PL01,,PL01,80.65,84.26,716.0,60330.16,2024-03-18
MAT0001982,PL02,,PL02,10.0,10.44,550.0,5742.0,2024-03-31
MAT0001983,PL02,,PL02,17.11,17.09,534.0,9126.06,2024-03-02
MAT0001984,PL02,,PL02,10.98,11.31,442.0,4999.02,2024-03-22
MAT0001985,PL02,,PL02,10.87,10.33,463.0,4782.79,2024-03-28
MAT0001986,PL02,,PL02,10.0,10.2,312.0,3182.4,2024-03-03
MAT0001987,PL02,,PL02,10.0,10.16,442.0,4490.72,2024-03-22
MAT0001988,PL02,,PL02,10.0,10.01,976.0,9769.76,2024-03-23
MAT0001989,PL01,,PL01,10.0,9.83,732.0,7195.56,2024-03-29
MAT0001990,PL01,,PL01,10.59,10.9,658.0,7172.2,2024-03-25
MAT0001991,PL01,,PL01,10.62,10.31,56.0,577.36,2024-03-27
MAT0001992,PL01,,PL01,16.3,16.54,568.0,9394.72,2024-03-04
MAT0001993,PL02,,PL02,19.97,19.55,474.0,9266.7,2024-03-02
MAT0001994,PL01,,PL01,10.0,10.22,203.0,2074.66,2024-03-26
MAT0001995,PL03,,PL03,10.0,9.68,528.0,5111.04,2024-03-20
MAT0001996,PL01,,PL01,22.77,21.93,927.0,20329.11,2024-03-16
MAT0001997,PL01,,PL01,21.2,21.42,929.0,19899.18,2024-03-10
MAT0001998,PL02,,PL02,10.0,9.92,499.0,4950.08,2024-03-01
MAT0001999,PL01,,PL01,10.0,10.1,321.0,3242.1,2024-03-17
MAT0002000,PL03,,PL03,15.22,15.09,77.0,1161.93,2024-03-29
MAT0002001,PL03,,PL03,10.0,10.12,589.0,5960.68,2024-03-13
MAT0002002,PL01,,PL01,27.99,29.31,620.0,18172.2,2024-03-11
MAT0002003,PL02,,PL02,26.44,26.17,576.0,15073.92,2024-03-12
MAT0002004,PL02,,PL02,10.0,10.44,437.0,4562.28,2024-03-09
MAT0002005,PL01,,PL01,13.86,14.54,351.0,5103.54,2024-03-17
MAT0002006,PL01,,PL01,20.74,20.74,507.0,10515.18,2024-03-21
MAT0002007,PL01,,PL01,13.26,13.11,316.0,4142.76,2024-03-31
MAT0002008,PL01,,PL01,10.0,9.67,537.0,5192.79,2024-03-09
MAT0002009,PL01,,PL01,11.01,10.8,619.0,6685.2,2024-03-02
MAT0002010,PL01,,PL01,77.17,78.1,244.0,19056.4,2024-03-24
MAT0002011,PL02,,PL02,13.73,13.75,682.0,9377.5,2024-03-16
MAT0002012,PL03,,PL03,10.0,10.22,122.0,1246.84,2024-03-12
MAT0002013,PL02,,PL02,12.34,12.0,233.0,2796.0,2024-03-03
MAT0002014,PL02,,PL02,29.91,30.59,790.0,24166.1,2024-03-05
MAT0002015,PL02,,PL02,15.37,14.72,463.0,6815.36,2024-03-14
MAT0002016,PL02,,PL02,18.76,19.42,341.0,6622.22,2024-03-06
MAT0002017,PL03,,PL03,10.0,10.35,681.0,7048.35,2024-03-29
MAT0002018,PL01,,PL01,12.04,11.52,440.0,5068.8,2024-03-28
MAT0002019,PL03,,PL03,30.9,30.67,794.0,24351.98,2024-03-23
MAT0002020,PL03,,PL03,14.28,13.65,361.0,4927.65,2024-03-03
MAT0002021,PL03,,PL03,12.49,12.69,425.0,5393.25,2024-03-31
MAT0002022,PL03,,PL03,19.62,19.49,581.0,11323.69,2024-03-08
MAT0002023,PL02,,PL02,10.0,9.68,63.0,609.84,2024-03-31
MAT0002024,PL01,,PL01,10.0,9.77,482.0,4709.14,2024-03-09
MAT0002025,PL02,,PL02,10.0,9.63,604.0,5816.52,2024-03-27
MAT0002026,PL01,,PL01,12.77,13.31,625.0,8318.75,2024-03-16
MAT0002027,PL02,,PL02,24.78,25.27,631.0,15945.37,2024-03-11
MAT0002028,PL01,,PL01,15.32,15.85,778.0,12331.3,2024-03-15
MAT0002029,PL03,,PL03,10.0,10.47,538.0,5632.86,2024-03-03
MAT0002030,PL01,,PL01,10.0,9.85,421.0,4146.85,2024-03-22
MAT0002031,PL03,,PL03,23.48,22.47,956.0,21481.32,2024-03-08
MAT0002032,PL01,,PL01,10.0,9.9,642.0,6355.8,2024-03-16
MAT0002033,PL02,,PL02,11.96,11.78,338.0,3981.64,2024-03-29
MAT0002034,PL01,,PL01,12.81,13.42,622.0,8347.24,2024-03-27
MAT0002035,PL02,,PL02,10.0,10.05,263.0,2643.15,2024-03-19
MAT0002036,PL01,,PL01,20.45,19.65,596.0,11711.4,2024-03-13
MAT0002037,PL01,,PL01,10.0,9.74,854.0,8317.96,2024-03-18
MAT0002038,PL03,,PL03,10.75,10.28,751.0,7720.28,2024-03-11
MAT0002039,PL02,,PL02,16.23,15.89,525.0,8342.25,2024-03-06
MAT0002040,PL02,,PL02,10.0,9.83,711.0,6989.13,2024-03-06
MAT0002041,PL01,,PL01,10.0,9.7,500.0,4850.0,2024-03-21
MAT0002042,PL03,,PL03,12.88,13.24,242.0,3204.08,2024-03-29
MAT0002043,PL03,,PL03,28.17,27.74,491.0,13620.34,2024-03-09
MAT0002044,PL02,,PL02,21.28,21.27,398.0,8465.46,2024-03-02
MAT0002045,PL01,,PL01,34.43,32.97,597.0,19683.09,2024-03-04
MAT0002046,PL02,,PL02,10.0,10.11,609.0,6156.99,2024-03-15
MAT0002047,PL01,,PL01,10.0,10.31,597.0,6155.07,2024-03-14
MAT0002048,PL03,,PL03,19.72,20.2,278.0,5615.6,2024-03-14
MAT0002049,PL03,,PL03,10.0,9.74,884.0,8610.16,2024-03-21
MAT0002050,PL01,,PL01,14.54,13.82,680.0,9397.6,2024-03-25
MAT0002051,PL02,,PL02,10.0,10.19,141.0,1436.79,2024-03-31
MAT0002052,PL02,,PL02,11.18,11.34,112.0,1270.08,2024-03-27
MAT0002053,PL02,,PL02,15.79,16.09,420.0,6757.8,2024-03-27
MAT0002054,PL03,,PL03,24.54,23.96,356.0,8529.76,2024-03-23
MAT0002055,PL03,,PL03,15.83,15.77,198.0,3122.46,2024-03-08
MAT0002056,PL03,,PL03,10.0,9.91,729.0,7224.39,2024-03-29
MAT0002057,PL01,,PL01,10.0,10.3,507.0,5222.1,2024-03-13
MAT0002058,PL03,,PL03,30.82,31.33,220.0,6892.6,2024-03-04
MAT0002059,PL03,,PL03,10.03,9.56,432.0,4129.92,2024-03-07
MAT0002060,PL01,,PL01,15.57,15.71,631.0,9913.01,2024-03-24
MAT0002061,PL03,,PL03,14.23,14.8,799.0,11825.2,2024-03-27
MAT0002062,PL01,,PL01,10.0,9.73,419.0,4076.87,2024-03-02
MAT0002063,PL03,,PL03,58.33,60.02,344.0,20646.88,2024-03-16
MAT0002064,PL01,,PL01,11.5,11.44,146.0,1670.24,2024-03-01
MAT0002065,PL03,,PL03,59.62,62.29,336.0,20929.44,2024-03-19
MAT0002066,PL01,,PL01,24.24,23.72,725.0,17197.0,2024-03-21
MAT0002067,PL01,,PL01,21.33,22.17,323.0,7160.91,2024-03-29
MAT0002068,PL03,,PL03,10.0,9.74,503.0,4899.22,2024-03-06
MAT0002069,PL02,,PL02,11.05,11.27,264.0,2975.28,2024-03-08
MAT0002070,PL02,,PL02,96.35,99.8,124.0,12375.2,2024-03-21
MAT0002071,PL01,,PL01,44.78,45.86,147.0,6741.42,2024-03-28
MAT0002072,PL01,,PL01,10.0,9.58,61.0,584.38,2024-03-09
MAT0002073,PL03,,PL03,25.52,25.44,633.0,16103.52,2024-03-10
MAT0002074,PL01,,PL01,29.88,29.12,814.0,23703.68,2024-03-10
MAT0002075,PL02,,PL02,10.0,10.15,442.0,4486.3,2024-03-05
MAT0002076,PL01,,PL01,23.21,24.09,272.0,6552.48,2024-03-06
MAT0002077,PL03,,PL03,10.0,9.85,715.0,7042.75,2024-03-18
MAT0002078,PL02,,PL02,11.37,11.76,733.0,8620.08,2024-03-23
MAT0002079,PL03,,PL03,36.27,35.75,307.0,10975.25,2024-03-10
MAT0002080,PL01,,PL01,10.0,10.37,308.0,3193.96,2024-03-04
MAT0002081,PL02,,PL02,25.7,25.03,318.0,7959.54,2024-03-11
MAT0002082,PL02,,PL02,45.56,46.68,508.0,23713.44,2024-03-12
MAT0002083,PL01,,PL01,10.0,10.23,334.0,3416.82,2024-03-02
MAT0002084,PL03,,PL03,21.22,20.87,140.0,2921.8,2024-03-13
MAT0002085,PL02,,PL02,13.57,13.06,495.0,6464.7,2024-03-22
MAT0002086,PL03,,PL03,10.0,10.48,315.0,3301.2,2024-03-04
MAT0002087,PL01,,PL01,10.0,9.51,74.0,703.74,2024-03-14
