asset_number,sub_number,company_code,asset_class,asset_description,capitalization_date,deactivation_date
A01165,0,CO03,FURNITURE,Something after base.,05-12-2022,
A01166,0,CO02,FURNITURE,Help morning much.,19-08-2022,
A01167,0,CO03,COMPUTER,Too prevent responsibility thank.,24-06-2022,
A01168,0,CO02,FURNITURE,Including including see let.,11-11-2023,
A01169,0,CO02,VEHICLE,Yet kind accept plan.,20-02-2025,
A01170,0,CO01,MACHINERY,Still skin argue mind.,21-06-2023,
A01171,0,CO02,FURNITURE,Piece reduce.,09-07-2024,
A01172,0,CO03,FURNITURE,Western save lead agreement.,20-06-2022,
A01173,0,CO02,COMPUTER,Opportunity drop.,20-02-2022,
A01174,0,CO01,MACHINERY,Between whether go similar.,28-11-2024,
A01175,0,CO03,BUILDING,Congress road.,28-06-2022,
A01176,0,CO02,BUILDING,Under offer kitchen rise.,23-09-2021,
A01177,0,CO02,BUILDING,Space daughter partner.,04-10-2024,
A01178,0,CO03,COMPUTER,Modern entire.,10-01-2023,
A01179,0,CO03,MACHINERY,Everyone American tend arm.,11-06-2023,
A01180,0,CO03,FURNITURE,Me how senior behind.,21-04-2024,
A01181,0,CO03,VEHICLE,Interview everybody believe.,11-11-2022,
A01182,0,CO03,MACHINERY,Full need.,12-06-2022,
A01183,0,CO02,MACHINERY,Page player particularly.,11-01-2025,
A01184,0,CO02,BUILDING,Top figure could single.,02-06-2024,
A01185,0,CO01,VEHICLE,Moment until what weight challenge.,20-11-2024,
A01186,0,CO01,VEHICLE,Subject accept learn.,03-09-2021,
A01187,0,CO02,VEHICLE,Reach direction area everything.,22-08-2021,
A01188,0,CO01,BUILDING,Spring deep join.,15-02-2025,
A01189,0,CO01,FURNITURE,Sit bag environment close.,05-07-2021,
A01190,0,CO01,VEHICLE,Old maybe cold.,01-11-2023,
A01191,0,CO02,FURNITURE,Thousand increase director.,21-03-2024,
A01192,0,CO03,FURNITURE,Certain candidate chair prepare.,09-10-2021,
A01193,0,CO03,COMPUTER,Name western few recently thus.,04-02-2022,
A01194,0,CO02,COMPUTER,South contain speak different.,01-12-2024,
A01195,0,CO01,VEHICLE,Media truth carry create.,07-12-2023,
A01196,0,CO01,COMPUTER,No quite time.,12-12-2021,
A01197,0,CO03,MACHINERY,High own force way operation.,24-10-2023,
A01198,0,CO03,COMPUTER,Eat former drug.,18-02-2022,
A01199,0,CO02,FURNITURE,Second moment energy.,14-03-2023,
A01200,0,CO02,BUILDING,Learn huge figure treatment improve.,09-03-2022,
A01201,0,CO01,FURNITURE,Black radio actually.,31-08-2023,
A01202,0,CO02,BUILDING,Knowledge deep these teacher.,01-12-2024,
A01203,0,CO01,VEHICLE,Almost window mouth experience model.,30-07-2024,
A01204,0,CO02,FURNITURE,Room late.,05-06-2021,
A01205,0,CO02,MACHINERY,Fire imagine modern.,29-06-2021,
A01206,0,CO02,VEHICLE,Expect policy car staff.,27-02-2023,
A01207,0,CO01,COMPUTER,Blood sister number both contain.,09-08-2023,
A01208,0,CO01,BUILDING,Purpose behind energy shoulder certain.,01-08-2021,
A01209,0,CO03,FURNITURE,Job official never.,19-12-2023,
A01210,0,CO01,COMPUTER,Hotel cultural.,25-01-2025,
A01211,0,CO03,BUILDING,As medical place.,25-02-2025,
A01212,0,CO01,MACHINERY,Exactly simply travel.,18-12-2023,
A01213,0,CO02,VEHICLE,Home huge Mr.,14-08-2023,
A01214,0,CO01,MACHINERY,Several true Congress.,17-08-2022,
A01215,0,CO01,COMPUTER,Hotel hold sell.,27-06-2023,
A01216,0,CO03,MACHINERY,Voice natural.,29-03-2024,
A01217,0,CO02,FURNITURE,Wide investment go forward.,25-04-2024,
A01218,0,CO02,FURNITURE,Seek many network.,15-10-2023,
A01219,0,CO02,COMPUTER,Stage grow candidate bill technology.,02-01-2023,
A01220,0,CO03,COMPUTER,Base morning usually wide challenge.,02-04-2021,
A01221,0,CO01,VEHICLE,Goal figure create.,01-04-2023,
A01222,0,CO03,COMPUTER,Expect part occur.,17-04-2023,
A01223,0,CO02,MACHINERY,Responsibility employee very.,21-12-2022,
A01224,0,CO03,VEHICLE,Hear son clear.,28-12-2022,
A01225,0,CO03,VEHICLE,Article sense affect institution care.,15-08-2024,
A01226,0,CO03,MACHINERY,Them return minute pressure sort.,17-06-2022,
A01227,0,CO02,MACHINERY,Second away would clearly care.,16-08-2022,
A01228,0,CO03,VEHICLE,Condition probably course loss.,16-10-2022,
A01229,0,CO03,VEHICLE,Provide senior space.,28-10-2021,
A01230,0,CO02,FURNITURE,Move sense six.,31-12-2023,
A01231,0,CO01,VEHICLE,Final military perhaps.,09-09-2024,
A01232,0,CO03,COMPUTER,Miss year.,06-12-2022,
A01233,0,CO03,MACHINERY,Different state.,19-03-2023,
A01234,0,CO02,VEHICLE,The industry town high worry.,11-11-2023,
A01235,0,CO01,VEHICLE,Speech decide.,20-11-2021,
A01236,0,CO01,MACHINERY,Door three open pretty.,24-03-2024,
A01237,0,CO01,VEHICLE,Allow body.,08-06-2024,
A01238,0,CO03,BUILDING,Continue natural exactly remember others.,31-05-2022,
A01239,0,CO03,COMPUTER,Term term.,05-02-2023,
A01240,0,CO03,MACHINERY,Finish feel.,06-02-2023,
A01241,0,CO01,COMPUTER,Pm need professional.,15-08-2023,
A01242,0,CO01,MACHINERY,Through similar professor friend.,18-05-2021,
A01243,0,CO01,BUILDING,Certain finally spend.,01-03-2023,
A01244,0,CO01,BUILDING,Team seek though.,12-12-2024,
A01245,0,CO01,VEHICLE,Visit fish rather stage expert.,09-01-2022,
A01246,0,CO01,FURNITURE,Positive pretty.,26-10-2022,
A01247,0,CO02,FURNITURE,Why close itself final.,21-04-2023,
A01248,0,CO03,COMPUTER,Make character guess.,27-10-2024,
A01249,0,CO03,MACHINERY,Hour western light.,16-09-2021,
A01250,0,CO01,VEHICLE,They sometimes at report worry.,20-02-2023,
A01251,0,CO01,COMPUTER,None surface in line stuff.,04-04-2022,
A01252,0,CO02,BUILDING,Game race across necessary.,27-07-2021,
A01253,0,CO01,MACHINERY,Between Republican most interest.,27-03-2022,
A01254,0,CO03,BUILDING,Cold news mother animal.,13-07-2021,
A01255,0,CO01,FURNITURE,There poor onto.,03-06-2023,
A01256,0,CO02,COMPUTER,Who sign five.,17-04-2021,
A01257,0,CO03,VEHICLE,Knowledge eight husband support.,02-01-2025,
A01258,0,CO02,FURNITURE,Hold idea call this.,23-10-2023,
A01259,0,CO02,VEHICLE,Mr ok system various.,02-07-2022,
A01260,0,CO03,COMPUTER,Game happen guess find.,27-09-2022,
A01261,0,CO03,BUILDING,Road western brother.,04-09-2024,
A01262,0,CO02,COMPUTER,Well model give.,06-09-2021,
A01263,0,CO01,FURNITURE,Machine son.,02-02-2025,
A01264,0,CO03,VEHICLE,If he the.,21-02-2022,
A01265,0,CO02,FURNITURE,Old pass animal improve try.,30-05-2021,
A01266,0,CO01,BUILDING,Reduce young nor.,28-09-2022,
A01267,0,CO01,FURNITURE,Visit base product suffer.,05-12-2023,
A01268,0,CO02,FURNITURE,Share perform suddenly.,16-06-2022,
A01269,0,CO03,MACHINERY,Wife long significant nearly.,01-09-2024,
A01270,0,CO02,VEHICLE,Under back support.,31-03-2024,
A01271,0,CO03,BUILDING,Major too road produce up.,05-01-2024,
A01272,0,CO03,BUILDING,Popular yourself wind wonder.,29-05-2023,
A01273,0,CO03,FURNITURE,Rise international long.,28-06-2023,
A01274,0,CO02,BUILDING,World speak.,04-06-2021,
A01275,0,CO01,VEHICLE,Him building seven large treatment.,07-03-2023,
A01276,0,CO03,VEHICLE,Fast court.,14-03-2024,
A01277,0,CO01,BUILDING,Information get.,25-02-2022,
A01278,0,CO03,BUILDING,Free big current.,27-06-2021,
A01279,0,CO01,MACHINERY,Its method foreign kind.,21-12-2024,
A01280,0,CO01,VEHICLE,His present time allow finish.,23-12-2021,
A01281,0,CO01,BUILDING,Agreement series.,06-03-2024,
A01282,0,CO02,BUILDING,Example itself idea.,07-07-2022,
A01283,0,CO02,COMPUTER,Read quality run.,16-09-2021,
A01284,0,CO03,MACHINERY,Game former upon very.,24-11-2024,
A01285,0,CO02,COMPUTER,Act majority turn.,13-01-2024,
A01286,0,CO01,FURNITURE,Strategy strong hear eat.,27-06-2024,
A01287,0,CO02,MACHINERY,Free others tree.,07-01-2023,
A01288,0,CO02,BUILDING,Capital social others respond woman.,20-10-2022,
A01289,0,CO02,VEHICLE,Whom southern foot.,02-02-2022,
A01290,0,CO02,FURNITURE,Product relate sing.,17-08-2023,
A01291,0,CO01,MACHINERY,Especially appear always.,07-12-2021,
A01292,0,CO03,FURNITURE,Until each method pass.,19-03-2023,
A01293,0,CO01,MACHINERY,Process able best.,25-02-2025,
A01294,0,CO03,FURNITURE,Power nor along forget also.,20-01-2025,
A01295,0,CO03,VEHICLE,Address its ready include.,13-06-2021,
A01296,0,CO01,VEHICLE,Good prevent quite second star.,20-08-2023,
A01297,0,CO02,BUILDING,Morning compare then.,23-06-2022,
A01298,0,CO02,VEHICLE,Above baby benefit rich among.,09-12-2022,
A01299,0,CO01,BUILDING,Cover stuff.,24-10-2021,
A01300,0,CO02,BUILDING,Then sign any.,01-03-2023,
A01301,0,CO03,MACHINERY,Father ok tax.,24-08-2024,
A01302,0,CO01,VEHICLE,Nor control year.,17-08-2021,
A01303,0,CO01,MACHINERY,Both money however every.,20-07-2021,
A01304,0,CO02,COMPUTER,Score hand production perform.,11-07-2021,
A01305,0,CO02,FURNITURE,Arrive yeah way mission.,27-12-2021,
A01306,0,CO01,BUILDING,Sister those feel sense mother.,13-07-2023,
A01307,0,CO02,BUILDING,Candidate sort agreement necessary.,04-02-2025,
A01308,0,CO03,COMPUTER,Today poor subject score lay.,26-05-2021,
A01309,0,CO01,COMPUTER,Staff owner.,17-11-2022,
A01310,0,CO02,BUILDING,Have party.,23-11-2024,
A01311,0,CO02,BUILDING,Myself girl put.,25-03-2024,
A01312,0,CO02,FURNITURE,Woman himself drug.,05-08-2023,
A01313,0,CO02,FURNITURE,Much middle employee character industry.,10-06-2023,
A01314,0,CO01,COMPUTER,Surface forward president yeah.,12-01-2024,
A01315,0,CO03,BUILDING,Describe event.,12-10-2024,
A01316,0,CO01,COMPUTER,Detail technology.,09-06-2022,
A01317,0,CO02,BUILDING,Test win.,12-03-2023,
A01318,0,CO01,BUILDING,Imagine central turn.,11-12-2021,
A01319,0,CO03,BUILDING,Current wife husband stuff happy.,22-12-2022,
A01320,0,CO02,VEHICLE,Store big analysis.,08-02-2022,
A01321,0,CO03,VEHICLE,Despite culture cut.,30-07-2024,
A01322,0,CO02,FURNITURE,Age green.,22-07-2022,
A01323,0,CO03,FURNITURE,Interesting long sea road.,28-05-2021,
A01324,0,CO03,BUILDING,Authority food where.,10-09-2023,
A01325,0,CO03,BUILDING,Live present phone.,28-07-2024,
A01326,0,CO02,MACHINERY,Understand decide information.,06-08-2024,
A01327,0,CO01,MACHINERY,Help eye.,19-07-2021,
A01328,0,CO03,FURNITURE,Three play.,23-09-2021,
A01329,0,CO02,FURNITURE,Cold mouth age.,26-02-2025,
A01330,0,CO03,FURNITURE,Know evening focus.,01-03-2024,
A01331,0,CO01,COMPUTER,Away mother behind.,06-07-2024,
A01332,0,CO02,BUILDING,Worry address career if nature.,03-01-2025,
A01333,0,CO01,MACHINERY,Anyone age spend.,18-12-2021,
A01334,0,CO03,COMPUTER,Whole recent debate throw charge.,24-08-2024,
A01335,0,CO02,BUILDING,True Republican edge.,20-12-2024,
A01336,0,CO03,BUILDING,Shoulder heavy now.,24-09-2024,
A01337,0,CO01,COMPUTER,Store your hundred material.,12-05-2024,
A01338,0,CO03,BUILDING,State fly use society.,24-10-2023,
A01339,0,CO03,VEHICLE,Behavior home evening.,08-02-2023,
A01340,0,CO01,MACHINERY,Box high south.,08-05-2024,
A01341,0,CO01,BUILDING,Agreement just.,06-03-2023,
A01342,0,CO02,VEHICLE,We might activity government.,15-12-2021,
A01343,0,CO02,MACHINERY,During land.,17-07-2023,
A01344,0,CO02,COMPUTER,Management good blood official.,08-10-2024,
A01345,0,CO02,MACHINERY,Mind position person place.,27-02-2022,
A01346,0,CO03,VEHICLE,Lose development toward station.,02-05-2023,
A01347,0,CO01,MACHINERY,Move research second.,01-02-2024,
A01348,0,CO03,BUILDING,Economic apply read.,17-03-2022,
A01349,0,CO03,COMPUTER,Summer trouble truth.,24-06-2022,
A01350,0,CO01,COMPUTER,Everything street side.,23-08-2022,
A01351,0,CO02,COMPUTER,Hotel son take actually fall.,15-07-2021,
A01352,0,CO03,COMPUTER,Suddenly throughout me.,25-07-2021,
A01353,0,CO02,BUILDING,Decision another common debate arm.,16-11-2023,
A01354,0,CO02,MACHINERY,Sometimes century.,16-01-2022,
A01355,0,CO01,COMPUTER,Employee sound citizen so drug.,08-06-2024,
A01356,0,CO02,MACHINERY,Clear school.,06-07-2021,
A01357,0,CO03,VEHICLE,Somebody international.,21-11-2024,
A01358,0,CO03,VEHICLE,Old many size.,09-04-2021,
A01359,0,CO02,COMPUTER,Amount hundred move.,26-11-2024,
A01360,0,CO03,FURNITURE,Nation above.,11-08-2023,
A01361,0,CO03,FURNITURE,Collection will able.,06-08-2021,
A01362,0,CO01,FURNITURE,Author throw local.,27-09-2023,
A01363,0,CO01,COMPUTER,Sound rise including.,14-09-2022,
A01364,0,CO01,FURNITURE,Song much child table against.,19-02-2023,
A01365,0,CO02,COMPUTER,Agency make their second.,08-08-2021,
A01366,0,CO02,MACHINERY,Partner herself tell.,12-03-2022,
A01367,0,CO01,FURNITURE,Happy financial find fast.,02-02-2025,
A01368,0,CO02,VEHICLE,Increase whose ready but.,04-12-2023,
A01369,0,CO02,VEHICLE,Certain glass action bag.,10-08-2024,
A01370,0,CO03,COMPUTER,Tax but community baby.,26-09-2022,
A01371,0,CO02,MACHINERY,Reduce more part.,10-04-2021,
A01372,0,CO01,MACHINERY,Range somebody.,26-08-2022,
A01373,0,CO01,VEHICLE,Word factor six style.,24-02-2023,
A01374,0,CO02,FURNITURE,Cut church fine.,08-12-2021,
A01375,0,CO01,COMPUTER,Sense above across find guy.,28-07-2022,
A01376,0,CO02,VEHICLE,Truth fear political.,29-12-2021,
A01377,0,CO03,FURNITURE,Television manager deal always letter.,21-07-2024,
A01378,0,CO01,VEHICLE,Half option reach.,17-01-2024,
A01379,0,CO02,BUILDING,Course why light.,01-11-2021,
A01380,0,CO02,MACHINERY,Matter maintain.,09-09-2024,
A01381,0,CO01,COMPUTER,Brother decision war.,17-12-2024,
A01382,0,CO02,FURNITURE,From story result him too.,18-08-2021,
A01383,0,CO02,COMPUTER,Worker mind movie.,20-07-2022,
A01384,0,CO03,VEHICLE,Possible do.,20-05-2021,
A01385,0,CO01,FURNITURE,Full city property almost strong.,23-11-2024,
A01386,0,CO03,BUILDING,Rule while generation gas politics.,16-05-2021,
A01387,0,CO03,BUILDING,Reality air education.,26-02-2023,
A01388,0,CO02,FURNITURE,Education what interesting.,19-02-2025,
A01389,0,CO01,MACHINERY,Describe surface environment hundred.,21-11-2022,
A01390,0,CO02,BUILDING,Nature heart evening.,08-11-2022,
A01391,0,CO01,VEHICLE,Discuss direction.,20-04-2024,
A01392,0,CO02,BUILDING,While carry however.,01-07-2023,
A01393,0,CO02,COMPUTER,Tough large case.,13-03-2024,
A01394,0,CO01,VEHICLE,Personal candidate generation indicate.,04-02-2025,
A01395,0,CO02,FURNITURE,Always not evidence.,04-10-2023,
A01396,0,CO03,FURNITURE,Very outside development throw.,19-06-2021,
A01397,0,CO02,VEHICLE,True market.,22-11-2021,
A01398,0,CO03,BUILDING,Serious answer mission.,15-09-2023,
A01399,0,CO02,BUILDING,Chair one.,16-02-2025,
A01400,0,CO03,MACHINERY,White water wrong six land.,06-09-2023,
A01401,0,CO03,COMPUTER,Election father expect car official.,18-09-2022,
A01402,0,CO02,FURNITURE,Thousand money reach ever suffer.,22-01-2023,
A01403,0,CO01,MACHINERY,Physical focus suggest bar.,24-12-2022,
A01404,0,CO01,VEHICLE,Republican activity hotel radio.,21-03-2024,
A01405,0,CO03,BUILDING,Method Democrat trouble fly two.,29-09-2021,
A01406,0,CO02,COMPUTER,General young kind.,11-07-2022,
A01407,0,CO01,MACHINERY,Learn management me.,15-07-2023,
A01408,0,CO01,COMPUTER,Store identify research.,18-02-2022,
A01409,0,CO03,VEHICLE,Second someone same.,26-07-2023,
A01410,0,CO02,FURNITURE,Suffer direction raise shake.,16-05-2021,
A01411,0,CO01,VEHICLE,Role letter particular state total.,14-06-2023,
A01412,0,CO03,BUILDING,Could science all that.,27-10-2023,
A01413,0,CO03,VEHICLE,Toward radio.,22-10-2023,
A01414,0,CO02,BUILDING,Early team at.,13-07-2021,
A01415,0,CO01,BUILDING,Campaign this such employee.,12-11-2023,
A01416,0,CO01,MACHINERY,Forward some population trial.,20-12-2022,
A01417,0,CO01,MACHINERY,Democratic together may appear wrong.,23-09-2021,
A01418,0,CO03,MACHINERY,Animal outside back.,11-06-2022,
A01419,0,CO01,VEHICLE,Improve performance do bad arrive.,02-01-2022,
A01420,0,CO03,VEHICLE,Off change doctor.,02-09-2024,
A01421,0,CO02,VEHICLE,Culture school amount area line.,08-05-2023,
A01422,0,CO02,FURNITURE,Suddenly room serious.,27-05-2023,
A01423,0,CO02,VEHICLE,Popular scene.,24-09-2021,
A01424,0,CO03,VEHICLE,Couple natural your home.,16-09-2023,
A01425,0,CO02,VEHICLE,Yourself structure.,13-05-2024,
A01426,0,CO03,COMPUTER,Congress long wind.,27-01-2023,
A01427,0,CO01,FURNITURE,Itself court sister street staff.,01-12-2023,
A01428,0,CO01,VEHICLE,Cultural box get.,28-01-2022,
A01429,0,CO03,FURNITURE,Opportunity region parent another civil.,03-09-2023,
A01430,0,CO02,BUILDING,Country body chance.,23-03-2024,
A01431,0,CO01,MACHINERY,Five certainly foreign age spring.,01-01-2023,
A01432,0,CO03,FURNITURE,Order build position.,19-11-2024,
A01433,0,CO03,VEHICLE,Fill west return receive.,23-10-2024,
A01434,0,CO03,MACHINERY,Everybody hope.,12-01-2025,
A01435,0,CO02,VEHICLE,Choose anything ready.,10-09-2023,
A01436,0,CO01,FURNITURE,Produce less partner right.,26-10-2023,
A01437,0,CO01,FURNITURE,Will worry certainly ahead save.,18-10-2021,
A01438,0,CO01,MACHINERY,Tax season wide Republican fire.,14-08-2022,
A01439,0,CO02,FURNITURE,Ok must.,13-12-2024,
A01440,0,CO01,COMPUTER,Smile record interest church each.,12-02-2024,
A01441,0,CO03,BUILDING,Have front hospital seven.,02-12-2022,
A01442,0,CO03,VEHICLE,Seek now would describe.,16-06-2024,
A01443,0,CO02,MACHINERY,Trade eye interest sit.,14-09-2024,
A01444,0,CO02,BUILDING,Fish bag worker.,14-05-2021,
A01445,0,CO01,MACHINERY,Beautiful difference member hot.,07-10-2023,
A01446,0,CO03,FURNITURE,Often stage fill.,17-08-2024,
A01447,0,CO02,VEHICLE,Investment project never together.,06-08-2021,
A01448,0,CO03,FURNITURE,Government maybe hot same.,08-11-2023,
A01449,0,CO02,BUILDING,Work kid experience.,05-10-2021,
A01450,0,CO01,MACHINERY,Quite record.,23-04-2021,
A01451,0,CO02,FURNITURE,About Republican.,14-01-2025,
A01452,0,CO01,FURNITURE,City open.,08-09-2024,
A01453,0,CO02,FURNITURE,Method glass.,31-08-2024,
A01454,0,CO03,COMPUTER,Several she head.,27-11-2023,
A01455,0,CO03,FURNITURE,Economic teach care need employee.,21-05-2022,
A01456,0,CO03,BUILDING,Until hear bag imagine next.,20-04-2023,
A01457,0,CO03,MACHINERY,Table watch.,24-02-2022,
A01458,0,CO03,BUILDING,Yeah central long history serious.,20-04-2023,
A01459,0,CO03,FURNITURE,Interview writer down activity score.,08-01-2025,
A01460,0,CO01,MACHINERY,Above against black score affect.,28-09-2024,
A01461,0,CO02,COMPUTER,Raise next.,29-04-2022,
A01462,0,CO02,MACHINERY,Western outside gun style.,23-12-2021,
A01463,0,CO01,BUILDING,Government you sister among.,18-06-2023,
A01464,0,CO01,COMPUTER,Shoulder very popular large.,29-09-2021,
A01465,0,CO01,COMPUTER,Important interview positive model.,04-03-2022,
A01466,0,CO01,FURNITURE,Another player scene.,13-05-2022,
A01467,0,CO01,COMPUTER,Avoid area open page full.,22-04-2021,
A01468,0,CO02,COMPUTER,Much side like suddenly difficult.,28-05-2023,
A01469,0,CO02,BUILDING,Girl professor leader medical whom.,14-01-2022,
A01470,0,CO02,COMPUTER,Computer sign.,21-04-2022,
A01471,0,CO03,FURNITURE,How operation so.,16-12-2021,
A01472,0,CO01,BUILDING,Issue everybody play recognize.,26-08-2022,
A01473,0,CO03,COMPUTER,Provide property I stock.,13-11-2024,
A01474,0,CO01,FURNITURE,Matter course yard.,26-12-2022,
A01475,0,CO03,FURNITURE,Popular focus call.,31-07-2024,
A01476,0,CO02,FURNITURE,Song remain.,16-11-2024,
A01477,0,CO02,MACHINERY,Magazine not letter whatever people.,13-06-2023,
A01478,0,CO02,MACHINERY,Put morning make stop.,26-02-2022,
A01479,0,CO03,VEHICLE,Tend research would.,10-01-2025,
A01480,0,CO03,FURNITURE,Institution such raise wrong.,05-10-2023,
A01481,0,CO03,FURNITURE,Brother also.,07-05-2021,
A01482,0,CO02,MACHINERY,Green unit fish bring.,30-04-2023,
A01483,0,CO02,COMPUTER,Size them Congress.,08-07-2024,
A01484,0,CO03,BUILDING,Teach these kitchen.,26-09-2023,
A01485,0,CO01,BUILDING,May fast social expert.,10-07-2024,
A01486,0,CO02,COMPUTER,Big very prove model.,05-07-2022,
A01487,0,CO02,COMPUTER,Realize stop job size call.,09-10-2022,
A01488,0,CO02,VEHICLE,North list remain minute until.,24-12-2023,
A01489,0,CO01,COMPUTER,Task and should.,01-09-2022,
A01490,0,CO02,VEHICLE,Yes executive sure.,17-08-2024,
A01491,0,CO03,BUILDING,Time process western.,21-08-2022,
A01492,0,CO03,BUILDING,Person would herself total.,09-10-2022,
A01493,0,CO01,BUILDING,Cultural morning impact.,22-09-2024,
A01494,0,CO03,BUILDING,Simple since.,23-06-2022,
A01495,0,CO03,FURNITURE,Bring past on deal.,25-06-2024,
A01496,0,CO03,MACHINERY,Actually risk civil.,21-09-2024,
A01497,0,CO01,BUILDING,Card collection sure.,01-10-2022,
A01498,0,CO03,VEHICLE,Network century watch century.,01-07-2024,
A01499,0,CO03,FURNITURE,Effort very.,06-10-2021,
A01500,0,CO01,VEHICLE,Position degree federal.,04-01-2024,
