delivery_id,delivery_item,material_id,plant_id,delivery_quantity,delivery_status,delivery_date,sales_order,sales_order_item,fiscal_period
DL202308230000008171,3,MAT-00998,1,37,A,24-08-2023,OR202308230000008980,3,8
DL202308230000008415,4,MAT-00805,1,48,A,26-08-2023,OR202308230000008980,4,8
DL202308230000001432,1,MAT-00726,5,28,A,25-08-2023,OR202308230000001536,1,8
DL202308230000007304,2,MAT-01296,1,22,A,24-08-2023,OR202308230000001536,2,8
DL202308230000005845,3,MAT-00565,2,18,A,26-08-2023,OR202308230000001536,3,8
DL202308230000007890,4,MAT-00358,1,37,A,26-08-2023,OR202308230000001536,4,8
DL202308230000005008,1,MAT-00522,5,13,A,25-08-2023,OR202308230000002459,1,8
DL202308230000003145,2,MAT-00636,2,43,A,25-08-2023,OR202308230000002459,2,8
DL202308230000001098,3,MAT-00112,1,40,A,24-08-2023,OR202308230000002459,3,8
DL202308230000006691,1,MAT-00989,4,23,A,26-08-2023,OR202308230000006613,1,8
DL202308230000004364,2,MAT-01383,4,0,B,24-08-2023,OR202308230000006613,2,8
DL202308230000001234,3,MAT-00481,3,8,A,26-08-2023,OR202308230000006613,3,8
DL202308230000004939,4,MAT-00266,2,4,B,26-08-2023,OR202308230000006613,4,8
DL202308230000009995,5,MAT-00628,2,35,A,25-08-2023,OR202308230000006613,5,8
DL202308240000008192,1,MAT-00263,2,18,B,27-08-2023,OR202308240000001224,1,8
DL202308240000009173,1,MAT-00166,3,14,A,26-08-2023,OR202308240000001176,1,8
DL202308240000006714,2,MAT-00121,5,32,A,27-08-2023,OR202308240000001176,2,8
DL202308240000008680,3,MAT-00663,5,0,A,26-08-2023,OR202308240000001176,3,8
DL202308240000003260,4,MAT-00465,2,10,B,27-08-2023,OR202308240000001176,4,8
DL202308240000003742,1,MAT-00769,5,30,A,27-08-2023,OR202308240000001876,1,8
DL202308240000006021,2,MAT-01132,3,17,A,26-08-2023,OR202308240000001876,2,8
DL202308240000006873,3,MAT-00206,5,14,A,25-08-2023,OR202308240000001876,3,8
DL202308240000001074,1,MAT-00688,1,36,A,26-08-2023,OR202308240000005350,1,8
DL202308240000009903,1,MAT-01291,3,0,C,27-08-2023,OR202308240000006166,1,8
DL202308240000008539,1,MAT-00089,4,0,A,26-08-2023,OR202308240000003000,1,8
DL202308240000001135,2,MAT-01102,4,1,A,27-08-2023,OR202308240000003000,2,8
DL202308240000009682,3,MAT-00874,2,6,A,25-08-2023,OR202308240000003000,3,8
DL202308240000004736,4,MAT-00578,5,3,A,25-08-2023,OR202308240000003000,4,8
DL202308240000004592,5,MAT-01189,2,32,A,25-08-2023,OR202308240000003000,5,8
DL202308240000003569,1,MAT-00090,2,42,A,27-08-2023,OR202308240000005582,1,8
DL202308240000002589,1,MAT-00790,1,0,C,25-08-2023,OR202308240000001217,1,8
DL202308240000002452,2,MAT-01429,2,0,C,27-08-2023,OR202308240000001217,2,8
DL202308240000001295,1,MAT-00051,5,21,A,25-08-2023,OR202308240000005721,1,8
DL202308240000003171,2,MAT-00904,3,27,A,26-08-2023,OR202308240000005721,2,8
DL202308240000004831,1,MAT-01395,2,25,A,26-08-2023,OR202308240000005327,1,8
DL202308240000003329,2,MAT-00091,3,16,A,27-08-2023,OR202308240000005327,2,8
DL202308240000005780,3,MAT-00534,2,0,C,26-08-2023,OR202308240000005327,3,8
DL202308240000009510,4,MAT-00417,1,40,A,25-08-2023,OR202308240000005327,4,8
DL202308240000003579,1,MAT-00304,3,23,A,27-08-2023,OR202308240000008828,1,8
DL202308240000001161,2,MAT-01041,3,33,A,26-08-2023,OR202308240000008828,2,8
DL202308240000004452,3,MAT-00305,4,10,A,25-08-2023,OR202308240000008828,3,8
DL202308240000009707,4,MAT-01054,5,27,A,27-08-2023,OR202308240000008828,4,8
DL202308240000002672,1,MAT-00801,1,40,A,25-08-2023,OR202308240000005182,1,8
DL202308240000006654,2,MAT-00145,2,4,A,27-08-2023,OR202308240000005182,2,8
DL202308240000004426,1,MAT-00760,3,30,A,27-08-2023,OR202308240000003255,1,8
DL202308240000003056,2,MAT-00230,2,17,A,25-08-2023,OR202308240000003255,2,8
DL202308240000009298,3,MAT-00656,5,35,B,26-08-2023,OR202308240000003255,3,8
DL202308240000006065,1,MAT-01356,4,43,A,25-08-2023,OR202308240000002758,1,8
DL202308240000005217,2,MAT-00132,3,0,C,26-08-2023,OR202308240000002758,2,8
DL202308240000001934,1,MAT-00299,3,18,B,27-08-2023,OR202308240000006646,1,8
DL202308240000004347,2,MAT-00374,1,24,A,26-08-2023,OR202308240000006646,2,8
DL202308240000007554,3,MAT-00156,4,18,A,26-08-2023,OR202308240000006646,3,8
DL202308240000001468,4,MAT-00993,1,11,B,26-08-2023,OR202308240000006646,4,8
DL202308240000004414,5,MAT-00395,2,39,A,26-08-2023,OR202308240000006646,5,8
DL202308240000003306,1,MAT-01168,4,27,A,26-08-2023,OR202308240000006897,1,8
DL202308240000004181,2,MAT-00204,1,32,A,25-08-2023,OR202308240000006897,2,8
DL202308240000001538,3,MAT-00649,3,7,A,26-08-2023,OR202308240000006897,3,8
DL202308240000001800,1,MAT-01290,3,16,A,26-08-2023,OR202308240000009189,1,8
DL202308240000009443,2,MAT-01032,1,23,A,26-08-2023,OR202308240000009189,2,8
DL202308240000005235,3,MAT-00012,5,30,A,25-08-2023,OR202308240000009189,3,8
DL202308240000003477,1,MAT-00098,5,48,A,26-08-2023,OR202308240000001151,1,8
DL202308240000002388,1,MAT-00877,1,27,A,26-08-2023,OR202308240000009333,1,8
DL202308240000003614,1,MAT-00543,4,9,B,26-08-2023,OR202308240000002335,1,8
DL202308240000007816,1,MAT-00424,1,18,A,26-08-2023,OR202308240000008967,1,8
DL202308240000009083,2,MAT-00472,1,45,A,27-08-2023,OR202308240000008967,2,8
DL202308240000002941,3,MAT-00387,2,49,A,25-08-2023,OR202308240000008967,3,8
DL202308240000006604,4,MAT-00787,3,30,A,27-08-2023,OR202308240000008967,4,8
DL202308240000008459,1,MAT-01250,2,44,B,25-08-2023,OR202308240000004000,1,8
DL202308250000006526,1,MAT-00598,2,27,A,28-08-2023,OR202308250000002150,1,8
DL202308250000007072,2,MAT-00412,1,4,B,26-08-2023,OR202308250000002150,2,8
DL202308250000008425,3,MAT-00950,5,48,A,26-08-2023,OR202308250000002150,3,8
DL202308250000009428,1,MAT-01177,2,21,A,26-08-2023,OR202308250000007043,1,8
DL202308250000003539,2,MAT-00205,2,9,A,27-08-2023,OR202308250000007043,2,8
DL202308250000004847,3,MAT-01166,5,48,A,27-08-2023,OR202308250000007043,3,8
DL202308250000001549,4,MAT-00166,3,29,A,26-08-2023,OR202308250000007043,4,8
DL202308250000009281,1,MAT-01365,3,38,A,27-08-2023,OR202308250000005559,1,8
DL202308250000002207,2,MAT-00744,1,7,A,27-08-2023,OR202308250000005559,2,8
DL202308250000003773,1,MAT-01132,1,35,A,27-08-2023,OR202308250000004866,1,8
DL202308250000007843,1,MAT-00230,2,22,A,26-08-2023,OR202308250000006400,1,8
DL202308250000004756,2,MAT-00941,5,15,A,26-08-2023,OR202308250000006400,2,8
DL202308250000007477,3,MAT-00250,5,19,A,27-08-2023,OR202308250000006400,3,8
DL202308250000007165,4,MAT-01484,1,33,A,27-08-2023,OR202308250000006400,4,8
DL202308250000002306,1,MAT-00078,4,7,A,28-08-2023,OR202308250000004880,1,8
DL202308250000006285,1,MAT-00103,3,35,A,28-08-2023,OR202308250000008208,1,8
DL202308250000008929,1,MAT-01009,4,8,A,26-08-2023,OR202308250000009181,1,8
DL202308250000002794,2,MAT-01335,5,15,A,28-08-2023,OR202308250000009181,2,8
DL202308250000002840,3,MAT-00901,3,36,B,28-08-2023,OR202308250000009181,3,8
DL202308250000008749,1,MAT-00840,1,12,A,28-08-2023,OR202308250000009054,1,8
DL202308250000004850,1,MAT-00411,5,26,B,26-08-2023,OR202308250000004991,1,8
DL202308250000009799,2,MAT-00761,3,23,A,27-08-2023,OR202308250000004991,2,8
DL202308250000008033,3,MAT-00710,5,17,B,28-08-2023,OR202308250000004991,3,8
DL202308250000001497,4,MAT-01094,2,23,A,26-08-2023,OR202308250000004991,4,8
DL202308250000009207,5,MAT-00783,4,6,A,28-08-2023,OR202308250000004991,5,8
DL202308250000006209,1,MAT-01156,5,22,A,26-08-2023,OR202308250000005253,1,8
DL202308250000002411,2,MAT-00472,5,0,C,28-08-2023,OR202308250000005253,2,8
DL202308250000008726,1,MAT-01250,2,49,A,28-08-2023,OR202308250000009321,1,8
DL202308280000001863,1,MAT-00846,4,36,A,29-08-2023,OR202308280000009539,1,8
DL202308280000008329,2,MAT-00306,3,19,A,29-08-2023,OR202308280000009539,2,8
DL202308280000005779,1,MAT-00857,1,10,B,29-08-2023,OR202308280000004891,1,8
DL202308280000008779,2,MAT-00973,4,19,A,30-08-2023,OR202308280000004891,2,8
DL202308280000009621,3,MAT-00308,5,38,A,31-08-2023,OR202308280000004891,3,8
DL202308280000008103,1,MAT-00015,1,17,A,31-08-2023,OR202308280000007137,1,8
DL202308280000004243,2,MAT-01141,4,45,A,31-08-2023,OR202308280000007137,2,8
DL202308280000003954,3,MAT-01380,5,40,A,31-08-2023,OR202308280000007137,3,8
DL202308280000007463,4,MAT-01448,2,6,B,29-08-2023,OR202308280000007137,4,8
DL202308280000007096,5,MAT-01359,3,1,A,31-08-2023,OR202308280000007137,5,8
DL202308280000002780,1,MAT-00406,4,1,A,31-08-2023,OR202308280000004546,1,8
DL202308280000003355,2,MAT-01011,1,9,A,31-08-2023,OR202308280000004546,2,8
DL202308280000006647,3,MAT-00828,3,0,A,29-08-2023,OR202308280000004546,3,8
DL202308280000009427,1,MAT-00649,3,16,A,30-08-2023,OR202308280000003268,1,8
DL202308280000004831,2,MAT-00278,4,21,A,31-08-2023,OR202308280000003268,2,8
DL202308280000009560,3,MAT-00540,2,12,A,29-08-2023,OR202308280000003268,3,8
DL202308280000007488,4,MAT-00568,4,2,A,29-08-2023,OR202308280000003268,4,8
DL202308280000005085,5,MAT-01272,3,9,B,31-08-2023,OR202308280000003268,5,8
DL202308280000004500,1,MAT-00806,4,3,B,29-08-2023,OR202308280000001674,1,8
DL202308280000005482,2,MAT-00165,1,36,A,31-08-2023,OR202308280000001674,2,8
DL202308280000007736,1,MAT-01056,5,5,B,29-08-2023,OR202308280000001680,1,8
DL202308280000005902,2,MAT-01158,4,26,A,31-08-2023,OR202308280000001680,2,8
DL202308280000003729,3,MAT-01193,2,8,A,31-08-2023,OR202308280000001680,3,8
DL202308280000005569,4,MAT-00868,1,34,A,30-08-2023,OR202308280000001680,4,8
DL202308280000009770,1,MAT-00130,2,0,C,30-08-2023,OR202308280000004324,1,8
DL202308280000005475,1,MAT-00199,2,6,A,31-08-2023,OR202308280000006839,1,8
DL202308280000009590,2,MAT-00088,3,7,B,31-08-2023,OR202308280000006839,2,8
DL202308280000005592,3,MAT-01477,5,19,A,31-08-2023,OR202308280000006839,3,8
DL202308280000009932,1,MAT-00376,5,22,A,30-08-2023,OR202308280000005858,1,8
DL202308280000003577,2,MAT-01217,1,39,A,31-08-2023,OR202308280000005858,2,8
DL202308280000009303,3,MAT-00864,5,48,A,29-08-2023,OR202308280000005858,3,8
DL202308280000001621,4,MAT-00823,2,46,A,31-08-2023,OR202308280000005858,4,8
DL202308280000003049,5,MAT-01248,4,0,C,30-08-2023,OR202308280000005858,5,8
DL202308280000007390,1,MAT-00418,3,0,C,29-08-2023,OR202308280000009538,1,8
DL202308280000005870,2,MAT-00656,4,22,A,30-08-2023,OR202308280000009538,2,8
DL202308280000009531,3,MAT-00720,5,5,A,29-08-2023,OR202308280000009538,3,8
DL202308280000003502,4,MAT-01304,3,19,A,31-08-2023,OR202308280000009538,4,8
DL202308280000006661,1,MAT-01246,5,36,A,31-08-2023,OR202308280000004108,1,8
DL202308280000006824,1,MAT-00127,1,39,A,29-08-2023,OR202308280000008820,1,8
DL202308280000009624,1,MAT-00476,2,21,A,31-08-2023,OR202308280000002923,1,8
DL202308280000002107,2,MAT-00547,5,7,B,29-08-2023,OR202308280000002923,2,8
DL202308280000003190,3,MAT-00394,3,45,A,30-08-2023,OR202308280000002923,3,8
DL202308280000005720,1,MAT-00270,1,24,A,29-08-2023,OR202308280000002988,1,8
DL202308280000002226,2,MAT-00026,5,34,A,29-08-2023,OR202308280000002988,2,8
DL202308280000009650,3,MAT-00895,4,10,B,31-08-2023,OR202308280000002988,3,8
DL202308280000002035,4,MAT-00319,1,25,A,30-08-2023,OR202308280000002988,4,8
DL202308280000004034,5,MAT-00514,1,40,A,30-08-2023,OR202308280000002988,5,8
DL202308280000002983,1,MAT-01236,5,9,B,30-08-2023,OR202308280000004676,1,8
DL202308280000005017,2,MAT-00107,4,48,A,29-08-2023,OR202308280000004676,2,8
DL202308280000006284,1,MAT-00913,3,29,A,31-08-2023,OR202308280000003699,1,8
DL202308280000005978,2,MAT-00431,1,24,A,30-08-2023,OR202308280000003699,2,8
DL202308280000004908,3,MAT-01325,5,16,A,29-08-2023,OR202308280000003699,3,8
DL202308280000003135,4,MAT-00783,2,4,A,29-08-2023,OR202308280000003699,4,8
DL202308280000007428,5,MAT-01248,2,44,A,29-08-2023,OR202308280000003699,5,8
DL202308280000005612,1,MAT-00495,4,9,A,30-08-2023,OR202308280000002544,1,8
DL202308280000004513,1,MAT-00794,4,45,A,30-08-2023,OR202308280000009007,1,8
DL202308280000003296,2,MAT-01184,2,46,A,29-08-2023,OR202308280000009007,2,8
DL202308280000007218,3,MAT-00775,4,31,A,31-08-2023,OR202308280000009007,3,8
DL202308290000001056,1,MAT-01119,2,19,A,30-08-2023,OR202308290000006770,1,8
DL202308290000007793,2,MAT-00744,2,28,A,01-09-2023,OR202308290000006770,2,8
DL202308290000002682,3,MAT-00510,4,14,A,30-08-2023,OR202308290000006770,3,8
DL202308290000006881,4,MAT-01059,4,28,B,31-08-2023,OR202308290000006770,4,8
DL202308290000001500,1,MAT-01183,1,0,C,01-09-2023,OR202308290000009166,1,8
DL202308290000007708,2,MAT-00088,5,21,B,30-08-2023,OR202308290000009166,2,8
DL202308290000009004,3,MAT-00908,2,49,A,30-08-2023,OR202308290000009166,3,8
DL202308290000002988,1,MAT-00933,1,37,A,31-08-2023,OR202308290000002059,1,8
DL202308290000005977,2,MAT-01466,1,0,A,30-08-2023,OR202308290000002059,2,8
DL202308290000005227,3,MAT-01246,5,29,A,30-08-2023,OR202308290000002059,3,8
DL202308290000007765,4,MAT-01395,5,15,A,31-08-2023,OR202308290000002059,4,8
DL202308290000005206,1,MAT-00804,2,33,A,30-08-2023,OR202308290000001823,1,8
DL202308290000005244,2,MAT-01431,3,6,B,01-09-2023,OR202308290000001823,2,8
DL202308290000004318,3,MAT-00180,4,4,B,31-08-2023,OR202308290000001823,3,8
DL202308290000001879,4,MAT-00912,3,0,B,01-09-2023,OR202308290000001823,4,8
DL202308290000004483,1,MAT-00688,3,22,A,01-09-2023,OR202308290000008473,1,8
DL202308290000001006,2,MAT-00661,4,5,A,01-09-2023,OR202308290000008473,2,8
DL202308290000001804,3,MAT-00871,5,0,C,31-08-2023,OR202308290000008473,3,8
DL202308290000008801,4,MAT-00246,4,13,A,31-08-2023,OR202308290000008473,4,8
DL202308290000009528,1,MAT-01031,5,40,A,31-08-2023,OR202308290000002014,1,8
DL202308290000009928,2,MAT-00789,2,0,C,01-09-2023,OR202308290000002014,2,8
DL202308290000006062,3,MAT-00708,2,35,A,01-09-2023,OR202308290000002014,3,8
DL202308290000001346,4,MAT-00059,1,45,A,30-08-2023,OR202308290000002014,4,8
DL202308290000002204,1,MAT-00401,2,40,A,31-08-2023,OR202308290000002856,1,8
DL202308290000004913,2,MAT-00554,3,0,B,01-09-2023,OR202308290000002856,2,8
DL202308290000003550,3,MAT-01018,2,20,A,30-08-2023,OR202308290000002856,3,8
DL202308290000005246,4,MAT-00199,2,38,A,30-08-2023,OR202308290000002856,4,8
DL202308290000005786,1,MAT-00857,2,34,A,01-09-2023,OR202308290000009119,1,8
DL202308290000007335,2,MAT-01141,3,41,A,31-08-2023,OR202308290000009119,2,8
DL202308290000006945,3,MAT-00287,5,0,C,30-08-2023,OR202308290000009119,3,8
DL202308290000001080,4,MAT-00772,4,4,A,01-09-2023,OR202308290000009119,4,8
DL202308290000003963,5,MAT-00647,4,12,B,01-09-2023,OR202308290000009119,5,8
DL202308290000003254,1,MAT-00434,3,13,A,31-08-2023,OR202308290000004177,1,8
DL202308290000008379,1,MAT-00862,4,0,B,01-09-2023,OR202308290000008402,1,8
DL202308290000006534,2,MAT-00663,4,41,A,31-08-2023,OR202308290000008402,2,8
DL202308290000007396,3,MAT-00924,3,31,A,30-08-2023,OR202308290000008402,3,8
DL202308290000006468,4,MAT-00023,3,28,A,30-08-2023,OR202308290000008402,4,8
DL202308290000007928,5,MAT-00433,5,19,A,30-08-2023,OR202308290000008402,5,8
DL202308290000003650,1,MAT-00081,2,0,C,01-09-2023,OR202308290000007531,1,8
DL202308290000006044,2,MAT-00936,2,18,A,30-08-2023,OR202308290000007531,2,8
DL202308290000004729,3,MAT-01014,3,27,A,31-08-2023,OR202308290000007531,3,8
DL202308290000006265,1,MAT-00362,3,20,A,30-08-2023,OR202308290000006667,1,8
DL202308290000004872,1,MAT-00742,4,6,A,01-09-2023,OR202308290000004282,1,8
DL202308290000004077,2,MAT-01058,3,47,A,31-08-2023,OR202308290000004282,2,8
DL202308290000004946,1,MAT-00575,3,35,A,31-08-2023,OR202308290000002574,1,8
DL202308290000004165,2,MAT-01384,4,36,A,01-09-2023,OR202308290000002574,2,8
DL202308290000006858,3,MAT-00815,4,47,A,30-08-2023,OR202308290000002574,3,8
DL202308290000003336,1,MAT-00933,4,16,B,30-08-2023,OR202308290000005597,1,8
DL202308290000007913,2,MAT-01065,4,1,B,01-09-2023,OR202308290000005597,2,8
DL202308290000009803,3,MAT-00093,1,33,A,30-08-2023,OR202308290000005597,3,8
DL202308290000001234,1,MAT-00534,5,15,A,01-09-2023,OR202308290000008739,1,8
DL202308290000006006,2,MAT-01311,2,38,A,30-08-2023,OR202308290000008739,2,8
DL202308290000006087,1,MAT-00818,3,2,A,30-08-2023,OR202308290000001657,1,8
DL202308290000007657,2,MAT-01449,4,5,A,01-09-2023,OR202308290000001657,2,8
DL202308290000005866,1,MAT-00102,5,43,A,31-08-2023,OR202308290000003211,1,8
DL202308290000001762,2,MAT-01001,2,7,A,01-09-2023,OR202308290000003211,2,8
DL202308300000009278,1,MAT-00644,4,11,A,31-08-2023,OR202308300000008290,1,8
DL202308300000003007,2,MAT-00895,2,12,A,02-09-2023,OR202308300000008290,2,8
DL202308300000001111,1,MAT-01470,3,49,A,31-08-2023,OR202308300000006279,1,8
DL202308300000006155,2,MAT-00193,1,29,A,31-08-2023,OR202308300000006279,2,8
DL202308300000002251,3,MAT-01214,2,49,A,31-08-2023,OR202308300000006279,3,8
DL202308300000001544,4,MAT-00273,3,29,A,31-08-2023,OR202308300000006279,4,8
DL202308300000001970,1,MAT-00547,2,29,A,01-09-2023,OR202308300000001875,1,8
DL202308300000003766,2,MAT-00674,3,8,A,01-09-2023,OR202308300000001875,2,8
DL202308300000003317,3,MAT-00626,4,13,A,01-09-2023,OR202308300000001875,3,8
DL202308300000006711,4,MAT-00812,3,30,A,01-09-2023,OR202308300000001875,4,8
DL202308300000006586,1,MAT-00817,1,29,A,31-08-2023,OR202308300000003404,1,8
DL202308300000006252,2,MAT-00551,4,6,A,02-09-2023,OR202308300000003404,2,8
DL202308300000001890,1,MAT-00275,1,21,A,01-09-2023,OR202308300000006193,1,8
DL202308300000008721,2,MAT-01245,1,49,A,31-08-2023,OR202308300000006193,2,8
DL202308300000006748,3,MAT-00431,2,22,A,01-09-2023,OR202308300000006193,3,8
DL202308300000006165,4,MAT-01387,4,8,A,31-08-2023,OR202308300000006193,4,8
DL202308300000009648,1,MAT-00146,2,6,B,31-08-2023,OR202308300000003939,1,8
DL202308300000006312,2,MAT-00999,5,7,A,31-08-2023,OR202308300000003939,2,8
DL202308300000004374,3,MAT-00385,4,0,C,31-08-2023,OR202308300000003939,3,8
DL202308300000001208,4,MAT-00724,1,6,B,31-08-2023,OR202308300000003939,4,8
DL202308300000005038,1,MAT-00005,5,11,A,01-09-2023,OR202308300000004816,1,8
DL202308300000003417,1,MAT-00937,1,33,A,31-08-2023,OR202308300000001999,1,8
DL202308300000003737,2,MAT-01482,2,17,B,02-09-2023,OR202308300000001999,2,8
DL202308300000004537,3,MAT-01230,1,2,A,02-09-2023,OR202308300000001999,3,8
DL202308300000007426,4,MAT-00808,5,25,B,31-08-2023,OR202308300000001999,4,8
DL202308300000008300,1,MAT-00820,2,28,A,01-09-2023,OR202308300000007662,1,8
DL202308300000006027,2,MAT-00241,2,28,A,01-09-2023,OR202308300000007662,2,8
DL202308300000001868,3,MAT-00085,5,40,A,01-09-2023,OR202308300000007662,3,8
DL202308300000006122,4,MAT-01179,4,46,A,02-09-2023,OR202308300000007662,4,8
DL202308300000005520,5,MAT-01449,2,43,A,01-09-2023,OR202308300000007662,5,8
DL202308300000007773,1,MAT-00024,2,42,A,02-09-2023,OR202308300000006750,1,8
DL202308300000003562,2,MAT-00087,4,32,A,02-09-2023,OR202308300000006750,2,8
DL202308300000004721,3,MAT-00441,1,32,A,01-09-2023,OR202308300000006750,3,8
DL202308300000005011,1,MAT-00678,2,8,B,02-09-2023,OR202308300000005168,1,8
DL202308300000004072,2,MAT-00116,4,12,B,02-09-2023,OR202308300000005168,2,8
DL202308300000004828,3,MAT-00394,2,7,A,31-08-2023,OR202308300000005168,3,8
DL202308300000009598,4,MAT-01474,1,10,A,31-08-2023,OR202308300000005168,4,8
DL202308300000007109,1,MAT-00787,3,46,A,01-09-2023,OR202308300000006887,1,8
DL202308300000006863,2,MAT-01394,4,20,A,02-09-2023,OR202308300000006887,2,8
DL202308300000001102,3,MAT-00847,5,8,B,31-08-2023,OR202308300000006887,3,8
DL202308300000004893,1,MAT-01478,4,0,C,01-09-2023,OR202308300000006740,1,8
DL202308300000003462,2,MAT-01120,4,46,A,02-09-2023,OR202308300000006740,2,8
DL202308300000007834,1,MAT-01244,3,32,A,31-08-2023,OR202308300000004109,1,8
DL202308300000008422,2,MAT-00553,1,21,A,02-09-2023,OR202308300000004109,2,8
DL202308300000008854,3,MAT-00564,2,10,B,02-09-2023,OR202308300000004109,3,8
DL202308300000003798,1,MAT-00532,2,49,A,01-09-2023,OR202308300000002986,1,8
DL202308300000006602,2,MAT-01462,3,16,A,02-09-2023,OR202308300000002986,2,8
DL202308300000005694,3,MAT-01352,4,38,B,02-09-2023,OR202308300000002986,3,8
DL202308300000005434,4,MAT-00810,1,42,A,01-09-2023,OR202308300000002986,4,8
DL202308300000009448,5,MAT-00996,5,6,A,01-09-2023,OR202308300000002986,5,8
DL202308300000002646,1,MAT-00356,2,32,A,01-09-2023,OR202308300000008558,1,8
DL202308300000007716,2,MAT-01397,4,50,A,31-08-2023,OR202308300000008558,2,8
DL202308300000004412,3,MAT-00330,2,22,A,01-09-2023,OR202308300000008558,3,8
DL202308300000002947,1,MAT-00108,5,0,C,01-09-2023,OR202308300000004915,1,8
DL202308300000002709,2,MAT-00499,4,34,A,31-08-2023,OR202308300000004915,2,8
DL202308300000002350,3,MAT-00450,3,5,B,31-08-2023,OR202308300000004915,3,8
DL202308300000006517,1,MAT-00152,1,0,C,01-09-2023,OR202308300000001732,1,8
DL202308300000005949,2,MAT-00850,2,27,A,01-09-2023,OR202308300000001732,2,8
DL202308300000004281,3,MAT-01247,5,35,A,02-09-2023,OR202308300000001732,3,8
DL202308300000004267,4,MAT-00263,1,9,B,31-08-2023,OR202308300000001732,4,8
DL202308300000001870,1,MAT-01305,2,9,A,02-09-2023,OR202308300000005761,1,8
