sales_order,order_type,sales_org,distribution_channel,division,order_date,customer_id,fiscal_period
OR202304110000001235,OR,1000,10,0,11-04-2023,CUST-03180,4
OR202304110000004107,OR,1000,10,0,11-04-2023,CUST-00914,4
OR202304110000003532,OR,1000,10,0,11-04-2023,CUST-04070,4
OR202304110000004875,OR,1000,10,0,11-04-2023,CUST-03390,4
OR202304110000004499,OR,1000,10,0,11-04-2023,CUST-00154,4
OR202304110000003535,OR,1000,10,0,11-04-2023,CUST-01756,4
OR202304110000004820,OR,1000,10,0,11-04-2023,CUST-04756,4
OR202304110000009108,OR,1000,10,0,11-04-2023,CUST-02896,4
OR202304110000005709,OR,1000,10,0,11-04-2023,CUST-03685,4
OR202304110000005310,OR,1000,10,0,11-04-2023,CUST-02115,4
OR202304110000007906,OR,1000,10,0,11-04-2023,CUST-03875,4
OR202304110000006776,OR,1000,10,0,11-04-2023,CUST-03338,4
OR202304110000008771,OR,1000,10,0,11-04-2023,CUST-01403,4
OR202304110000005892,OR,1000,10,0,11-04-2023,CUST-00752,4
OR202304110000007244,OR,1000,10,0,11-04-2023,CUST-04683,4
OR202304110000003479,OR,1000,10,0,11-04-2023,CUST-01236,4
OR202304110000005616,OR,1000,10,0,11-04-2023,CUST-01498,4
OR202304110000004154,OR,1000,10,0,11-04-2023,CUST-03119,4
OR202304110000003260,OR,1000,10,0,11-04-2023,CUST-02525,4
OR202304110000004555,OR,1000,10,0,11-04-2023,CUST-02413,4
OR202304110000003564,OR,1000,10,0,11-04-2023,CUST-00421,4
OR202304110000003322,OR,1000,10,0,11-04-2023,CUST-03071,4
OR202304110000009370,OR,1000,10,0,11-04-2023,CUST-02263,4
OR202304120000006528,OR,1000,10,0,12-04-2023,CUST-03708,4
OR202304120000003478,OR,1000,10,0,12-04-2023,CUST-03265,4
OR202304120000005269,OR,1000,10,0,12-04-2023,CUST-01205,4
OR202304120000006740,OR,1000,10,0,12-04-2023,CUST-02832,4
OR202304120000006884,OR,1000,10,0,12-04-2023,CUST-02123,4
OR202304120000002140,OR,1000,10,0,12-04-2023,CUST-04573,4
OR202304120000002152,OR,1000,10,0,12-04-2023,CUST-00888,4
OR202304120000001397,OR,1000,10,0,12-04-2023,CUST-00994,4
OR202304120000006989,OR,1000,10,0,12-04-2023,CUST-01433,4
OR202304120000006299,OR,1000,10,0,12-04-2023,CUST-03877,4
OR202304120000008702,OR,1000,10,0,12-04-2023,CUST-00339,4
OR202304120000002626,OR,1000,10,0,12-04-2023,CUST-04756,4
OR202304120000005454,OR,1000,10,0,12-04-2023,CUST-04972,4
OR202304120000007157,OR,1000,10,0,12-04-2023,CUST-00541,4
OR202304120000007188,OR,1000,10,0,12-04-2023,CUST-00657,4
OR202304120000006902,OR,1000,10,0,12-04-2023,CUST-00260,4
OR202304130000008950,OR,1000,10,0,13-04-2023,CUST-00586,4
OR202304130000004178,OR,1000,10,0,13-04-2023,CUST-04471,4
OR202304130000002219,OR,1000,10,0,13-04-2023,CUST-02741,4
OR202304130000001064,OR,1000,10,0,13-04-2023,CUST-03777,4
OR202304130000003452,OR,1000,10,0,13-04-2023,CUST-00270,4
OR202304130000009670,OR,1000,10,0,13-04-2023,CUST-01998,4
OR202304130000009482,OR,1000,10,0,13-04-2023,CUST-04912,4
OR202304130000009333,OR,1000,10,0,13-04-2023,CUST-04738,4
OR202304130000004503,OR,1000,10,0,13-04-2023,CUST-00831,4
OR202304130000003231,OR,1000,10,0,13-04-2023,CUST-02933,4
OR202304130000006150,OR,1000,10,0,13-04-2023,CUST-00629,4
OR202304130000008788,OR,1000,10,0,13-04-2023,CUST-02928,4
OR202304130000006226,OR,1000,10,0,13-04-2023,CUST-04505,4
OR202304130000009534,OR,1000,10,0,13-04-2023,CUST-01140,4
OR202304130000007411,OR,1000,10,0,13-04-2023,CUST-03641,4
OR202304130000001147,OR,1000,10,0,13-04-2023,CUST-04118,4
OR202304130000002622,OR,1000,10,0,13-04-2023,CUST-01490,4
OR202304130000003244,OR,1000,10,0,13-04-2023,CUST-03413,4
OR202304130000002843,OR,1000,10,0,13-04-2023,CUST-00344,4
OR202304130000003515,OR,1000,10,0,13-04-2023,CUST-01143,4
OR202304130000002175,OR,1000,10,0,13-04-2023,CUST-01098,4
OR202304130000008610,OR,1000,10,0,13-04-2023,CUST-04692,4
OR202304130000006386,OR,1000,10,0,13-04-2023,CUST-03328,4
OR202304130000008304,OR,1000,10,0,13-04-2023,CUST-01888,4
OR202304130000004648,OR,1000,10,0,13-04-2023,CUST-03564,4
OR202304130000006072,OR,1000,10,0,13-04-2023,CUST-04273,4
OR202304130000001610,OR,1000,10,0,13-04-2023,CUST-03007,4
OR202304130000001816,OR,1000,10,0,13-04-2023,CUST-04551,4
OR202304130000003770,OR,1000,10,0,13-04-2023,CUST-01333,4
OR202304130000006224,OR,1000,10,0,13-04-2023,CUST-00267,4
OR202304140000008600,OR,1000,10,0,14-04-2023,CUST-02179,4
OR202304140000007420,OR,1000,10,0,14-04-2023,CUST-03339,4
OR202304140000007010,OR,1000,10,0,14-04-2023,CUST-02311,4
OR202304140000001565,OR,1000,10,0,14-04-2023,CUST-04977,4
OR202304140000008143,OR,1000,10,0,14-04-2023,CUST-01966,4
OR202304140000006537,OR,1000,10,0,14-04-2023,CUST-00892,4
OR202304140000007876,OR,1000,10,0,14-04-2023,CUST-04436,4
OR202304140000002537,OR,1000,10,0,14-04-2023,CUST-03945,4
OR202304140000003503,OR,1000,10,0,14-04-2023,CUST-02781,4
OR202304140000009465,OR,1000,10,0,14-04-2023,CUST-03208,4
OR202304140000003775,OR,1000,10,0,14-04-2023,CUST-01071,4
OR202304140000008661,OR,1000,10,0,14-04-2023,CUST-03355,4
OR202304140000009046,OR,1000,10,0,14-04-2023,CUST-01059,4
OR202304140000009847,OR,1000,10,0,14-04-2023,CUST-04430,4
OR202304140000007635,OR,1000,10,0,14-04-2023,CUST-01298,4
OR202304140000007077,OR,1000,10,0,14-04-2023,CUST-04295,4
OR202304140000004248,OR,1000,10,0,14-04-2023,CUST-03561,4
OR202304140000009864,OR,1000,10,0,14-04-2023,CUST-01729,4
OR202304140000005634,OR,1000,10,0,14-04-2023,CUST-04757,4
OR202304140000002224,OR,1000,10,0,14-04-2023,CUST-03468,4
OR202304140000002293,OR,1000,10,0,14-04-2023,CUST-03366,4
OR202304140000008853,OR,1000,10,0,14-04-2023,CUST-02721,4
OR202304140000006329,OR,1000,10,0,14-04-2023,CUST-03521,4
OR202304170000007672,OR,1000,10,0,17-04-2023,CUST-03810,4
OR202304170000008171,OR,1000,10,0,17-04-2023,CUST-02780,4
OR202304170000007780,OR,1000,10,0,17-04-2023,CUST-03945,4
OR202304170000001748,OR,1000,10,0,17-04-2023,CUST-03755,4
OR202304170000006449,OR,1000,10,0,17-04-2023,CUST-04926,4
OR202304170000005777,OR,1000,10,0,17-04-2023,CUST-03941,4
OR202304170000008539,OR,1000,10,0,17-04-2023,CUST-04629,4
OR202304170000002736,OR,1000,10,0,17-04-2023,CUST-00258,4
OR202304170000005053,OR,1000,10,0,17-04-2023,CUST-02405,4
OR202304170000001122,OR,1000,10,0,17-04-2023,CUST-01852,4
OR202304170000006665,OR,1000,10,0,17-04-2023,CUST-02801,4
OR202304170000001015,OR,1000,10,0,17-04-2023,CUST-02342,4
OR202304170000004763,OR,1000,10,0,17-04-2023,CUST-04286,4
OR202304170000009784,OR,1000,10,0,17-04-2023,CUST-00872,4
OR202304170000003797,OR,1000,10,0,17-04-2023,CUST-02942,4
OR202304170000008289,OR,1000,10,0,17-04-2023,CUST-02864,4
OR202304170000005708,OR,1000,10,0,17-04-2023,CUST-02722,4
OR202304170000003265,OR,1000,10,0,17-04-2023,CUST-04423,4
OR202304170000004212,OR,1000,10,0,17-04-2023,CUST-02060,4
OR202304170000001486,OR,1000,10,0,17-04-2023,CUST-03954,4
OR202304170000002132,OR,1000,10,0,17-04-2023,CUST-04762,4
OR202304170000003763,OR,1000,10,0,17-04-2023,CUST-00268,4
OR202304170000008718,OR,1000,10,0,17-04-2023,CUST-01887,4
OR202304180000005774,OR,1000,10,0,18-04-2023,CUST-04405,4
OR202304180000005327,OR,1000,10,0,18-04-2023,CUST-04741,4
OR202304180000002419,OR,1000,10,0,18-04-2023,CUST-04231,4
OR202304180000007309,OR,1000,10,0,18-04-2023,CUST-03632,4
OR202304180000009634,OR,1000,10,0,18-04-2023,CUST-01142,4
OR202304180000007517,OR,1000,10,0,18-04-2023,CUST-02454,4
OR202304180000006991,OR,1000,10,0,18-04-2023,CUST-00112,4
OR202304180000004486,OR,1000,10,0,18-04-2023,CUST-01734,4
OR202304180000006804,OR,1000,10,0,18-04-2023,CUST-00161,4
OR202304180000004822,OR,1000,10,0,18-04-2023,CUST-03621,4
OR202304180000006542,OR,1000,10,0,18-04-2023,CUST-02156,4
OR202304180000008463,OR,1000,10,0,18-04-2023,CUST-03906,4
OR202304180000002190,OR,1000,10,0,18-04-2023,CUST-04095,4
OR202304180000009535,OR,1000,10,0,18-04-2023,CUST-03147,4
OR202304180000003943,OR,1000,10,0,18-04-2023,CUST-04167,4
OR202304180000002140,OR,1000,10,0,18-04-2023,CUST-00575,4
OR202304180000009132,OR,1000,10,0,18-04-2023,CUST-02866,4
OR202304180000004830,OR,1000,10,0,18-04-2023,CUST-02054,4
OR202304180000006280,OR,1000,10,0,18-04-2023,CUST-02905,4
OR202304180000004045,OR,1000,10,0,18-04-2023,CUST-01662,4
OR202304180000004158,OR,1000,10,0,18-04-2023,CUST-03433,4
OR202304180000004305,OR,1000,10,0,18-04-2023,CUST-00655,4
OR202304180000006346,OR,1000,10,0,18-04-2023,CUST-01568,4
OR202304180000008540,OR,1000,10,0,18-04-2023,CUST-04471,4
OR202304180000005931,OR,1000,10,0,18-04-2023,CUST-04275,4
OR202304180000006123,OR,1000,10,0,18-04-2023,CUST-03862,4
OR202304180000008902,OR,1000,10,0,18-04-2023,CUST-03926,4
OR202304190000002830,OR,1000,10,0,19-04-2023,CUST-02719,4
OR202304190000002150,OR,1000,10,0,19-04-2023,CUST-02141,4
OR202304190000001286,OR,1000,10,0,19-04-2023,CUST-00559,4
OR202304190000004599,OR,1000,10,0,19-04-2023,CUST-00079,4
OR202304190000004593,OR,1000,10,0,19-04-2023,CUST-02935,4
OR202304190000005156,OR,1000,10,0,19-04-2023,CUST-03790,4
OR202304190000005500,OR,1000,10,0,19-04-2023,CUST-03556,4
OR202304190000009839,OR,1000,10,0,19-04-2023,CUST-03919,4
OR202304190000009422,OR,1000,10,0,19-04-2023,CUST-03480,4
OR202304190000008962,OR,1000,10,0,19-04-2023,CUST-00109,4
OR202304190000008017,OR,1000,10,0,19-04-2023,CUST-00835,4
OR202304190000003116,OR,1000,10,0,19-04-2023,CUST-04292,4
OR202304190000006519,OR,1000,10,0,19-04-2023,CUST-04034,4
OR202304190000005033,OR,1000,10,0,19-04-2023,CUST-00701,4
OR202304190000003031,OR,1000,10,0,19-04-2023,CUST-00329,4
OR202304190000008278,OR,1000,10,0,19-04-2023,CUST-00383,4
OR202304190000005040,OR,1000,10,0,19-04-2023,CUST-04369,4
OR202304190000008166,OR,1000,10,0,19-04-2023,CUST-03402,4
OR202304190000005741,OR,1000,10,0,19-04-2023,CUST-03118,4
OR202304190000009792,OR,1000,10,0,19-04-2023,CUST-04549,4
OR202304190000002833,OR,1000,10,0,19-04-2023,CUST-02143,4
OR202304190000005741,OR,1000,10,0,19-04-2023,CUST-04794,4
OR202304190000006180,OR,1000,10,0,19-04-2023,CUST-00314,4
OR202304190000002745,OR,1000,10,0,19-04-2023,CUST-01557,4
OR202304190000009690,OR,1000,10,0,19-04-2023,CUST-02982,4
OR202304190000005289,OR,1000,10,0,19-04-2023,CUST-00516,4
OR202304190000004452,OR,1000,10,0,19-04-2023,CUST-01597,4
OR202304190000005433,OR,1000,10,0,19-04-2023,CUST-04749,4
OR202304190000006875,OR,1000,10,0,19-04-2023,CUST-01640,4
OR202304200000002110,OR,1000,10,0,20-04-2023,CUST-01705,4
OR202304200000004540,OR,1000,10,0,20-04-2023,CUST-03433,4
OR202304200000001877,OR,1000,10,0,20-04-2023,CUST-00472,4
OR202304200000002538,OR,1000,10,0,20-04-2023,CUST-01309,4
OR202304200000008988,OR,1000,10,0,20-04-2023,CUST-04847,4
OR202304200000001200,OR,1000,10,0,20-04-2023,CUST-03206,4
OR202304200000008569,OR,1000,10,0,20-04-2023,CUST-03414,4
OR202304200000004977,OR,1000,10,0,20-04-2023,CUST-01420,4
OR202304200000008272,OR,1000,10,0,20-04-2023,CUST-03075,4
OR202304200000002217,OR,1000,10,0,20-04-2023,CUST-00416,4
OR202304200000004258,OR,1000,10,0,20-04-2023,CUST-04622,4
OR202304200000008846,OR,1000,10,0,20-04-2023,CUST-02494,4
OR202304200000004147,OR,1000,10,0,20-04-2023,CUST-02675,4
OR202304200000006224,OR,1000,10,0,20-04-2023,CUST-00542,4
OR202304200000001369,OR,1000,10,0,20-04-2023,CUST-04505,4
OR202304200000004648,OR,1000,10,0,20-04-2023,CUST-00150,4
OR202304200000003877,OR,1000,10,0,20-04-2023,CUST-01058,4
OR202304200000009149,OR,1000,10,0,20-04-2023,CUST-04668,4
OR202304200000001805,OR,1000,10,0,20-04-2023,CUST-04355,4
OR202304210000003415,OR,1000,10,0,21-04-2023,CUST-00037,4
OR202304210000009309,OR,1000,10,0,21-04-2023,CUST-02104,4
OR202304210000005083,OR,1000,10,0,21-04-2023,CUST-01674,4
OR202304210000005650,OR,1000,10,0,21-04-2023,CUST-03032,4
OR202304210000008690,OR,1000,10,0,21-04-2023,CUST-02387,4
OR202304210000006415,OR,1000,10,0,21-04-2023,CUST-02326,4
OR202304210000004758,OR,1000,10,0,21-04-2023,CUST-00190,4
OR202304210000002527,OR,1000,10,0,21-04-2023,CUST-01504,4
OR202304210000009943,OR,1000,10,0,21-04-2023,CUST-04591,4
OR202304210000005114,OR,1000,10,0,21-04-2023,CUST-02874,4
OR202304210000006225,OR,1000,10,0,21-04-2023,CUST-02327,4
OR202304210000004086,OR,1000,10,0,21-04-2023,CUST-04991,4
OR202304210000001202,OR,1000,10,0,21-04-2023,CUST-04598,4
OR202304210000003154,OR,1000,10,0,21-04-2023,CUST-04692,4
OR202304210000005876,OR,1000,10,0,21-04-2023,CUST-03097,4
OR202304210000002805,OR,1000,10,0,21-04-2023,CUST-00407,4
OR202304210000005601,OR,1000,10,0,21-04-2023,CUST-00904,4
OR202304210000005452,OR,1000,10,0,21-04-2023,CUST-02145,4
OR202304210000001011,OR,1000,10,0,21-04-2023,CUST-03894,4
OR202304210000006543,OR,1000,10,0,21-04-2023,CUST-04905,4
OR202304210000003458,OR,1000,10,0,21-04-2023,CUST-00233,4
OR202304210000009750,OR,1000,10,0,21-04-2023,CUST-03760,4
OR202304210000009620,OR,1000,10,0,21-04-2023,CUST-01650,4
OR202304240000002752,OR,1000,10,0,24-04-2023,CUST-02724,4
OR202304240000008420,OR,1000,10,0,24-04-2023,CUST-03206,4
OR202304240000009748,OR,1000,10,0,24-04-2023,CUST-01779,4
OR202304240000004478,OR,1000,10,0,24-04-2023,CUST-03480,4
OR202304240000007302,OR,1000,10,0,24-04-2023,CUST-00031,4
OR202304240000007521,OR,1000,10,0,24-04-2023,CUST-04042,4
OR202304240000009999,OR,1000,10,0,24-04-2023,CUST-02325,4
OR202304240000001087,OR,1000,10,0,24-04-2023,CUST-03004,4
OR202304240000002230,OR,1000,10,0,24-04-2023,CUST-02471,4
OR202304240000005726,OR,1000,10,0,24-04-2023,CUST-02518,4
OR202304240000007535,OR,1000,10,0,24-04-2023,CUST-00646,4
OR202304240000008258,OR,1000,10,0,24-04-2023,CUST-01461,4
OR202304240000007005,OR,1000,10,0,24-04-2023,CUST-02891,4
OR202304240000007891,OR,1000,10,0,24-04-2023,CUST-00824,4
OR202304240000004898,OR,1000,10,0,24-04-2023,CUST-01113,4
OR202304240000004768,OR,1000,10,0,24-04-2023,CUST-03172,4
OR202304250000002455,OR,1000,10,0,25-04-2023,CUST-04126,4
OR202304250000007996,OR,1000,10,0,25-04-2023,CUST-02954,4
OR202304250000006495,OR,1000,10,0,25-04-2023,CUST-00580,4
OR202304250000006466,OR,1000,10,0,25-04-2023,CUST-03759,4
OR202304250000009824,OR,1000,10,0,25-04-2023,CUST-02285,4
OR202304250000001057,OR,1000,10,0,25-04-2023,CUST-01186,4
OR202304250000007078,OR,1000,10,0,25-04-2023,CUST-02889,4
OR202304250000002330,OR,1000,10,0,25-04-2023,CUST-02569,4
OR202304250000005776,OR,1000,10,0,25-04-2023,CUST-03295,4
OR202304250000001581,OR,1000,10,0,25-04-2023,CUST-04906,4
OR202304250000006665,OR,1000,10,0,25-04-2023,CUST-03372,4
OR202304250000006809,OR,1000,10,0,25-04-2023,CUST-02412,4
OR202304250000009516,OR,1000,10,0,25-04-2023,CUST-00516,4
OR202304250000007842,OR,1000,10,0,25-04-2023,CUST-00188,4
OR202304250000005954,OR,1000,10,0,25-04-2023,CUST-03048,4
OR202304250000004194,OR,1000,10,0,25-04-2023,CUST-00174,4
OR202304260000005186,OR,1000,10,0,26-04-2023,CUST-04694,4
OR202304260000008221,OR,1000,10,0,26-04-2023,CUST-00086,4
OR202304260000005787,OR,1000,10,0,26-04-2023,CUST-01929,4
OR202304260000004185,OR,1000,10,0,26-04-2023,CUST-02834,4
OR202304260000003000,OR,1000,10,0,26-04-2023,CUST-01514,4
OR202304260000006546,OR,1000,10,0,26-04-2023,CUST-04546,4
OR202304260000006992,OR,1000,10,0,26-04-2023,CUST-00779,4
OR202304260000002390,OR,1000,10,0,26-04-2023,CUST-01200,4
OR202304260000001744,OR,1000,10,0,26-04-2023,CUST-01742,4
OR202304260000006157,OR,1000,10,0,26-04-2023,CUST-01253,4
OR202304260000008306,OR,1000,10,0,26-04-2023,CUST-03496,4
OR202304260000002681,OR,1000,10,0,26-04-2023,CUST-04747,4
OR202304260000007902,OR,1000,10,0,26-04-2023,CUST-00742,4
OR202304260000002335,OR,1000,10,0,26-04-2023,CUST-00235,4
OR202304260000003378,OR,1000,10,0,26-04-2023,CUST-00114,4
OR202304260000001691,OR,1000,10,0,26-04-2023,CUST-02433,4
OR202304260000008202,OR,1000,10,0,26-04-2023,CUST-00231,4
OR202304260000003082,OR,1000,10,0,26-04-2023,CUST-00604,4
OR202304260000003186,OR,1000,10,0,26-04-2023,CUST-01399,4
OR202304270000009431,OR,1000,10,0,27-04-2023,CUST-04959,4
OR202304270000006764,OR,1000,10,0,27-04-2023,CUST-01689,4
OR202304270000007403,OR,1000,10,0,27-04-2023,CUST-02489,4
OR202304270000009477,OR,1000,10,0,27-04-2023,CUST-03744,4
OR202304270000002015,OR,1000,10,0,27-04-2023,CUST-03729,4
OR202304270000003236,OR,1000,10,0,27-04-2023,CUST-01318,4
OR202304270000009391,OR,1000,10,0,27-04-2023,CUST-04494,4
OR202304270000007362,OR,1000,10,0,27-04-2023,CUST-03786,4
OR202304270000001652,OR,1000,10,0,27-04-2023,CUST-03354,4
OR202304270000002469,OR,1000,10,0,27-04-2023,CUST-02822,4
OR202304270000006417,OR,1000,10,0,27-04-2023,CUST-01432,4
OR202304270000004374,OR,1000,10,0,27-04-2023,CUST-00081,4
OR202304270000001669,OR,1000,10,0,27-04-2023,CUST-00876,4
OR202304270000007093,OR,1000,10,0,27-04-2023,CUST-01975,4
OR202304270000004982,OR,1000,10,0,27-04-2023,CUST-00524,4
OR202304270000006314,OR,1000,10,0,27-04-2023,CUST-04613,4
OR202304270000001766,OR,1000,10,0,27-04-2023,CUST-00776,4
OR202304270000006764,OR,1000,10,0,27-04-2023,CUST-01809,4
OR202304270000004185,OR,1000,10,0,27-04-2023,CUST-01853,4
OR202304270000003009,OR,1000,10,0,27-04-2023,CUST-02378,4
OR202304270000002582,OR,1000,10,0,27-04-2023,CUST-00705,4
OR202304270000002201,OR,1000,10,0,27-04-2023,CUST-02026,4
OR202304270000009411,OR,1000,10,0,27-04-2023,CUST-04017,4
OR202304270000003870,OR,1000,10,0,27-04-2023,CUST-02000,4
OR202304270000002729,OR,1000,10,0,27-04-2023,CUST-04506,4
OR202304270000004090,OR,1000,10,0,27-04-2023,CUST-03300,4
OR202304270000007654,OR,1000,10,0,27-04-2023,CUST-04019,4
OR202304280000002325,OR,1000,10,0,28-04-2023,CUST-03277,4
OR202304280000004555,OR,1000,10,0,28-04-2023,CUST-04370,4
OR202304280000006032,OR,1000,10,0,28-04-2023,CUST-03392,4
OR202304280000009815,OR,1000,10,0,28-04-2023,CUST-04106,4
OR202304280000001285,OR,1000,10,0,28-04-2023,CUST-04507,4
OR202304280000009841,OR,1000,10,0,28-04-2023,CUST-01490,4
OR202304280000006121,OR,1000,10,0,28-04-2023,CUST-04835,4
OR202304280000001210,OR,1000,10,0,28-04-2023,CUST-00763,4
OR202304280000008641,OR,1000,10,0,28-04-2023,CUST-04271,4
OR202304280000009641,OR,1000,10,0,28-04-2023,CUST-01491,4
OR202304280000003620,OR,1000,10,0,28-04-2023,CUST-03483,4
OR202304280000007145,OR,1000,10,0,28-04-2023,CUST-04468,4
OR202304280000005857,OR,1000,10,0,28-04-2023,CUST-04829,4
OR202304280000008480,OR,1000,10,0,28-04-2023,CUST-01091,4
OR202304280000005479,OR,1000,10,0,28-04-2023,CUST-02250,4
OR202304280000006374,OR,1000,10,0,28-04-2023,CUST-01204,4
OR202304280000009937,OR,1000,10,0,28-04-2023,CUST-04462,4
OR202305010000007808,OR,1000,10,0,01-05-2023,CUST-02115,5
OR202305010000006825,OR,1000,10,0,01-05-2023,CUST-01580,5
OR202305010000006971,OR,1000,10,0,01-05-2023,CUST-04840,5
OR202305010000003416,OR,1000,10,0,01-05-2023,CUST-02628,5
OR202305010000009911,OR,1000,10,0,01-05-2023,CUST-01593,5
OR202305010000008780,OR,1000,10,0,01-05-2023,CUST-01200,5
OR202305010000005822,OR,1000,10,0,01-05-2023,CUST-02839,5
OR202305010000009114,OR,1000,10,0,01-05-2023,CUST-04040,5
OR202305010000004979,OR,1000,10,0,01-05-2023,CUST-03150,5
OR202305010000008200,OR,1000,10,0,01-05-2023,CUST-00355,5
OR202305010000001109,OR,1000,10,0,01-05-2023,CUST-03550,5
OR202305010000003788,OR,1000,10,0,01-05-2023,CUST-00601,5
OR202305010000004637,OR,1000,10,0,01-05-2023,CUST-04164,5
OR202305010000006522,OR,1000,10,0,01-05-2023,CUST-01146,5
OR202305010000002387,OR,1000,10,0,01-05-2023,CUST-03163,5
OR202305010000005701,OR,1000,10,0,01-05-2023,CUST-02530,5
OR202305020000009706,OR,1000,10,0,02-05-2023,CUST-01336,5
OR202305020000005365,OR,1000,10,0,02-05-2023,CUST-00802,5
OR202305020000003847,OR,1000,10,0,02-05-2023,CUST-02322,5
OR202305020000001342,OR,1000,10,0,02-05-2023,CUST-02736,5
OR202305020000004994,OR,1000,10,0,02-05-2023,CUST-02708,5
OR202305020000004036,OR,1000,10,0,02-05-2023,CUST-03911,5
OR202305020000002052,OR,1000,10,0,02-05-2023,CUST-00362,5
OR202305020000009158,OR,1000,10,0,02-05-2023,CUST-02525,5
OR202305020000005771,OR,1000,10,0,02-05-2023,CUST-03536,5
OR202305020000007460,OR,1000,10,0,02-05-2023,CUST-03859,5
OR202305020000005283,OR,1000,10,0,02-05-2023,CUST-02165,5
OR202305020000003947,OR,1000,10,0,02-05-2023,CUST-03348,5
OR202305020000002920,OR,1000,10,0,02-05-2023,CUST-00655,5
OR202305020000006124,OR,1000,10,0,02-05-2023,CUST-01301,5
OR202305020000005543,OR,1000,10,0,02-05-2023,CUST-03198,5
OR202305030000001031,OR,1000,10,0,03-05-2023,CUST-02328,5
OR202305030000006064,OR,1000,10,0,03-05-2023,CUST-01081,5
OR202305030000005926,OR,1000,10,0,03-05-2023,CUST-03672,5
OR202305030000009593,OR,1000,10,0,03-05-2023,CUST-03781,5
OR202305030000009590,OR,1000,10,0,03-05-2023,CUST-01694,5
OR202305030000006775,OR,1000,10,0,03-05-2023,CUST-01762,5
OR202305030000009321,OR,1000,10,0,03-05-2023,CUST-00550,5
OR202305030000007673,OR,1000,10,0,03-05-2023,CUST-03750,5
OR202305030000008561,OR,1000,10,0,03-05-2023,CUST-03757,5
OR202305030000002237,OR,1000,10,0,03-05-2023,CUST-03068,5
OR202305030000007290,OR,1000,10,0,03-05-2023,CUST-04187,5
OR202305030000004522,OR,1000,10,0,03-05-2023,CUST-02983,5
OR202305030000004681,OR,1000,10,0,03-05-2023,CUST-02876,5
OR202305030000001042,OR,1000,10,0,03-05-2023,CUST-00887,5
OR202305030000002031,OR,1000,10,0,03-05-2023,CUST-03657,5
OR202305030000006824,OR,1000,10,0,03-05-2023,CUST-01521,5
OR202305030000004280,OR,1000,10,0,03-05-2023,CUST-03005,5
OR202305030000001164,OR,1000,10,0,03-05-2023,CUST-01851,5
OR202305030000005402,OR,1000,10,0,03-05-2023,CUST-04363,5
OR202305030000003222,OR,1000,10,0,03-05-2023,CUST-00218,5
OR202305030000004024,OR,1000,10,0,03-05-2023,CUST-03885,5
OR202305030000009909,OR,1000,10,0,03-05-2023,CUST-04360,5
OR202305030000004493,OR,1000,10,0,03-05-2023,CUST-03247,5
OR202305030000004381,OR,1000,10,0,03-05-2023,CUST-04297,5
OR202305030000006633,OR,1000,10,0,03-05-2023,CUST-04347,5
OR202305030000004603,OR,1000,10,0,03-05-2023,CUST-04928,5
