sales_order,sales_order_item,material_id,order_quantity,plant_id,net_value,currency
OR202304060000007778,1,MAT-00028,44,4,794.112,USD
OR202304060000007778,2,MAT-00729,12,3,1225.872,USD
OR202304060000007778,3,MAT-00251,10,3,920.4,USD
OR202304060000007778,4,MAT-00093,39,1,14075.1,USD
OR202304060000007778,5,MAT-00472,25,4,1358.7,USD
OR202304060000003326,1,MAT-00085,4,5,1353.408,USD
OR202304060000003326,2,MAT-01216,26,1,8726.016,USD
OR202304060000008355,1,MAT-01252,41,2,6219.864,USD
OR202304060000008355,2,MAT-00825,21,4,1853.964,USD
OR202304060000008355,3,MAT-01185,40,5,5873.76,USD
OR202304060000008453,1,MAT-00185,20,2,9136.8,USD
OR202304060000008453,2,MAT-01144,29,5,14546.052,USD
OR202304060000008453,3,MAT-01282,14,2,4193.784,USD
OR202304060000002652,1,MAT-01054,18,1,10108.584,USD
OR202304060000002652,2,MAT-00973,36,5,17551.296,USD
OR202304060000002652,3,MAT-01271,23,5,6872.952,USD
OR202304060000001340,1,MAT-00402,39,2,1975.896,USD
OR202304060000001340,2,MAT-00914,35,1,18761.82,USD
OR202304060000001340,3,MAT-00053,13,3,4486.872,USD
OR202304060000001340,4,MAT-00837,9,1,604.908,USD
OR202304060000001340,5,MAT-01324,2,2,502.464,USD
OR202304060000006784,1,MAT-00268,43,2,13099.692,USD
OR202304060000006784,2,MAT-01412,10,1,1106.88,USD
OR202304060000006784,3,MAT-00666,10,3,5098.8,USD
OR202304060000006784,4,MAT-01405,16,2,930.432,USD
OR202304060000001241,1,MAT-00753,44,4,14334.144,USD
OR202304060000001241,2,MAT-00471,25,5,4980.9,USD
OR202304060000001241,3,MAT-00653,42,3,7035.84,USD
OR202304060000001241,4,MAT-01048,10,3,5263.8,USD
OR202304060000001241,5,MAT-00695,31,1,7966.008,USD
OR202304060000006318,1,MAT-00952,40,1,19446.72,USD
OR202304060000006318,2,MAT-01401,37,1,10495.716,USD
OR202304060000006318,3,MAT-00399,24,4,3316.32,USD
OR202304060000006318,4,MAT-00960,26,3,10794.264,USD
OR202304060000009065,1,MAT-00680,5,4,2088.9,USD
OR202304060000009065,2,MAT-00121,38,3,7346.616,USD
OR202304070000003741,1,MAT-00875,28,1,10357.872,USD
OR202304070000003741,2,MAT-01282,26,3,2342.808,USD
OR202304070000007335,1,MAT-01260,11,3,407.352,USD
OR202304070000007335,2,MAT-00611,30,3,2023.2,USD
OR202304070000007335,3,MAT-00661,9,2,1702.728,USD
OR202304070000007335,4,MAT-01375,11,4,2165.46,USD
OR202304070000007335,5,MAT-00423,3,3,1204.632,USD
OR202304070000005983,1,MAT-01443,10,3,1634.16,USD
OR202304070000005983,2,MAT-00212,40,3,23576.16,USD
OR202304070000005983,3,MAT-00858,12,5,6259.968,USD
OR202304070000005983,4,MAT-00621,21,4,573.048,USD
OR202304070000008361,1,MAT-00222,50,2,1273.8,USD
OR202304070000001236,1,MAT-00449,6,4,2971.872,USD
OR202304070000004231,1,MAT-00940,31,4,15030.288,USD
OR202304070000004231,2,MAT-00531,10,1,1938.72,USD
OR202304070000004231,3,MAT-00508,15,4,7232.04,USD
OR202304070000004231,4,MAT-00751,25,2,909.6,USD
OR202304070000004878,1,MAT-00123,27,5,13208.508,USD
OR202304070000004878,2,MAT-01147,28,4,4340.784,USD
OR202304070000001953,1,MAT-00078,27,3,7283.844,USD
OR202304070000001953,2,MAT-00543,49,2,28626.192,USD
OR202304070000001953,3,MAT-01242,32,3,11457.792,USD
OR202304070000001953,4,MAT-00472,22,3,5802.192,USD
OR202304070000001953,5,MAT-00382,42,3,20133.288,USD
OR202304070000009004,1,MAT-00226,30,1,1643.4,USD
OR202304070000009004,2,MAT-01133,43,1,11982.552,USD
OR202304070000009004,3,MAT-00980,10,3,2893.68,USD
OR202304070000009004,4,MAT-00743,22,5,10951.248,USD
OR202304070000004437,1,MAT-00807,2,4,513.192,USD
OR202304070000004437,2,MAT-00158,27,3,11417.76,USD
OR202304070000005544,1,MAT-00359,13,5,4486.872,USD
OR202304070000005544,2,MAT-00726,17,3,1786.836,USD
OR202304070000008204,1,MAT-01003,34,5,12130.656,USD
OR202304070000001201,1,MAT-01022,4,2,372.768,USD
OR202304070000001201,2,MAT-01417,12,5,3265.2,USD
OR202304070000004882,1,MAT-00882,6,4,1915.992,USD
OR202304070000004882,2,MAT-00835,46,1,12660.12,USD
OR202304070000004882,3,MAT-00965,7,3,391.44,USD
OR202304070000004882,4,MAT-01152,10,1,3729.84,USD
OR202304070000008953,1,MAT-00670,20,4,8352.72,USD
OR202304070000008953,2,MAT-00324,11,1,937.728,USD
OR202304070000008953,3,MAT-00620,34,4,12071.088,USD
OR202304070000008953,4,MAT-00180,13,3,2659.02,USD
OR202304070000008953,5,MAT-01266,26,4,5840.952,USD
OR202304070000002585,1,MAT-00645,22,2,12468.456,USD
OR202304070000002585,2,MAT-00526,31,2,13499.88,USD
OR202304070000002585,3,MAT-00500,27,2,842.724,USD
OR202304070000002585,4,MAT-00810,5,4,64.26,USD
OR202304070000004518,1,MAT-01012,45,1,19627.38,USD
OR202304070000004518,2,MAT-01361,16,2,3024.768,USD
OR202304070000004518,3,MAT-01123,2,3,556.248,USD
OR202304070000004518,4,MAT-01120,4,1,560.352,USD
OR202304070000004518,5,MAT-01377,48,1,21607.488,USD
OR202304070000007014,1,MAT-00923,49,4,10235.904,USD
OR202304070000007014,2,MAT-00441,18,1,7823.52,USD
OR202304070000007014,3,MAT-01297,15,4,759.24,USD
OR202304070000007014,4,MAT-00338,45,2,8322.48,USD
OR202304070000007014,5,MAT-00789,8,3,4383.072,USD
OR202304070000001157,1,MAT-01453,30,3,17675.28,USD
OR202304070000001157,2,MAT-00587,22,4,7774.536,USD
OR202304070000001044,1,MAT-00891,13,3,7714.668,USD
OR202304070000001044,2,MAT-00473,13,2,7290.504,USD
OR202304070000005610,1,MAT-00456,22,2,4159.32,USD
OR202304070000007758,1,MAT-00803,19,1,303.24,USD
OR202304070000007758,2,MAT-00726,39,1,10754.64,USD
OR202304070000007758,3,MAT-00301,15,3,7427.52,USD
OR202304070000007758,4,MAT-00158,7,2,659.064,USD
OR202304070000007758,5,MAT-00991,39,1,21449.844,USD
OR202304070000003352,1,MAT-01159,5,5,1426.56,USD
OR202304070000003352,2,MAT-01405,18,5,9264.24,USD
OR202304070000001515,1,MAT-00585,28,2,12025.104,USD
OR202304070000001515,2,MAT-01492,34,4,20133.984,USD
OR202304070000001515,3,MAT-01206,30,5,8501.76,USD
OR202304070000006818,1,MAT-00012,40,3,21587.04,USD
OR202304070000006818,2,MAT-00648,8,4,4389.504,USD
OR202304070000006818,3,MAT-00347,15,4,6196.68,USD
OR202304070000006818,4,MAT-01177,15,4,7885.44,USD
OR202304070000006818,5,MAT-00136,14,2,3908.856,USD
OR202304070000001083,1,MAT-01182,43,3,11844.264,USD
OR202304070000008589,1,MAT-00733,2,5,957.432,USD
OR202304070000005222,1,MAT-00378,10,4,952.2,USD
OR202304070000005222,2,MAT-00249,2,2,221.088,USD
OR202304070000005222,3,MAT-00468,31,2,4787.64,USD
OR202304070000008543,1,MAT-00988,11,2,3430.284,USD
OR202304070000008543,2,MAT-00701,3,2,84.708,USD
OR202304070000008543,3,MAT-00642,39,1,19179.108,USD
OR202304070000002948,1,MAT-00948,19,3,7432.344,USD
OR202304070000002948,2,MAT-01450,4,2,1137.024,USD
OR202304100000009975,1,MAT-00783,44,3,24486.528,USD
OR202304100000009975,2,MAT-00515,21,3,10221.12,USD
OR202304100000009975,3,MAT-01476,20,3,3541.68,USD
OR202304100000009975,4,MAT-00498,10,5,2810.16,USD
OR202304100000009241,1,MAT-00186,30,1,8320.68,USD
OR202304100000003318,1,MAT-01237,13,4,5485.896,USD
OR202304100000003318,2,MAT-01336,16,4,6364.416,USD
OR202304100000003318,3,MAT-01450,45,3,3276.18,USD
OR202304100000007655,1,MAT-00628,1,4,26.172,USD
OR202304100000005088,1,MAT-01176,48,2,28068.48,USD
OR202304100000005088,2,MAT-00054,39,2,13553.28,USD
OR202304100000005088,3,MAT-01128,46,5,10840.176,USD
OR202304100000005088,4,MAT-00166,41,5,10380.708,USD
OR202304100000001596,1,MAT-00734,20,5,2788.56,USD
OR202304100000001596,2,MAT-00138,9,5,441.18,USD
OR202304100000001596,3,MAT-01463,4,3,90.72,USD
OR202304100000004405,1,MAT-00183,10,4,2283.24,USD
OR202304100000004405,2,MAT-01284,44,3,8642.832,USD
OR202304100000005644,1,MAT-00629,30,4,10502.64,USD
OR202304100000005644,2,MAT-00842,1,4,15.516,USD
OR202304100000004355,1,MAT-00514,45,5,14588.1,USD
OR202304100000004355,2,MAT-01194,20,1,5411.28,USD
OR202304100000009989,1,MAT-00747,5,3,875.7,USD
OR202304100000009989,2,MAT-00167,30,2,14234.4,USD
OR202304100000009989,3,MAT-00898,28,3,11224.416,USD
OR202304100000009989,4,MAT-00698,5,4,134.7,USD
OR202304100000004153,1,MAT-00801,2,2,651.912,USD
OR202304100000004153,2,MAT-00284,15,1,3918.42,USD
OR202304100000004153,3,MAT-01090,37,1,19678.968,USD
OR202304100000004153,4,MAT-01215,1,4,468.18,USD
OR202304100000001289,1,MAT-00692,11,1,3241.128,USD
OR202304100000001289,2,MAT-01402,38,1,14561.904,USD
OR202304100000001289,3,MAT-00370,35,2,16573.62,USD
OR202304100000001289,4,MAT-00541,46,3,24428.76,USD
OR202304100000001289,5,MAT-01164,48,2,9400.896,USD
OR202304100000009299,1,MAT-00628,42,5,3811.752,USD
OR202304100000001554,1,MAT-00899,20,2,7462.8,USD
OR202304100000001554,2,MAT-00018,49,1,4766.916,USD
OR202304100000002005,1,MAT-01110,39,5,17546.256,USD
OR202304110000002491,1,MAT-00823,21,3,3823.848,USD
OR202304110000002491,2,MAT-00298,14,2,2724.792,USD
OR202304110000003665,1,MAT-00472,20,4,1086.96,USD
OR202304110000003665,2,MAT-01234,32,1,5803.776,USD
OR202304110000003665,3,MAT-00645,12,2,6800.976,USD
OR202304110000003665,4,MAT-00900,17,1,8204.472,USD
OR202304110000008210,1,MAT-00316,17,1,6012.084,USD
OR202304110000008210,2,MAT-00286,6,5,518.256,USD
OR202304110000008210,3,MAT-00256,31,1,3429.096,USD
OR202304110000008210,4,MAT-00820,43,4,10613.088,USD
OR202304110000005931,1,MAT-00891,19,1,4928.22,USD
OR202304110000008396,1,MAT-01204,18,2,4676.184,USD
OR202304110000008396,2,MAT-01471,44,2,21056.112,USD
OR202304110000005235,1,MAT-00490,34,1,13550.496,USD
OR202304110000005235,2,MAT-00713,2,4,713.592,USD
OR202304110000004757,1,MAT-00671,23,2,10833.828,USD
OR202304110000004757,2,MAT-00849,14,2,3760.512,USD
OR202304110000001235,1,MAT-00247,47,3,23907.96,USD
OR202304110000001235,2,MAT-00838,13,5,5463.9,USD
OR202304110000001235,3,MAT-01141,26,2,14867.424,USD
OR202304110000004107,1,MAT-01422,3,4,417.816,USD
OR202304110000004107,2,MAT-01440,19,4,4479.288,USD
OR202304110000004107,3,MAT-00449,13,4,6439.056,USD
OR202304110000004107,4,MAT-01441,39,3,4745.052,USD
OR202304110000004107,5,MAT-00751,2,4,887.112,USD
OR202304110000003532,1,MAT-01369,3,1,1795.896,USD
OR202304110000004875,1,MAT-01492,48,3,10966.464,USD
OR202304110000004875,2,MAT-00711,8,5,1733.28,USD
OR202304110000004875,3,MAT-01476,8,5,3532.416,USD
OR202304110000004875,4,MAT-01044,15,4,2291.58,USD
OR202304110000004875,5,MAT-01063,21,5,11229.12,USD
OR202304110000004499,1,MAT-01409,23,3,8385.708,USD
OR202304110000004499,2,MAT-00384,47,5,2035.476,USD
OR202304110000004499,3,MAT-01302,12,3,848.448,USD
OR202304110000004499,4,MAT-00074,46,4,11798.448,USD
OR202304110000003535,1,MAT-01162,8,5,3155.712,USD
OR202304110000003535,2,MAT-00161,5,3,2375.16,USD
OR202304110000003535,3,MAT-00189,22,2,1407.384,USD
OR202304110000004820,1,MAT-00550,26,1,13935.168,USD
OR202304110000009108,1,MAT-00611,1,4,367.764,USD
OR202304110000009108,2,MAT-00846,25,4,8755.8,USD
OR202304110000009108,3,MAT-00628,16,5,1452.096,USD
OR202304110000005709,1,MAT-01087,44,1,17166.864,USD
OR202304110000005709,2,MAT-00426,30,4,4658.76,USD
OR202304110000005709,3,MAT-01349,10,1,2673.36,USD
OR202304110000005709,4,MAT-01463,42,4,20410.488,USD
OR202304110000005709,5,MAT-01472,38,3,16289.688,USD
OR202304110000005310,1,MAT-01149,45,4,23108.76,USD
OR202304110000007906,1,MAT-00134,49,5,5157.936,USD
OR202304110000007906,2,MAT-01246,12,5,6541.344,USD
OR202304110000006776,1,MAT-01149,18,5,7077.24,USD
OR202304110000006776,2,MAT-00049,33,3,9794.268,USD
OR202304110000006776,3,MAT-00684,41,4,8119.476,USD
OR202304110000006776,4,MAT-00132,36,1,12594.528,USD
OR202304110000008771,1,MAT-00144,46,2,26948.64,USD
OR202304110000008771,2,MAT-00579,36,2,12381.984,USD
OR202304110000005892,1,MAT-00983,4,1,925.344,USD
OR202304110000005892,2,MAT-00018,32,3,16398.336,USD
OR202304110000005892,3,MAT-00486,41,1,5467.104,USD
OR202304110000005892,4,MAT-01401,5,3,2522.52,USD
OR202304110000007244,1,MAT-00837,5,5,781.14,USD
OR202304110000007244,2,MAT-00400,11,2,4571.556,USD
OR202304110000007244,3,MAT-00870,35,4,11347.14,USD
OR202304110000007244,4,MAT-01388,34,3,2395.776,USD
OR202304110000003479,1,MAT-01172,50,3,8845.2,USD
OR202304110000003479,2,MAT-01469,16,5,8184.576,USD
OR202304110000005616,1,MAT-00784,3,5,1655.856,USD
OR202304110000005616,2,MAT-00375,16,3,7568.448,USD
OR202304110000005616,3,MAT-01497,10,5,3288.96,USD
OR202304110000005616,4,MAT-00078,16,1,2872.512,USD
OR202304110000005616,5,MAT-00138,39,5,1911.78,USD
OR202304110000004154,1,MAT-01410,9,1,5068.548,USD
OR202304110000004154,2,MAT-00180,3,5,754.308,USD
OR202304110000004154,3,MAT-00260,26,1,6104.904,USD
OR202304110000003260,1,MAT-01027,18,4,1206.792,USD
OR202304110000003260,2,MAT-00605,38,4,13311.552,USD
OR202304110000003260,3,MAT-00390,21,4,3239.712,USD
OR202304110000003260,4,MAT-00969,43,1,3972.684,USD
OR202304110000003260,5,MAT-00178,38,1,2739.192,USD
OR202304110000004555,1,MAT-00242,21,2,7376.292,USD
OR202304110000004555,2,MAT-01286,48,3,16401.6,USD
OR202304110000003564,1,MAT-01082,30,3,8877.24,USD
OR202304110000003322,1,MAT-01362,18,4,7681.176,USD
OR202304110000003322,2,MAT-01426,14,3,6957.384,USD
OR202304110000003322,3,MAT-00743,18,1,5780.16,USD
OR202304110000003322,4,MAT-00247,19,1,1698.6,USD
OR202304110000003322,5,MAT-01103,43,5,14456.772,USD
OR202304110000009370,1,MAT-01264,4,5,436.56,USD
OR202304110000009370,2,MAT-00742,39,3,19523.556,USD
OR202304110000009370,3,MAT-01389,35,3,17956.68,USD
OR202304110000009370,4,MAT-01010,3,1,1658.88,USD
OR202304120000006528,1,MAT-00481,46,5,8914.8,USD
OR202304120000006528,2,MAT-01354,1,3,364.56,USD
OR202304120000006528,3,MAT-00120,20,2,885.84,USD
OR202304120000006528,4,MAT-00038,36,5,3525.12,USD
OR202304120000006528,5,MAT-00094,50,4,21030.6,USD
OR202304120000003478,1,MAT-00418,45,1,24628.86,USD
OR202304120000003478,2,MAT-00747,14,3,2451.96,USD
OR202304120000003478,3,MAT-00579,15,1,4694.58,USD
OR202304120000003478,4,MAT-00310,34,4,10541.088,USD
OR202304120000003478,5,MAT-00908,20,5,6226.32,USD
OR202304120000005269,1,MAT-00622,40,4,9433.44,USD
OR202304120000005269,2,MAT-00878,13,5,2730.312,USD
OR202304120000005269,3,MAT-00436,49,3,20624.688,USD
OR202304120000006740,1,MAT-00828,46,2,27287.016,USD
OR202304120000006740,2,MAT-01119,16,4,2508.096,USD
OR202304120000006740,3,MAT-00130,27,1,10617.156,USD
OR202304120000006740,4,MAT-00883,27,1,11816.928,USD
OR202304120000006740,5,MAT-00077,32,4,7974.528,USD
OR202304120000006884,1,MAT-00558,13,4,6526.572,USD
OR202304120000002140,1,MAT-00811,16,5,6461.568,USD
OR202304120000002140,2,MAT-01423,25,4,11269.8,USD
OR202304120000002152,1,MAT-00178,33,4,10959.3,USD
OR202304120000002152,2,MAT-00902,41,1,12945.504,USD
OR202304120000002152,3,MAT-00404,50,2,19029.6,USD
OR202304120000002152,4,MAT-00313,27,2,2712.204,USD
OR202304120000001397,1,MAT-00168,25,5,373.2,USD
OR202304120000006989,1,MAT-00402,36,5,16791.84,USD
OR202304120000006989,2,MAT-00349,6,5,3059.496,USD
OR202304120000006989,3,MAT-00124,8,1,2811.936,USD
OR202304120000006299,1,MAT-00969,39,2,16456.284,USD
OR202304120000006299,2,MAT-01488,41,3,14568.12,USD
OR202304120000008702,1,MAT-00056,39,5,5943.6,USD
OR202304120000008702,2,MAT-01393,1,1,192.636,USD
OR202304120000002626,1,MAT-01160,31,3,16161.912,USD
OR202304120000002626,2,MAT-00017,34,3,11187.768,USD
OR202304120000002626,3,MAT-00239,38,3,5408.616,USD
OR202304120000002626,4,MAT-00329,5,3,2000.1,USD
OR202304120000002626,5,MAT-00229,13,4,2323.62,USD
OR202304120000005454,1,MAT-00434,18,1,4782.888,USD
OR202304120000005454,2,MAT-00442,14,4,7963.536,USD
OR202304120000005454,3,MAT-01213,45,2,24771.42,USD
OR202304120000007157,1,MAT-01284,25,3,4910.7,USD
OR202304120000007157,2,MAT-00327,21,1,12541.788,USD
OR202304120000007157,3,MAT-00937,28,5,6555.696,USD
OR202304120000007188,1,MAT-00682,1,4,393.48,USD
OR202304120000007188,2,MAT-00794,8,2,545.952,USD
OR202304120000006902,1,MAT-01083,41,2,8951.94,USD
OR202304130000008950,1,MAT-00953,39,2,16785.756,USD
OR202304130000008950,2,MAT-00556,9,4,3292.92,USD
OR202304130000008950,3,MAT-00715,43,3,15560.496,USD
OR202304130000004178,1,MAT-00210,22,1,2122.296,USD
OR202304130000002219,1,MAT-00245,9,3,4588.272,USD
OR202304130000002219,2,MAT-00561,11,4,6538.752,USD
OR202304130000002219,3,MAT-00878,2,1,623.112,USD
OR202304130000001064,1,MAT-01072,42,2,17727.192,USD
OR202304130000001064,2,MAT-00671,48,4,26748.288,USD
OR202304130000003452,1,MAT-00025,16,1,5976,USD
OR202304130000003452,2,MAT-00711,15,4,1219.68,USD
OR202304130000003452,3,MAT-01230,22,3,8456.976,USD
OR202304130000003452,4,MAT-00592,23,3,11488.224,USD
OR202304130000009670,1,MAT-00885,30,1,7768.8,USD
OR202304130000009670,2,MAT-00778,25,1,582.9,USD
OR202304130000009670,3,MAT-00278,43,2,18762.792,USD
OR202304130000009482,1,MAT-00029,48,3,20251.584,USD
OR202304130000009482,2,MAT-00840,45,2,22967.82,USD
OR202304130000009333,1,MAT-00328,4,2,2341.824,USD
OR202304130000009333,2,MAT-00158,27,3,11417.76,USD
OR202304130000009333,3,MAT-01463,21,2,4680.9,USD
OR202304130000009333,4,MAT-00086,31,1,4363.188,USD
OR202304130000004503,1,MAT-00522,12,1,1480.896,USD
OR202304130000004503,2,MAT-00651,26,4,6831.864,USD
OR202304130000003231,1,MAT-00130,34,2,19956.504,USD
OR202304130000006150,1,MAT-01394,19,2,4557.036,USD
OR202304130000006150,2,MAT-00401,9,5,2045.736,USD
OR202304130000006150,3,MAT-00314,48,1,1793.664,USD
OR202304130000006150,4,MAT-00251,17,2,4483.308,USD
OR202304130000008788,1,MAT-00970,46,3,2707.56,USD
OR202304130000008788,2,MAT-00814,11,1,1483.812,USD
OR202304130000008788,3,MAT-01431,12,1,6906.672,USD
OR202304130000008788,4,MAT-00142,38,1,8430.072,USD
OR202304130000006226,1,MAT-00754,39,5,10948.86,USD
OR202304130000009534,1,MAT-01321,7,3,223.02,USD
OR202304130000009534,2,MAT-00465,47,1,21394.776,USD
OR202304130000009534,3,MAT-00948,12,3,4694.112,USD
OR202304130000007411,1,MAT-01345,2,5,272.16,USD
OR202304130000007411,2,MAT-01192,30,1,1220.4,USD
OR202304130000007411,3,MAT-00858,1,4,197.22,USD
OR202304130000001147,1,MAT-01114,5,2,576.6,USD
OR202304130000001147,2,MAT-00631,1,5,545.82,USD
OR202304130000001147,3,MAT-01483,25,1,3714.3,USD
OR202304130000002622,1,MAT-01216,42,4,8001.504,USD
OR202304130000002622,2,MAT-01012,27,1,11776.428,USD
OR202304130000002622,3,MAT-01063,15,3,4752.72,USD
OR202304130000003244,1,MAT-00640,17,4,4084.488,USD
OR202304130000002843,1,MAT-00586,17,5,3195.252,USD
OR202304130000002843,2,MAT-00624,32,1,19177.344,USD
OR202304130000002843,3,MAT-01182,42,4,12368.664,USD
OR202304130000002843,4,MAT-00161,31,2,10197.636,USD
OR202304130000003515,1,MAT-01310,31,4,2071.296,USD
OR202304130000002175,1,MAT-00072,11,4,2166.516,USD
OR202304130000002175,2,MAT-00636,43,4,4267.836,USD
OR202304130000002175,3,MAT-00386,39,3,7971.912,USD
OR202304130000008610,1,MAT-01106,8,3,1777.536,USD
OR202304130000008610,2,MAT-00300,16,5,590.016,USD
OR202304130000006386,1,MAT-01273,31,1,693.78,USD
OR202304130000006386,2,MAT-00805,14,1,877.296,USD
OR202304130000008304,1,MAT-00192,8,5,3561.216,USD
OR202304130000008304,2,MAT-00363,20,2,6743.76,USD
OR202304130000004648,1,MAT-00423,5,5,1492.56,USD
OR202304130000004648,2,MAT-00502,44,5,4754.64,USD
OR202304130000004648,3,MAT-00613,20,2,2243.76,USD
OR202304130000004648,4,MAT-01336,28,5,12242.16,USD
OR202304130000004648,5,MAT-00247,46,4,23717.232,USD
OR202304130000006072,1,MAT-00359,14,3,4283.664,USD
OR202304130000006072,2,MAT-01209,13,5,3384.264,USD
OR202304130000006072,3,MAT-01170,2,4,1125.384,USD
OR202304130000001610,1,MAT-00676,6,2,3557.088,USD
OR202304130000001610,2,MAT-00155,17,2,8166.732,USD
OR202304130000001610,3,MAT-00658,27,4,11418.084,USD
OR202304130000001610,4,MAT-00726,10,3,1051.08,USD
OR202304130000001816,1,MAT-01042,49,3,11691.792,USD
OR202304130000003770,1,MAT-00901,11,1,4538.952,USD
OR202304130000003770,2,MAT-00756,41,2,13834.548,USD
OR202304130000003770,3,MAT-00105,23,1,12840.348,USD
OR202304130000003770,4,MAT-01347,26,3,12951.12,USD
OR202304130000006224,1,MAT-00275,37,5,5021.64,USD
OR202304130000006224,2,MAT-01407,43,4,20911.932,USD
OR202304130000006224,3,MAT-00296,21,4,11605.356,USD
OR202304130000006224,4,MAT-00542,11,2,6363.72,USD
OR202304130000006224,5,MAT-00301,37,2,6919.296,USD
OR202304140000008600,1,MAT-00892,45,2,9873.36,USD
OR202304140000008600,2,MAT-01182,47,5,12506.7,USD
OR202304140000008600,3,MAT-01487,33,1,13050.576,USD
OR202304140000008600,4,MAT-00093,50,1,18045,USD
OR202304140000008600,5,MAT-01129,31,5,5056.224,USD
OR202304140000007420,1,MAT-01126,19,4,6209.58,USD
OR202304140000007420,2,MAT-00887,27,2,6380.532,USD
OR202304140000007420,3,MAT-00621,4,3,1924.752,USD
OR202304140000007420,4,MAT-00746,42,3,12274.416,USD
OR202304140000007010,1,MAT-00487,8,3,1500.288,USD
OR202304140000007010,2,MAT-01334,29,2,10023.096,USD
OR202304140000001565,1,MAT-00369,1,4,94.812,USD
OR202304140000008143,1,MAT-00500,28,3,16611.84,USD
OR202304140000008143,2,MAT-01109,8,3,3177.12,USD
OR202304140000008143,3,MAT-00519,1,4,447.144,USD
OR202304140000006537,1,MAT-00754,15,5,4211.1,USD
OR202304140000006537,2,MAT-01162,17,1,4984.332,USD
OR202304140000006537,3,MAT-00211,1,1,276.024,USD
OR202304140000007876,1,MAT-00114,16,5,2018.688,USD
OR202304140000007876,2,MAT-00881,10,1,1955.64,USD
OR202304140000007876,3,MAT-00320,37,4,9688.524,USD
OR202304140000007876,4,MAT-00264,46,1,17872.656,USD
OR202304140000007876,5,MAT-00606,21,3,7990.416,USD
