preceding_doc,preceding_item,subsequent_doc,subsequent_item,document_category,quantity,date
OR202306060000003752,2,DL202306060000001141,2,C,29,06-06-2023
DL202306060000001141,2,BODL202306060000001141,2,N,15,07-06-2023
OR202306060000003752,3,DL202306060000006831,3,C,13,06-06-2023
DL202306060000006831,3,BODL202306060000006831,3,N,13,07-06-2023
OR202306060000003752,4,DL202306060000008975,4,C,13,06-06-2023
OR202306060000008466,1,DL202306060000005224,1,C,32,06-06-2023
OR202306060000008466,2,DL202306060000009418,2,C,13,06-06-2023
OR202306060000008466,3,DL202306060000002135,3,C,50,06-06-2023
OR202306060000008466,4,DL202306060000001740,4,C,28,06-06-2023
OR202306060000005202,1,DL202306060000003305,1,C,49,06-06-2023
OR202306060000007121,1,DL202306060000002377,1,C,50,06-06-2023
OR202306060000007121,2,DL202306060000008707,2,C,2,06-06-2023
OR202306060000007121,3,DL202306060000007101,3,C,14,06-06-2023
OR202306060000007121,4,DL202306060000004139,4,C,8,06-06-2023
OR202306060000007882,1,DL202306060000006577,1,C,4,06-06-2023
OR202306060000003895,1,DL202306060000002556,1,C,47,06-06-2023
DL202306060000002556,1,BODL202306060000002556,1,N,47,07-06-2023
OR202306060000003895,2,DL202306060000001171,2,C,9,06-06-2023
DL202306060000001171,2,BODL202306060000001171,2,N,8,07-06-2023
OR202306060000003895,3,DL202306060000001969,3,C,46,06-06-2023
OR202306060000003895,4,DL202306060000007550,4,C,15,06-06-2023
OR202306060000005359,1,DL202306060000009339,1,C,7,06-06-2023
OR202306060000005654,1,DL202306060000003821,1,C,28,06-06-2023
OR202306060000005654,2,DL202306060000003361,2,C,47,06-06-2023
OR202306060000001770,1,DL202306060000004925,1,C,22,06-06-2023
OR202306060000009227,1,DL202306060000003517,1,C,11,06-06-2023
OR202306060000009227,2,DL202306060000005040,2,C,35,06-06-2023
OR202306060000009655,1,DL202306060000007058,1,C,5,06-06-2023
OR202306060000009655,2,DL202306060000002331,2,C,27,06-06-2023
OR202306060000009655,3,DL202306060000009411,3,C,20,06-06-2023
DL202306060000009411,3,BODL202306060000009411,3,N,5,07-06-2023
OR202306070000004376,1,DL202306070000005992,1,C,45,07-06-2023
OR202306070000002164,1,DL202306070000001911,1,C,25,07-06-2023
OR202306070000002164,2,DL202306070000003056,2,C,9,07-06-2023
OR202306070000002164,3,DL202306070000002109,3,C,2,07-06-2023
OR202306070000002164,4,DL202306070000001837,4,C,5,07-06-2023
OR202306070000005692,1,DL202306070000009628,1,C,41,07-06-2023
OR202306070000005692,2,DL202306070000005403,2,C,44,07-06-2023
OR202306070000005692,3,DL202306070000005566,3,C,1,07-06-2023
OR202306070000005953,1,DL202306070000007382,1,C,44,07-06-2023
OR202306070000005953,2,DL202306070000007883,2,C,37,07-06-2023
OR202306070000005953,3,DL202306070000004499,3,C,34,07-06-2023
DL202306070000004499,3,BODL202306070000004499,3,N,34,08-06-2023
OR202306070000006236,1,DL202306070000001747,1,C,26,07-06-2023
OR202306070000006236,2,DL202306070000003358,2,C,21,07-06-2023
OR202306070000006236,3,DL202306070000002180,3,C,8,07-06-2023
OR202306070000009188,1,DL202306070000006038,1,C,42,07-06-2023
OR202306070000009188,2,DL202306070000006248,2,C,41,07-06-2023
DL202306070000006248,2,BODL202306070000006248,2,N,16,08-06-2023
OR202306070000001436,1,DL202306070000008519,1,C,35,07-06-2023
OR202306070000001436,2,DL202306070000005396,2,C,3,07-06-2023
OR202306070000006379,1,DL202306070000008854,1,C,39,07-06-2023
OR202306070000006379,2,DL202306070000004075,2,C,36,07-06-2023
OR202306070000006379,3,DL202306070000006211,3,C,24,07-06-2023
OR202306070000006379,4,DL202306070000005138,4,C,24,07-06-2023
OR202306070000006379,5,DL202306070000007304,5,C,37,07-06-2023
OR202306070000007746,1,DL202306070000005539,1,C,4,07-06-2023
OR202306070000007746,2,DL202306070000004283,2,C,14,07-06-2023
OR202306070000007746,3,DL202306070000002497,3,C,13,07-06-2023
OR202306070000007746,4,DL202306070000005132,4,C,12,07-06-2023
DL202306070000005132,4,BODL202306070000005132,4,N,3,08-06-2023
OR202306070000009267,1,DL202306070000005188,1,C,50,07-06-2023
OR202306070000009267,2,DL202306070000009090,2,C,16,07-06-2023
DL202306070000009090,2,BODL202306070000009090,2,N,4,08-06-2023
OR202306070000009267,3,DL202306070000008519,3,C,31,07-06-2023
OR202306070000009267,4,DL202306070000003058,4,C,10,07-06-2023
OR202306070000009267,5,DL202306070000007078,5,C,50,07-06-2023
OR202306070000003712,1,DL202306070000002555,1,C,46,07-06-2023
DL202306070000002555,1,BODL202306070000002555,1,N,34,08-06-2023
OR202306070000003712,2,DL202306070000006335,2,C,7,07-06-2023
DL202306070000006335,2,BODL202306070000006335,2,N,7,08-06-2023
OR202306070000003712,3,DL202306070000001015,3,C,28,07-06-2023
OR202306070000003712,4,DL202306070000001771,4,C,43,07-06-2023
OR202306070000003712,5,DL202306070000001647,5,C,39,07-06-2023
OR202306070000005535,1,DL202306070000005824,1,C,47,07-06-2023
OR202306070000005535,2,DL202306070000006352,2,C,16,07-06-2023
OR202306070000002961,1,DL202306070000003559,1,C,14,07-06-2023
OR202306070000008340,1,DL202306070000007616,1,C,4,07-06-2023
OR202306070000008340,2,DL202306070000007905,2,C,34,07-06-2023
OR202306070000008340,3,DL202306070000004921,3,C,38,07-06-2023
DL202306070000004921,3,BODL202306070000004921,3,N,7,08-06-2023
OR202306070000008340,4,DL202306070000004202,4,C,26,07-06-2023
OR202306070000008340,5,DL202306070000002985,5,C,3,07-06-2023
OR202306070000005628,1,DL202306070000006211,1,C,5,07-06-2023
OR202306070000001575,1,DL202306070000002541,1,C,39,07-06-2023
OR202306070000001575,2,DL202306070000004169,2,C,7,07-06-2023
OR202306070000001575,3,DL202306070000009107,3,C,41,07-06-2023
OR202306070000001575,4,DL202306070000007925,4,C,24,07-06-2023
OR202306070000001598,1,DL202306070000007504,1,C,29,07-06-2023
OR202306070000001598,2,DL202306070000004841,2,C,18,07-06-2023
DL202306070000004841,2,BODL202306070000004841,2,N,18,08-06-2023
OR202306080000004164,1,DL202306080000004623,1,C,13,08-06-2023
OR202306080000004164,2,DL202306080000005245,2,C,45,08-06-2023
OR202306080000003918,1,DL202306080000001373,1,C,24,08-06-2023
DL202306080000001373,1,BODL202306080000001373,1,N,24,09-06-2023
OR202306080000008622,1,DL202306080000009039,1,C,2,08-06-2023
OR202306080000008622,2,DL202306080000004053,2,C,32,08-06-2023
OR202306080000008622,3,DL202306080000005190,3,C,45,08-06-2023
DL202306080000005190,3,BODL202306080000005190,3,N,16,09-06-2023
OR202306080000008622,4,DL202306080000004343,4,C,37,08-06-2023
DL202306080000004343,4,BODL202306080000004343,4,N,30,09-06-2023
OR202306080000008632,1,DL202306080000008301,1,C,46,08-06-2023
OR202306080000008632,2,DL202306080000001961,2,C,30,08-06-2023
OR202306080000008632,3,DL202306080000009130,3,C,30,08-06-2023
OR202306080000008678,1,DL202306080000008935,1,C,48,08-06-2023
OR202306080000008678,2,DL202306080000004664,2,C,31,08-06-2023
OR202306080000008678,3,DL202306080000003773,3,C,2,08-06-2023
OR202306080000008678,4,DL202306080000002594,4,C,24,08-06-2023
OR202306080000003472,1,DL202306080000007424,1,C,42,08-06-2023
OR202306080000003472,2,DL202306080000006762,2,C,36,08-06-2023
OR202306080000003472,3,DL202306080000007926,3,C,23,08-06-2023
OR202306080000003472,4,DL202306080000002160,4,C,37,08-06-2023
DL202306080000002160,4,BODL202306080000002160,4,N,32,09-06-2023
OR202306080000007638,1,DL202306080000009011,1,C,36,08-06-2023
DL202306080000009011,1,BODL202306080000009011,1,N,27,09-06-2023
OR202306080000008229,1,DL202306080000001714,1,C,9,08-06-2023
OR202306080000008229,2,DL202306080000005959,2,C,3,08-06-2023
OR202306080000007467,1,DL202306080000003797,1,C,9,08-06-2023
OR202306080000007467,2,DL202306080000003983,2,C,50,08-06-2023
OR202306080000007467,3,DL202306080000001338,3,C,10,08-06-2023
OR202306080000004982,1,DL202306080000008908,1,C,33,08-06-2023
OR202306080000004982,2,DL202306080000003429,2,C,46,08-06-2023
OR202306080000005881,1,DL202306080000005925,1,C,46,08-06-2023
OR202306080000005881,2,DL202306080000006529,2,C,42,08-06-2023
OR202306080000005881,3,DL202306080000006211,3,C,18,08-06-2023
OR202306080000006475,1,DL202306080000002551,1,C,13,08-06-2023
DL202306080000002551,1,BODL202306080000002551,1,N,8,09-06-2023
OR202306080000006475,2,DL202306080000009864,2,C,27,08-06-2023
OR202306080000002345,1,DL202306080000001538,1,C,18,08-06-2023
OR202306080000002345,2,DL202306080000005460,2,C,37,08-06-2023
OR202306080000002690,1,DL202306080000003994,1,C,5,08-06-2023
OR202306080000005095,1,DL202306080000006322,1,C,27,08-06-2023
OR202306080000005095,2,DL202306080000005162,2,C,27,08-06-2023
OR202306080000004383,1,DL202306080000001604,1,C,32,08-06-2023
OR202306080000004383,2,DL202306080000001278,2,C,1,08-06-2023
OR202306090000006032,1,DL202306090000002172,1,C,40,09-06-2023
OR202306090000006032,2,DL202306090000008248,2,C,5,09-06-2023
OR202306090000002384,1,DL202306090000002852,1,C,36,09-06-2023
DL202306090000002852,1,BODL202306090000002852,1,N,29,10-06-2023
OR202306090000002384,2,DL202306090000005295,2,C,30,09-06-2023
DL202306090000005295,2,BODL202306090000005295,2,N,2,10-06-2023
OR202306090000002384,3,DL202306090000002008,3,C,45,09-06-2023
DL202306090000002008,3,BODL202306090000002008,3,N,7,10-06-2023
OR202306090000003833,1,DL202306090000007934,1,C,18,09-06-2023
OR202306090000003833,2,DL202306090000008395,2,C,12,09-06-2023
OR202306090000003833,3,DL202306090000002491,3,C,41,09-06-2023
OR202306090000003833,4,DL202306090000004950,4,C,31,09-06-2023
OR202306090000003833,5,DL202306090000002655,5,C,40,09-06-2023
OR202306090000001828,1,DL202306090000002615,1,C,17,09-06-2023
OR202306090000001828,2,DL202306090000008379,2,C,21,09-06-2023
OR202306090000001828,3,DL202306090000001078,3,C,45,09-06-2023
OR202306090000001828,4,DL202306090000005518,4,C,36,09-06-2023
DL202306090000005518,4,BODL202306090000005518,4,N,36,10-06-2023
OR202306090000001828,5,DL202306090000006382,5,C,19,09-06-2023
OR202306090000009205,1,DL202306090000001498,1,C,36,09-06-2023
OR202306090000007553,1,DL202306090000005222,1,C,10,09-06-2023
OR202306090000007553,2,DL202306090000007541,2,C,28,09-06-2023
OR202306090000007553,3,DL202306090000006646,3,C,36,09-06-2023
DL202306090000006646,3,BODL202306090000006646,3,N,20,10-06-2023
OR202306090000007553,4,DL202306090000005058,4,C,38,09-06-2023
OR202306090000007724,1,DL202306090000005151,1,C,30,09-06-2023
DL202306090000005151,1,BODL202306090000005151,1,N,26,10-06-2023
OR202306090000007724,2,DL202306090000006440,2,C,18,09-06-2023
OR202306090000007724,3,DL202306090000009885,3,C,47,09-06-2023
OR202306090000004894,1,DL202306090000006208,1,C,34,09-06-2023
OR202306090000004894,2,DL202306090000007109,2,C,32,09-06-2023
DL202306090000007109,2,BODL202306090000007109,2,N,6,10-06-2023
OR202306090000004894,3,DL202306090000006892,3,C,36,09-06-2023
OR202306090000001423,1,DL202306090000008553,1,C,11,09-06-2023
OR202306090000001423,2,DL202306090000005494,2,C,37,09-06-2023
OR202306090000001423,3,DL202306090000005539,3,C,49,09-06-2023
OR202306090000002894,1,DL202306090000005405,1,C,14,09-06-2023
DL202306090000005405,1,BODL202306090000005405,1,N,1,10-06-2023
OR202306090000002894,2,DL202306090000005861,2,C,46,09-06-2023
OR202306090000002894,3,DL202306090000006203,3,C,16,09-06-2023
OR202306090000004625,1,DL202306090000004069,1,C,10,09-06-2023
OR202306090000004625,2,DL202306090000005382,2,C,31,09-06-2023
OR202306090000004625,3,DL202306090000004860,3,C,29,09-06-2023
DL202306090000004860,3,BODL202306090000004860,3,N,2,10-06-2023
OR202306090000004625,4,DL202306090000005007,4,C,18,09-06-2023
OR202306090000005655,1,DL202306090000003795,1,C,44,09-06-2023
OR202306090000007122,1,DL202306090000003851,1,C,15,09-06-2023
OR202306090000007122,2,DL202306090000009498,2,C,27,09-06-2023
DL202306090000009498,2,BODL202306090000009498,2,N,9,10-06-2023
OR202306090000007122,3,DL202306090000007111,3,C,37,09-06-2023
OR202306090000007122,4,DL202306090000007581,4,C,43,09-06-2023
DL202306090000007581,4,BODL202306090000007581,4,N,43,10-06-2023
OR202306090000001643,1,DL202306090000006610,1,C,10,09-06-2023
OR202306090000001643,2,DL202306090000001656,2,C,28,09-06-2023
OR202306090000001643,3,DL202306090000006059,3,C,22,09-06-2023
OR202306090000001643,4,DL202306090000008355,4,C,24,09-06-2023
OR202306090000001643,5,DL202306090000007714,5,C,12,09-06-2023
OR202306090000002856,1,DL202306090000007680,1,C,31,09-06-2023
OR202306090000002856,2,DL202306090000004454,2,C,19,09-06-2023
OR202306120000003936,1,DL202306120000009155,1,C,16,12-06-2023
OR202306120000003936,2,DL202306120000005047,2,C,18,12-06-2023
DL202306120000005047,2,BODL202306120000005047,2,N,2,13-06-2023
OR202306120000003936,3,DL202306120000001989,3,C,39,12-06-2023
OR202306120000003936,4,DL202306120000008169,4,C,37,12-06-2023
DL202306120000008169,4,BODL202306120000008169,4,N,22,13-06-2023
OR202306120000003936,5,DL202306120000005104,5,C,9,12-06-2023
OR202306120000002703,1,DL202306120000004243,1,C,47,12-06-2023
OR202306120000002703,2,DL202306120000007849,2,C,7,12-06-2023
DL202306120000007849,2,BODL202306120000007849,2,N,6,13-06-2023
OR202306120000003641,1,DL202306120000001397,1,C,19,12-06-2023
OR202306120000003641,2,DL202306120000008465,2,C,14,12-06-2023
OR202306120000003641,3,DL202306120000005247,3,C,20,12-06-2023
OR202306120000004289,1,DL202306120000004043,1,C,6,12-06-2023
OR202306120000004289,2,DL202306120000005753,2,C,19,12-06-2023
OR202306120000004289,3,DL202306120000002319,3,C,14,12-06-2023
DL202306120000002319,3,BODL202306120000002319,3,N,14,13-06-2023
OR202306120000004289,4,DL202306120000008426,4,C,18,12-06-2023
OR202306120000004289,5,DL202306120000007957,5,C,30,12-06-2023
OR202306120000006611,1,DL202306120000007597,1,C,20,12-06-2023
DL202306120000007597,1,BODL202306120000007597,1,N,7,13-06-2023
OR202306120000006611,2,DL202306120000003312,2,C,9,12-06-2023
OR202306120000006611,3,DL202306120000009272,3,C,22,12-06-2023
DL202306120000009272,3,BODL202306120000009272,3,N,1,13-06-2023
OR202306120000006611,4,DL202306120000006059,4,C,20,12-06-2023
OR202306120000006611,5,DL202306120000007022,5,C,38,12-06-2023
OR202306120000007620,1,DL202306120000002438,1,C,34,12-06-2023
OR202306120000007620,2,DL202306120000001116,2,C,11,12-06-2023
OR202306120000007620,3,DL202306120000009544,3,C,33,12-06-2023
OR202306120000007918,1,DL202306120000001078,1,C,3,12-06-2023
OR202306120000009946,1,DL202306120000009675,1,C,46,12-06-2023
DL202306120000009675,1,BODL202306120000009675,1,N,4,13-06-2023
OR202306120000009946,2,DL202306120000004973,2,C,20,12-06-2023
DL202306120000004973,2,BODL202306120000004973,2,N,20,13-06-2023
OR202306120000009946,3,DL202306120000004123,3,C,14,12-06-2023
OR202306120000002079,1,DL202306120000008409,1,C,35,12-06-2023
OR202306120000002079,2,DL202306120000009921,2,C,21,12-06-2023
OR202306120000002079,3,DL202306120000008905,3,C,20,12-06-2023
DL202306120000008905,3,BODL202306120000008905,3,N,20,13-06-2023
OR202306120000007499,1,DL202306120000007392,1,C,23,12-06-2023
OR202306120000001868,1,DL202306120000007682,1,C,15,12-06-2023
OR202306120000001868,2,DL202306120000003861,2,C,24,12-06-2023
OR202306120000004863,1,DL202306120000002080,1,C,41,12-06-2023
DL202306120000002080,1,BODL202306120000002080,1,N,16,13-06-2023
OR202306120000004863,2,DL202306120000003596,2,C,31,12-06-2023
OR202306120000008876,1,DL202306120000007057,1,C,42,12-06-2023
OR202306120000008876,2,DL202306120000001976,2,C,37,12-06-2023
OR202306120000008876,3,DL202306120000004048,3,C,3,12-06-2023
OR202306120000005527,1,DL202306120000004679,1,C,22,12-06-2023
OR202306120000006938,1,DL202306120000005175,1,C,40,12-06-2023
OR202306120000006938,2,DL202306120000005401,2,C,30,12-06-2023
DL202306120000005401,2,BODL202306120000005401,2,N,10,13-06-2023
OR202306120000006938,3,DL202306120000001407,3,C,44,12-06-2023
OR202306120000006938,4,DL202306120000007274,4,C,45,12-06-2023
OR202306120000004013,1,DL202306120000001845,1,C,39,12-06-2023
DL202306120000001845,1,BODL202306120000001845,1,N,11,13-06-2023
OR202306120000004013,2,DL202306120000005189,2,C,42,12-06-2023
OR202306130000007667,1,DL202306130000006931,1,C,14,13-06-2023
OR202306130000007667,2,DL202306130000001729,2,C,8,13-06-2023
OR202306130000007667,3,DL202306130000001567,3,C,15,13-06-2023
DL202306130000001567,3,BODL202306130000001567,3,N,13,14-06-2023
OR202306130000007667,4,DL202306130000005760,4,C,34,13-06-2023
OR202306130000007667,5,DL202306130000007771,5,C,5,13-06-2023
OR202306130000007335,1,DL202306130000003228,1,C,24,13-06-2023
OR202306130000001059,1,DL202306130000005067,1,C,6,13-06-2023
OR202306130000001059,2,DL202306130000003527,2,C,6,13-06-2023
OR202306130000001059,3,DL202306130000009961,3,C,25,13-06-2023
OR202306130000001059,4,DL202306130000008511,4,C,8,13-06-2023
OR202306130000001059,5,DL202306130000006326,5,C,38,13-06-2023
OR202306130000009563,1,DL202306130000009553,1,C,35,13-06-2023
OR202306130000009563,2,DL202306130000009415,2,C,48,13-06-2023
OR202306130000009563,3,DL202306130000009487,3,C,43,13-06-2023
OR202306130000009563,4,DL202306130000003735,4,C,4,13-06-2023
OR202306130000002695,1,DL202306130000004176,1,C,12,13-06-2023
OR202306130000002695,2,DL202306130000001170,2,C,11,13-06-2023
OR202306130000002695,3,DL202306130000001028,3,C,3,13-06-2023
OR202306130000002695,4,DL202306130000008563,4,C,4,13-06-2023
DL202306130000008563,4,BODL202306130000008563,4,N,2,14-06-2023
OR202306130000002979,1,DL202306130000007275,1,C,20,13-06-2023
OR202306130000002979,2,DL202306130000005920,2,C,38,13-06-2023
OR202306130000002979,3,DL202306130000004062,3,C,41,13-06-2023
DL202306130000004062,3,BODL202306130000004062,3,N,1,14-06-2023
OR202306130000002979,4,DL202306130000003249,4,C,48,13-06-2023
OR202306130000009945,1,DL202306130000005888,1,C,5,13-06-2023
OR202306130000009945,2,DL202306130000003892,2,C,33,13-06-2023
OR202306130000009945,3,DL202306130000009133,3,C,33,13-06-2023
OR202306130000009945,4,DL202306130000005460,4,C,20,13-06-2023
OR202306130000009945,5,DL202306130000002822,5,C,46,13-06-2023
OR202306130000008726,1,DL202306130000006910,1,C,29,13-06-2023
DL202306130000006910,1,BODL202306130000006910,1,N,18,14-06-2023
OR202306130000008726,2,DL202306130000001860,2,C,50,13-06-2023
OR202306130000008726,3,DL202306130000009421,3,C,30,13-06-2023
OR202306130000008726,4,DL202306130000009796,4,C,10,13-06-2023
OR202306130000007777,1,DL202306130000007407,1,C,1,13-06-2023
OR202306130000007795,1,DL202306130000006885,1,C,10,13-06-2023
OR202306130000007795,2,DL202306130000002136,2,C,42,13-06-2023
OR202306130000006702,1,DL202306130000002318,1,C,10,13-06-2023
OR202306130000006702,2,DL202306130000007306,2,C,15,13-06-2023
